#CODE                                          ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                       ;Germania;Germania;;;;
cathar_adoption_desc                           ;        ;For many of the [Root.Religion.GetName] faith, heirs cannot be acquired in the normal fashion. Thus it is quite acceptable for a ruler to adopt an orphaned [Root.Religion.GetName] child and raise it as their own—an act of generosity, if you will, towards someone who in any other circumstance would have few chances at a meaningful life.;For many of the [Root.Religion.GetName] faith, heirs cannot be acquired in the normal fashion. Thus it is quite acceptable for a ruler to adopt an orphaned [Root.Religion.GetName] child and raise it as their own—an act of generosity, if you will, towards someone who in any other circumstance would have few chances at a meaningful life.;;For many of the [Root.Religion.GetName] faith, heirs cannot be acquired in the normal fashion. Thus it is quite acceptable for a ruler to adopt an orphaned [Root.Religion.GetName] child and raise it as their own—an act of generosity, if you will, towards someone who in any other circumstance would have few chances at a meaningful life.;
cathar_consolamentum                           ;        ;Consolamentum;Consolamentum;;Consolamentum;
cathar_consolamentum_desc                      ;        ;The only sacrament of the [Root.Religion.GetName] faith, the Consolamentum represented a purification of the faithful from sins gained throughout their life. Once the ritual baptism had occurred, the faithful [Root.Religion.GetName] would be considered 'Perfect' and be expected to live a life of celibacy -- as well as to spread the [Root.Religion.GetName] faith further. Most did not receive Consolamentum until their deathbeds, but the zealous would take the sacrament much earlier.;The only sacrament of the [Root.Religion.GetName] faith, the Consolamentum represented a purification of the faithful from sins gained throughout their life. Once the ritual baptism had occurred, the faithful [Root.Religion.GetName] would be considered 'Perfect' and be expected to live a life of celibacy -- as well as to spread the [Root.Religion.GetName] faith further. Most did not receive Consolamentum until their deathbeds, but the zealous would take the sacrament much earlier.;;The only sacrament of the [Root.Religion.GetName] faith, the Consolamentum represented a purification of the faithful from sins gained throughout their life. Once the ritual baptism had occurred, the faithful [Root.Religion.GetName] would be considered “Perfect” and be expected to live a life of celibacy – as well as to spread the [Root.Religion.GetName] faith further. Most did not receive Consolamentum until their deathbeds, but the zealous would take the sacrament much earlier.;
claim_imamah                                   ;        ;Claim Imamate;Claim Imamate;;Claim Imamate;
claim_imamah_desc                              ;        ;The descendants of Fatimah, daughter of Muhammad, hold a special place amongst those of the Isma'ili faith -- the head of the dynasty is considered the Imamah, and primary claimant to the Imamate. With no clear Imamah currently existing, it falls on the head of the Fatimid dynasty to step forward and assume the responsibility.;The descendants of Fatimah, daughter of Muhammad, hold a special place amongst those of the Isma'ili faith -- the head of the dynasty is considered the Imamah, and primary claimant to the Imamate. With no clear Imamah currently existing, it falls on the head of the Fatimid dynasty to step forward and assume the responsibility.;;The descendants of Fatimah, daughter of Muhammad, hold a special place amongst those of the Isma‘ili faith – the head of the dynasty is considered the Imamah, and primary claimant to the Imamate. With no clear Imamah currently existing, it falls on the head of the Fatimid dynasty to step forward and assume the responsibility.;
church_of_st_bogomil                           ;        ;Build the Church of St. Bogomil;Build the Church of St. Bogomil;;Build the Church of St. Bogomil;
church_of_st_bogomil_desc                      ;        ;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter’s Basilica and the Hagia Sophia?;
church_of_st_bogomil_swmh                      ;        ;Build the Church of St. Bogomil;Build the Church of St. Bogomil;;Build the Church of St. Bogomil;
church_of_st_bogomil_swmh_desc                 ;        ;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter's Basilica and the Hagia Sophia?;;Surely a faith which has come as far as Bogomilism deserves a church to rival those of St. Peter’s Basilica and the Hagia Sophia?;
create_bogomilist_patriarch                    ;        ;Create Bogomilist Elder;Create Bogomilist Elder;;Create Bogomilist Elder;
create_bogomilist_patriarch_desc               ;        ;Annointing a Bogomilist Elder will mean true respect for Bogomilism as an independent religion, no longer treated as a heresy of Orthodox Christianity. It will also stabilize the religion and mean that other benefits, such as claims and divorces, can now be provided by the Elder.;Annointing a Bogomilist Elder will mean true respect for Bogomilism as an independent religion, no longer treated as a heresy of Orthodox Christianity. It will also stabilize the religion and mean that other benefits, such as claims and divorces, can now be provided by the Elder.;;Annointing a Bogomil Elder will mean true respect for Bogomilism as an independent religion, no longer treated as a heresy of Orthodox Christianity. It will also stabilize the religion and mean that other benefits, such as claims and divorces, can now be provided by the Elder.;
create_cathar_papacy                           ;        ;Create the Cathar Patriarch;Create the Cathar Patriarch;;Create the Cathar Patriarch;
create_cathar_papacy_desc                      ;        ;A truly great ruler, dedicated to the cause of the Cathars and a true Perfectus, might be able to raise up a member of the faithful as a Cathar Patriarch: a leader for the faithful everywhere, and able to direct his or her religion to spread throughout the known world.;A truly great ruler, dedicated to the cause of the Cathars and a true Perfectus, might be able to raise up a member of the faithful as a Cathar Patriarch: a leader for the faithful everywhere, and able to direct his or her religion to spread throughout the known world.;;A truly great ruler, dedicated to the cause of the Cathars and a true Perfectus, might be able to raise up a member of the faithful as a Cathar Patriarch: a leader for the faithful everywhere, and able to direct his or her religion to spread throughout the known world.;
declare_as_kafir                               ;        ;Declare Kafir;Declare Kafir;;Declare Kafir;
declare_as_kafir_desc                          ;        ;Declare §Y[Root.GetBestName]§! to be §Ykafir§!, an apostate in violation of Allah's laws.;Declare §Y[Root.GetBestName]§! to be §Ykafir§!, an apostate in violation of Allah's laws.;;Declare §Y[Root.GetBestName]§! to be §Ykafir§!, an apostate in violation of Allah’s laws.;
declare_religious_emancipation                 ;        ;Declare [Root.Religion.GetName] Emancipation;Declare [Root.Religion.GetName] Emancipation;;Declare [Root.Religion.GetName] Emancipation;
declare_religious_emancipation_desc            ;        ;The [Root.Religion.GetName] faith is considered a heresy, but perhaps that need not be the case. With an officially-ordained head of our religion and a [Root.Religion.GetName] champion of sufficient esteem to sponsor a place for negotiations to take place, perhaps we could divorce ourselves from heresy and be treated as an offshoot from our parent religion instead...if they will let us go without a fight, that is. Doing so means giving up on any hope of supplanting them as the 'official' faith, but is that what we really want?;The [Root.Religion.GetName] faith is considered a heresy, but perhaps that need not be the case. With an officially-ordained head of our religion and a [Root.Religion.GetName] champion of sufficient esteem to sponsor a place for negotiations to take place, perhaps we could divorce ourselves from heresy and be treated as an offshoot from our parent religion instead...if they will let us go without a fight, that is. Doing so means giving up on any hope of supplanting them as the 'official' faith, but is that what we really want?;;The [Root.Religion.GetName] faith is considered a heresy, but perhaps that need not be the case. With an officially-ordained head of our religion and a [Root.Religion.GetName] champion of sufficient esteem to sponsor a place for negotiations to take place, perhaps we could divorce ourselves from heresy and be treated as an offshoot from our parent religion instead… if they will let us go without a fight, that is. Doing so means giving up on any hope of supplanting them as the “official” faith, but is that what we really want?;
donate_money_to_army_of_light                  ;        ;Donate money to the Army of Light;Donate money to the Army of Light;;Donate money to the Army of Light;
donate_money_to_army_of_light_desc             ;        ;I can donate money to the Army of Light in exchange for Piety and lifelong respect from the Manichaean Church.;I can donate money to the Army of Light in exchange for Piety and lifelong respect from the Manichaean Church.;;I can donate money to the Army of Light in exchange for Piety and lifelong respect from the Manichaean Church.;
donate_money_to_army_of_lucifer                ;        ;Donate money to the Army of Lucifer;Donate money to the Army of Lucifer;;Donate money to the Army of Lucifer;
donate_money_to_army_of_lucifer_desc           ;        ;I can donate money to the Army of Lucifer in exchange for Piety and lifelong respect from the Messalian faithful.;I can donate money to the Army of Lucifer in exchange for Piety and lifelong respect from the Messalian faithful.;;I can donate money to the Army of Lucifer in exchange for Piety and lifelong respect from the Messalian faithful.;
donate_money_to_knights_of_saint_mark          ;        ;Donate money to the Knights of Saint Mark;Donate money to the Knights of Saint Mark;;Donate money to the Knights of Saint Mark;
donate_money_to_knights_of_saint_mark_desc     ;        ;I can donate money to the Knights of Saint Mark in exchange for Piety and lifelong respect from the Coptic Church.;I can donate money to the Knights of Saint Mark in exchange for Piety and lifelong respect from the Coptic Church.;;I can donate money to the Knights of Saint Mark in exchange for Piety and lifelong respect from the Coptic Church.;
donate_money_to_order_of_saint_blaise          ;        ;Donate money to the Order of St. Blaise;Donate money to the Order of St. Blaise;;Donate money to the Order of St. Blaise;
donate_money_to_order_of_saint_blaise_desc     ;        ;I can donate money to the Order of St. Blaise in exchange for Piety and lifelong respect from the Apostolic Church.;I can donate money to the Order of St. Blaise in exchange for Piety and lifelong respect from the Apostolic Church.;;I can donate money to the Order of St. Blaise in exchange for Piety and lifelong respect from the Apostolic Church.;
druze_pact_of_time                             ;        ;The Pact of Time;The Pact of Time;;The Pact of Time;
druze_pact_of_time_desc                        ;        ;The coming of age ceremony for all Druze adults, in it the Druze signs the Charter known as the Mithaq Walley El-Zaman -- the 'Pact of Time Custodian'. The Charter embodies all human souls after death, allowing for their reincarnation in the next life.;The coming of age ceremony for all Druze adults, in it the Druze signs the Charter known as the Mithaq Walley El-Zaman -- the 'Pact of Time Custodian'. The Charter embodies all human souls after death, allowing for their reincarnation in the next life.;;The coming of age ceremony for all Druze adults, in it the Druze signs the Charter known as the Mithaq Walley El-Zaman – the “Pact of Time Custodian.” The Charter embodies all human souls after death, allowing for their reincarnation in the next life.;
emf_renounce_antipope                          ;        ;Renounce Antipope;Renounce Antipope;;Renounce Antipope;
emf_renounce_antipope_desc                     ;        ;I can renounce the Anti-Papacy of [Root.RelHead.GetTitledFirstName] in the [Root.PrimaryTitle.GetFullName], putting an end to it and honoring the true [Root.Religion.GetName] Pope.;I can renounce the Anti-Papacy of [Root.RelHead.GetTitledFirstName] in the [Root.PrimaryTitle.GetFullName], putting an end to it and honoring the true [Root.Religion.GetName] Pope.;;I can renounce the Anti-Papacy of [Root.RelHead.GetTitledFirstName] in the [Root.PrimaryTitle.GetFullName], putting an end to it and honoring the true [Root.Religion.GetName] Pope.;
expel_army_of_light                            ;        ;Expel the Army of Light;Expel the Army of Light;;Expel the Army of Light;
expel_army_of_light_desc                       ;        ;I can drive the Army of Light from my realm and seize their castles. However, it is a very impious thing to do...;I can drive the Army of Light from my realm and seize their castles. However, it is a very impious thing to do...;;I can drive the Army of Light from my realm and seize their castles. However, it is a very impious thing to do…;
expel_army_of_lucifer                          ;        ;Expel the Army of Lucifer;Expel the Army of Lucifer;;Expel the Army of Lucifer;
expel_army_of_lucifer_desc                     ;        ;I can drive the Army of Lucifer from my realm and seize their castles. However, it is a very impious thing to do...;I can drive the Army of Lucifer from my realm and seize their castles. However, it is a very impious thing to do...;;I can drive the Army of Lucifer from my realm and seize their castles. However, it is a very impious thing to do…;
expel_knights_of_saint_mark                    ;        ;Expel the Knights of Saint Mark;Expel the Knights of Saint Mark;;Expel the Knights of Saint Mark;
expel_knights_of_saint_mark_desc               ;        ;I can drive the Knights of Saint Mark from my realm and seize their castles. However, it is a very impious thing to do...;I can drive the Knights of Saint Mark from my realm and seize their castles. However, it is a very impious thing to do...;;I can drive the Knights of Saint Mark from my realm and seize their castles. However, it is a very impious thing to do…;
expel_order_of_saint_blaise                    ;        ;Expel the Order of St. Blaise;Expel the Order of St. Blaise;;Expel the Order of St. Blaise;
expel_order_of_saint_blaise_desc               ;        ;I can drive the Order of St. Blaise from my realm and seize their castles. However, it is a very impious thing to do...;I can drive the Order of St. Blaise from my realm and seize their castles. However, it is a very impious thing to do...;;I can drive the Order of St. Blaise from my realm and seize their castles. However, it is a very impious thing to do…;
force_formalize_bogomilist_church              ;        ;Force Bogomilist Formalization;Force Bogomilist Formalization;;Force Bogomil Formalization;
force_formalize_bogomilist_church_desc         ;        ;A leader of enough piety and standing could force a formalization of the Bogomilist faith far more quickly than would otherwise be possible. This will mean any repercussions from the faithful will happen immediately, but so will the reforms.;A leader of enough piety and standing could force a formalization of the Bogomilist faith far more quickly than would otherwise be possible. This will mean any repercussions from the faithful will happen immediately, but so will the reforms.;;A leader of enough piety and standing could force a formalization of the Bogomil faith far more quickly than would otherwise be possible. This will mean any repercussions from the faithful will happen immediately, but so will the reforms.;
formalize_bogomilist_church                    ;        ;Formalize the Bogomilist Faith;Formalize the Bogomilist Faith;;Formalize the Bogomil Faith;
formalize_bogomilist_church_desc               ;        ;Enough work has been done to organize the Bogomilist faith for it to now be considered to have a structure of its own. Note that this will mean that feudal lords will no longer be able to hold temples, and that temple holders will be considered Bogomilist bishops as elsewhere in Christendom.;Enough work has been done to organize the Bogomilist faith for it to now be considered to have a structure of its own. Note that this will mean that feudal lords will no longer be able to hold temples, and that temple holders will be considered Bogomilist bishops as elsewhere in Christendom.;;Enough work has been done to organize the Bogomil faith for it to now be considered to have a structure of its own. Note that this will mean that feudal lords will no longer be able to hold temples, and that temple holders will be considered Bogomil bishops as elsewhere in Christendom.;
hurufi_omens                                   ;        ;Search for Omens;Search for Omens;;Search for Omens;
hurufi_omens_desc                              ;        ;Study the Holy Qur'an in search of hidden truths about the future. Beware, for the omens could be good or bad, and the resulting effect on your mind could be devastating.;Study the Holy Qur'an in search of hidden truths about the future. Beware, for the omens could be good or bad, and the resulting effect on your mind could be devastating.;;Study the Holy Quran in search of hidden truths about the future. Beware, for the omens could be good or bad, and the resulting effect on your mind could be devastating.;
hurufi_study1                                  ;        ;Study the Mysteries of the Qur'an;Study the Mysteries of the Qur'an;;Study the Mysteries of the Quran;
hurufi_study1_desc                             ;        ;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Quran, unlocking its secrets and advancing their understanding of the universe – even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;
hurufi_study2                                  ;        ;Study the Mysteries of the Qur'an;Study the Mysteries of the Qur'an;;Study the Mysteries of the Quran;
hurufi_study2_desc                             ;        ;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Quran, unlocking its secrets and advancing their understanding of the universe – even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;
hurufi_study3                                  ;        ;Study the Mysteries of the Qur'an;Study the Mysteries of the Qur'an;;Study the Mysteries of the Quran;
hurufi_study3_desc                             ;        ;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Qur'an, unlocking its secrets and advancing their understanding of the universe -- even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;;Scholarship and mysticism represent the highest levels of Muslim faith and achievement. A scholar should spend their life poring over the Quran, unlocking its secrets and advancing their understanding of the universe – even if doing so represents possible hazards such as blindness, insanity, or worse. Such risk is the price one must pay for enlightenment.;
hurufi_write_epic_poem                         ;        ;Write An Epic Poem;Write An Epic Poem;;Write An Epic Poem;
hurufi_write_epic_poem_desc                    ;        ;The pinnacle of achievement for a true poet would be to write an epic Islamic poem -- something that would ensure your fame for all eternity. Whether you could complete it in your lifetime is difficult to say, as certainly it will take many years to finish, but if you do...?;The pinnacle of achievement for a true poet would be to write an epic Islamic poem -- something that would ensure your fame for all eternity. Whether you could complete it in your lifetime is difficult to say, as certainly it will take many years to finish, but if you do...?;;The pinnacle of achievement for a true poet would be to write an epic Islamic poem – something that would ensure your fame for all eternity. Whether you could complete it in your lifetime is difficult to say, as certainly it will take many years to finish, but if you do…?;
kafir_clear_gluttonous                         ;        ;Remove Gluttony;Remove Gluttony;;Remove Gluttony;
kafir_clear_gluttonous_desc                    ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_greed                              ;        ;Remove Greed;Remove Greed;;Remove Greed;
kafir_clear_greed_desc                         ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_slothful                           ;        ;Remove Sloth;Remove Sloth;;Remove Sloth;
kafir_clear_slothful_desc                      ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_arbitrary                          ;        ;Remove Arbitrariness;Remove Arbitrariness;;Remove Arbitrariness;
kafir_clear_arbitrary_desc                     ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_cynical                            ;        ;Remove Cynicism;Remove Cynicism;;Remove Cynicism;
kafir_clear_cynical_desc                       ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_drunkard                           ;        ;Remove Drunkenness;Remove Drunkenness;;Remove Drunkenness;
kafir_clear_drunkard_desc                      ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_hedonist                           ;        ;Remove Hedonism;Remove Hedonism;;Remove Hedonism;
kafir_clear_hedonist_desc                      ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_decadent                           ;        ;Remove Decadence;Remove Decadence;;Remove Decadence;
kafir_clear_decadent_desc                      ;        ;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;
kafir_clear_name                               ;        ;Clear Name of Apostasy;Clear Name of Apostasy;;Clear Name of Apostasy;
kafir_clear_name_desc                          ;        ;Now that you are without sin, or at least the appearance of such, you will be able to clear your name from the stain of apostasy and no longer be considered kafir by your fellow Kharijites.;Now that you are without sin, or at least the appearance of such, you will be able to clear your name from the stain of apostasy and no longer be considered kafir by your fellow Kharijites.;;Now that you are without sin, or at least the appearance of such, you will be able to clear your name from the stain of apostasy and no longer be considered kafir by your fellow Kharijites.;
kharijite_public_execution                     ;        ;Public Execution;Public Execution;;Public Execution;
kharijite_public_execution_desc                ;        ;Publicly execute §Y[Root.GetBestName]§!. You will receive prestige and piety for doing so, based on their rank and relative importance. Note that, while you may execute close relatives, you will lose prestige for doing so (though you will still gain piety).;Publicly execute §Y[Root.GetBestName]§!. You will receive prestige and piety for doing so, based on their rank and relative importance. Note that, while you may execute close relatives, you will lose prestige for doing so (though you will still gain piety).;;Publicly execute §Y[Root.GetBestName]§!. You will receive prestige and piety for doing so, based on their rank and relative importance. Note that, while you may execute close relatives, you will lose prestige for doing so (though you will still gain piety).;
lollard_renounce_vows                          ;        ;Renounce Vows;Renounce Vows;;Renounce Vows;
lollard_renounce_vows_desc                     ;        ;As a Lollard, you are beholden to neither vows of chastity nor vows of religious service -- you may freely renounce both and rejoin the layity.;As a Lollard, you are beholden to neither vows of chastity nor vows of religious service -- you may freely renounce both and rejoin the layity.;;As a Lollard, you are beholden to neither vows of chastity nor vows of religious service – you may freely renounce both and rejoin the laity.;
lollard_revoke_temple_named                    ;        ;Revoke [Root.GetTitledFirstName]'s Religious Titles;Revoke [Root.GetTitledFirstName]'s Religious Titles;;Revoke [Root.GetTitledFirstName]’s Religious Titles;
lollard_revoke_temple                          ;        ;Revoke Religious Titles;Revoke Religious Titles;;Revoke Religious Titles;
lollard_revoke_temple_desc                     ;        ;Revoke all temple holdings from §Y[Root.GetBestName]§! if [Root.GetSheHe] is not Lollard or has the Wicked Priest trait. If [Root.GetSheHe] is both Lollard and doesn't have the Wicked Priest trait, §Y[From.GetBestName]§! will get a strong claim to all titles of higher than Baron tier.;Revoke all temple holdings from §Y[Root.GetBestName]§! if [Root.GetSheHe] is not Lollard or has the Wicked Priest trait. If [Root.GetSheHe] is both Lollard and doesn't have the Wicked Priest trait, §Y[From.GetBestName]§! will get a strong claim to all titles of higher than Baron tier.;;Revoke all temple holdings from §Y[Root.GetBestName]§! if [Root.GetSheHe] is not Lollard or has the Wicked Priest trait. If [Root.GetSheHe] is both Lollard and doesn’t have the Wicked Priest trait, §Y[From.GetBestName]§! will get a strong claim to all titles of higher than Baron tier.;
lollard_translate_bible                        ;        ;Translate the Bible;Translate the Bible;;Translate the Bible;
lollard_translate_bible_desc                   ;        ;One of the ways the Catholic Church maintains its dominance over the common man is by ensuring that almost nobody can read the Bible. Perhaps the time has come to take the scripture out of the hands of the few and put it into the hands of the masses by ordering a translation of the Bible into the vernacular. It would be an incredibly expensive proposition, and take years to complete, but it would be a terrible blow to Catholic authority.;One of the ways the Catholic Church maintains its dominance over the common man is by ensuring that almost nobody can read the Bible. Perhaps the time has come to take the scripture out of the hands of the few and put it into the hands of the masses by ordering a translation of the Bible into the vernacular. It would be an incredibly expensive proposition, and take years to complete, but it would be a terrible blow to Catholic authority.;;One of the ways the Catholic Church maintains its dominance over the common man is by ensuring that almost nobody can read the Bible. Perhaps the time has come to take the scripture out of the hands of the few and put it into the hands of the masses by ordering a translation of the Bible into the vernacular. It would be an incredibly expensive proposition, and take years to complete, but it would be a terrible blow to Catholic authority.;
manichean_choose_patron_deity                  ;        ;Choose a Shekhinah;Choose a Shekhinah;;Choose a Shekhinah;
manichean_choose_patron_deity_desc             ;        ;A shekinah is the settling of the Divine Presence of God, representing a facet of Manichaen worship which a member of the faith chooses to focus upon.;A shekinah is the settling of the Divine Presence of God, representing a facet of Manichaen worship which a member of the faith chooses to focus upon.;;A shekhinah is a settling of the Divine Presence of God, representing a facet of Manichaen worship which a member of the faith chooses to focus upon.;
manichean_create_leader                        ;        ;Create Manichaen Archegos;Create Manichaen Archegos;;Create Manichaen Archegos;
manichean_create_leader_desc                   ;        ;The Manichaen faith has been without a true leader for a long time. Now, with the fortunes of the faith having been restored due to your benevolent rule, it is time for a new Archegos to be raised up to lead the faithful into this brave new age.;The Manichaen faith has been without a true leader for a long time. Now, with the fortunes of the faith having been restored due to your benevolent rule, it is time for a new Archegos to be raised up to lead the faithful into this brave new age.;;The Manichaen faith has been without a true leader for a long time. Now, with the fortunes of the faith having been restored due to your benevolent rule, it is time for a new Archegos to be raised up to lead the faithful into this brave new age.;
manichean_patronize_art                        ;        ;Patronize Art;Patronize Art;;Patronize Art;
manichean_patronize_art_desc                   ;        ;Religious artwork is important to the Manichaean faith. Mani himself was known as 'the Artist', and Manichaean rulers would donate their wealth to support the creation of new artistic works.;Religious artwork is important to the Manichaean faith. Mani himself was known as 'the Artist', and Manichaean rulers would donate their wealth to support the creation of new artistic works.;;Religious artwork is important to the Manichaean faith. Mani himself was known as “the Artist,” and Manichaean rulers would donate their wealth to support the creation of new artistic works.;
mazdaki_restore_priesthood                     ;        ;Create Mazdaki Priesthood;Create Mazdaki Priesthood;;Create Mazdakite Priesthood;
mazdaki_restore_priesthood_desc                ;        ;While Mazdak railed against the oppression of the Zoroastrian priesthood, now that his teachings have spread across all of Persia perhaps the time has come to institue an organized priesthood of our own -- one that espouses the egalitarian principles upon which the Mazdaki faith is founded.;While Mazdak railed against the oppression of the Zoroastrian priesthood, now that his teachings have spread across all of Persia perhaps the time has come to institue an organized priesthood of our own -- one that espouses the egalitarian principles upon which the Mazdaki faith is founded.;;While Mazdak railed against the oppression of the Zoroastrian priesthood, now that his teachings have spread across all of Persia perhaps the time has come to institue an organized priesthood of our own – one that espouses the egalitarian principles upon which the Mazdaki faith is founded.;
mazdaki_choose_patron_deity                    ;        ;Choose Mazdaki Power;Choose Mazdaki Power;;Choose Mazdaki Power;
mazdaki_choose_patron_deity_desc               ;        ;The Mazdaki teach there are four Powers that bring Light into the World: Discernment, Understanding, Preservation, and Joy. Any adult member of the faith may embrace one of these Powers. in an attempt to achieve eventual perfection.;The Mazdaki teach there are four Powers that bring Light into the World: Discernment, Understanding, Preservation, and Joy. Any adult member of the faith may embrace one of these Powers. in an attempt to achieve eventual perfection.;;The Mazdakites teach there are four Powers that bring Light into the World: Discernment, Understanding, Preservation, and Joy. Any adult member of the faith may embrace one of these Powers in an attempt to achieve eventual perfection.;
messalian_abandon_prayers                      ;        ;Abandon Prayers;Abandon Prayers;;Abandon Prayers;
messalian_abandon_prayers_desc                 ;        ;The process of driving out one's demons is an exhausting process, perhaps even dangerous. While it would mean failure in the eyes of the Holy Spirit, perhaps it is best to put aside the prayers for a time and restore your strength before attempting them again.;The process of driving out one's demons is an exhausting process, perhaps even dangerous. While it would mean failure in the eyes of the Holy Spirit, perhaps it is best to put aside the prayers for a time and restore your strength before attempting them again.;;The process of driving out one’s demons is an exhausting process, perhaps even dangerous. While it would mean failure in the eyes of the Holy Spirit, perhaps it is best to put aside the prayers for a time and restore your strength before attempting them again.;
messalian_become_master                        ;        ;Achieve Perfection;Achieve Perfection;;Achieve Perfection;
