#CODE                                                       ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                                    ;Germania;Germania;;;;
imperial_duchy_of_venetian                                  ;Duchy of;Ducato di;;;;
imperial_kingdom_of_venetian                                ;Kingdom of;Regno di;;;;
imperial_baron_dalmatian                                    ;        ;Baron;;;;
imperial_count_dalmatian                                    ;Count   ;Cúmt;;;;
imperial_count_title_ruler_consort_dalmatian                ;Count   ;Cúmt;;;;
imperial_duke_dalmatian                                     ;Duke    ;Ducat;;;;
imperial_duke_title_ruler_consort_dalmatian                 ;Duke    ;Ducat;;;;
imperial_king_dalmatian                                     ;King    ;Ra;;;;
imperial_king_title_ruler_consort_dalmatian                 ;King    ;Ra;;;;
imperial_emperor_dalmatian                                  ;Emperor ;Imperatáur;;;;
imperial_kingdom_of_dalmatian                               ;Kingdom of;Raigno di;;;;
imperial_baron_ligurian                                     ;Baron   ;Barone;;;;
imperial_baron_female_ligurian                              ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_ligurian                 ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_ligurian          ;Baroness;Baronessa;;;;
imperial_count_ligurian                                     ;Count   ;Conte;;;;
imperial_count_female_ligurian                              ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_ligurian                 ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_ligurian          ;Countess;Contessa;;;;
imperial_duke_ligurian                                      ;Duke    ;Duca;;;;
imperial_duke_female_ligurian                               ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_ligurian                  ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_ligurian           ;Duchess ;Duchessa;;;;
imperial_king_ligurian                                      ;King    ;Re;;;;
imperial_king_female_ligurian                               ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_ligurian                  ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_ligurian           ;Queen   ;Regina;;;;
imperial_emperor_ligurian                                   ;Emperor ;Imperatore;;;;
imperial_emperor_female_ligurian                            ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_ligurian        ;Empress ;Imperatrice;;;;
imperial_title_prince_ligurian                              ;Prince  ;Principe;;;;
imperial_title_prince_female_ligurian                       ;Princess;Principessa;;;;
imperial_county_of_ligurian                                 ;County of;Contea di;;;;
imperial_duchy_of_ligurian                                  ;Duchy of;Ducato di;;;;
imperial_kingdom_of_ligurian                                ;Kingdom of;Regno di;;;;
imperial_baron_sardinian                                    ;Lord    ;Donnu;;;;
imperial_baron_female_sardinian                             ;Lady    ;Donna;;;;
imperial_baron_title_ruler_consort_sardinian                ;Lord    ;Donnu;;;;
imperial_baron_title_ruler_consort_female_sardinian         ;Lady    ;Donna;;;;
imperial_count_sardinian                                    ;Curator ;Curatore;;;;
imperial_count_female_sardinian                             ;Curatrix;Curatessa;;;;
imperial_count_title_ruler_consort_sardinian                ;Curator ;Curatore;;;;
imperial_count_title_ruler_consort_female_sardinian         ;Curatrix;Curatessa;;;;
imperial_duke_sardinian                                     ;Judge   ;Iudice;;;;
imperial_duke_female_sardinian                              ;Judge   ;Iudicissa;;;;
imperial_duke_title_ruler_consort_sardinian                 ;Judge   ;Iudice;;;;
imperial_duke_title_ruler_consort_female_sardinian          ;Judge   ;Iudicissa;;;;
imperial_king_sardinian                                     ;King    ;Re;;;;
imperial_king_female_sardinian                              ;Queen   ;Reina;;;;
imperial_king_title_ruler_consort_sardinian                 ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_sardinian          ;Queen   ;Reina;;;;
imperial_emperor_sardinian                                  ;Emperor ;Imperatore;;;;
imperial_emperor_female_sardinian                           ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_sardinian       ;Empress ;Imperatrice;;;;
imperial_title_prince_sardinian                             ;Prince  ;Principe;;;;
imperial_title_prince_female_sardinian                      ;Princess;Principessa;;;;
imperial_county_of_sardinian                                ;Curadoria of;Curatoria de;;;;
imperial_duchy_of_sardinian                                 ;Duchy of;Ducato de;;;;
imperial_kingdom_of_sardinian                               ;Kingdom of;Rennu de;;;;
imperial_baron_corsican                                     ;Baron   ;Barone;;;;
imperial_baron_female_corsican                              ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_corsican                 ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_corsican          ;Baroness;Baronessa;;;;
imperial_count_corsican                                     ;Count   ;Conte;;;;
imperial_count_female_corsican                              ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_corsican                 ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_corsican          ;Countess;Contessa;;;;
imperial_duke_corsican                                      ;Duke    ;Duca;;;;
imperial_duke_female_corsican                               ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_corsican                  ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_corsican           ;Duchess ;Duchessa;;;;
imperial_king_corsican                                      ;King    ;Re;;;;
imperial_king_female_corsican                               ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_corsican                  ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_corsican           ;Queen   ;Regina;;;;
imperial_emperor_corsican                                   ;Emperor ;Imperatore;;;;
imperial_emperor_female_corsican                            ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_corsican        ;Empress ;Imperatrice;;;;
imperial_title_prince_corsican                              ;Prince  ;Principe;;;;
imperial_title_prince_female_corsican                       ;Princess;Principessa;;;;
imperial_county_of_corsican                                 ;County of;Contea di;;;;
imperial_duchy_of_corsican                                  ;Duchy of;Ducato di;;;;
imperial_kingdom_of_corsican                                ;Kingdom of;Regno di;;;;
imperial_baron_southern_italian                             ;Baron   ;Barone;;;;
imperial_baron_female_southern_italian                      ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_southern_italian         ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_southern_italian  ;Baroness;Baronessa;;;;
imperial_count_southern_italian                             ;Count   ;Conte;;;;
imperial_count_female_southern_italian                      ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_southern_italian         ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_southern_italian  ;Countess;Contessa;;;;
imperial_duke_southern_italian                              ;Duke    ;Duca;;;;
imperial_duke_female_southern_italian                       ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_southern_italian          ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_southern_italian   ;Duchess ;Duchessa;;;;
imperial_king_southern_italian                              ;King    ;Re;;;;
imperial_king_female_southern_italian                       ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_southern_italian          ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_southern_italian   ;Queen   ;Regina;;;;
imperial_emperor_southern_italian                           ;Emperor ;Imperatore;;;;
imperial_emperor_female_southern_italian                    ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_southern_italian;Empress ;Imperatrice;;;;
imperial_title_prince_southern_italian                      ;Prince  ;Principe;;;;
imperial_title_prince_female_southern_italian               ;Princess;Principessa;;;;
imperial_county_of_southern_italian                         ;County of;Contea di;;;;
imperial_duchy_of_southern_italian                          ;Duchy of;Ducato di;;;;
imperial_kingdom_of_southern_italian                        ;Kingdom of;Regno di;;;;
imperial_baron_central_italian                              ;Baron   ;Barone;;;;
imperial_baron_female_central_italian                       ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_central_italian          ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_central_italian   ;Baroness;Baronessa;;;;
imperial_count_central_italian                              ;Count   ;Conte;;;;
imperial_count_female_central_italian                       ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_central_italian          ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_central_italian   ;Countess;Contessa;;;;
imperial_duke_central_italian                               ;Duke    ;Duca;;;;
imperial_duke_female_central_italian                        ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_central_italian           ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_central_italian    ;Duchess ;Duchessa;;;;
imperial_king_central_italian                               ;King    ;Re;;;;
imperial_king_female_central_italian                        ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_central_italian           ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_central_italian    ;Queen   ;Regina;;;;
imperial_emperor_central_italian                            ;Emperor ;Imperatore;;;;
imperial_emperor_female_central_italian                     ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_central_italian ;Empress ;Imperatrice;;;;
imperial_title_prince_central_italian                       ;Prince  ;Principe;;;;
imperial_title_prince_female_central_italian                ;Princess;Principessa;;;;
imperial_county_of_central_italian                          ;County of;Contea di;;;;
imperial_duchy_of_central_italian                           ;Duchy of;Ducato di;;;;
imperial_kingdom_of_central_italian                         ;Kingdom of;Regno di;;;;
imperial_baron_sicilian                                     ;Baron   ;Barone;;;;
imperial_baron_female_sicilian                              ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_sicilian                 ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_sicilian          ;Baroness;Baronessa;;;;
imperial_count_sicilian                                     ;Count   ;Conte;;;;
imperial_count_female_sicilian                              ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_sicilian                 ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_sicilian          ;Countess;Contessa;;;;
imperial_duke_sicilian                                      ;Duke    ;Duca;;;;
imperial_duke_female_sicilian                               ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_sicilian                  ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_sicilian           ;Duchess ;Duchessa;;;;
imperial_king_sicilian                                      ;King    ;Re;;;;
imperial_king_female_sicilian                               ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_sicilian                  ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_sicilian           ;Queen   ;Regina;;;;
imperial_emperor_sicilian                                   ;Emperor ;Imperatore;;;;
imperial_emperor_female_sicilian                            ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_sicilian        ;Empress ;Imperatrice;;;;
imperial_title_prince_sicilian                              ;Prince  ;Principe;;;;
imperial_title_prince_female_sicilian                       ;Princess;Principessa;;;;
imperial_county_of_sicilian                                 ;County of;Cuntèa di;;;;
imperial_duchy_of_sicilian                                  ;Duchy of;Ducato di;;;;
imperial_kingdom_of_sicilian                                ;Kingdom of;Regnu di;;;;
imperial_baron_neapolitan                                   ;Baron   ;Barone;;;;
imperial_baron_female_neapolitan                            ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_neapolitan               ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_neapolitan        ;Baroness;Baronessa;;;;
imperial_count_neapolitan                                   ;Count   ;Conte;;;;
imperial_count_female_neapolitan                            ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_neapolitan               ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_neapolitan        ;Countess;Contessa;;;;
imperial_duke_neapolitan                                    ;Duke    ;Duca;;;;
imperial_duke_female_neapolitan                             ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_neapolitan                ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_neapolitan         ;Duchess ;Duchessa;;;;
imperial_king_neapolitan                                    ;King    ;Re;;;;
imperial_king_female_neapolitan                             ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_neapolitan                ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_neapolitan         ;Queen   ;Regina;;;;
imperial_emperor_neapolitan                                 ;Emperor ;Imperatore;;;;
imperial_emperor_female_neapolitan                          ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_neapolitan      ;Empress ;Imperatrice;;;;
imperial_title_prince_neapolitan                            ;Prince  ;Principe;;;;
imperial_title_prince_female_neapolitan                     ;Princess;Principessa;;;;
imperial_county_of_neapolitan                               ;County of;Contea di;;;;
imperial_duchy_of_neapolitan                                ;Duchy of;Ducato di;;;;
imperial_kingdom_of_neapolitan                              ;Kingdom of;Regno di;;;;
imperial_baron_arpitan                                      ;Baron   ;Barone;;;;
imperial_baron_female_arpitan                               ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_arpitan                  ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_arpitan           ;Baroness;Baronessa;;;;
imperial_count_arpitan                                      ;Count   ;Conte;;;;
imperial_count_female_arpitan                               ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_arpitan                  ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_arpitan           ;Countess;Contessa;;;;
imperial_duke_arpitan                                       ;Duke    ;Duca;;;;
imperial_duke_female_arpitan                                ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_arpitan                   ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_arpitan            ;Duchess ;Duchessa;;;;
imperial_king_arpitan                                       ;King    ;Re;;;;
imperial_king_female_arpitan                                ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_arpitan                   ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_arpitan            ;Queen   ;Regina;;;;
imperial_emperor_arpitan                                    ;Emperor ;Imperatore;;;;
imperial_emperor_female_arpitan                             ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_arpitan         ;Empress ;Imperatrice;;;;
imperial_title_prince_arpitan                               ;Prince  ;Principe;;;;
imperial_title_prince_female_arpitan                        ;Princess;Principessa;;;;
imperial_county_of_arpitan                                  ;County of;Contea di;;;;
imperial_duchy_of_arpitan                                   ;Duchy of;Ducato di;;;;
imperial_kingdom_of_arpitan                                 ;Kingdom of;Regno di;;;;
imperial_baron_langobardisch                                ;Baron   ;Barone;;;;
imperial_baron_female_langobardisch                         ;Baroness;Baronessa;;;;
imperial_baron_title_ruler_consort_langobardisch            ;Baron   ;Barone;;;;
imperial_baron_title_ruler_consort_female_langobardisch     ;Baroness;Baronessa;;;;
imperial_count_langobardisch                                ;Count   ;Conte;;;;
imperial_count_female_langobardisch                         ;Countess;Contessa;;;;
imperial_count_title_ruler_consort_langobardisch            ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_langobardisch     ;Countess;Contessa;;;;
imperial_duke_langobardisch                                 ;Duke    ;Duca;;;;
imperial_duke_female_langobardisch                          ;Duchess ;Duchessa;;;;
imperial_duke_title_ruler_consort_langobardisch             ;Duke    ;Duca;;;;
imperial_duke_title_ruler_consort_female_langobardisch      ;Duchess ;Duchessa;;;;
imperial_king_langobardisch                                 ;King    ;Re;;;;
imperial_king_female_langobardisch                          ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_langobardisch             ;King    ;Re;;;;
imperial_king_title_ruler_consort_female_langobardisch      ;Queen   ;Regina;;;;
imperial_emperor_langobardisch                              ;Emperor ;Imperatore;;;;
imperial_emperor_female_langobardisch                       ;Empress ;Imperatrice;;;;
imperial_emperor_title_ruler_consort_female_langobardisch   ;Empress ;Imperatrice;;;;
imperial_title_prince_langobardisch                         ;Prince  ;Principe;;;;
imperial_title_prince_female_langobardisch                  ;Princess;Principessa;;;;
imperial_county_of_langobardisch                            ;County of;Contea di;;;;
imperial_duchy_of_langobardisch                             ;Duchy of;Ducato di;;;;
imperial_kingdom_of_langobardisch                           ;Kingdom of;Regno di;;;;
imperial_baron_andalusian_arabic                            ;        ;Wâli;;;;
imperial_barony_of_andalusian_arabic                        ;        ;Wilayah of;;;;
imperial_count_andalusian_arabic                            ;        ;Sheikh;;;;
imperial_county_of_andalusian_arabic                        ;        ;Sheikhdom of;;;;
imperial_count_female_andalusian_arabic                     ;        ;Shaykhah;;;;
imperial_duke_andalusian_arabic                             ;        ;Emir;;;;
imperial_duke_female_andalusian_arabic                      ;        ;Emira;;;;
imperial_duchy_of_andalusian_arabic                         ;        ;Emirate of;;;;
imperial_king_andalusian_arabic                             ;        ;Malik;;;;
imperial_king_female_andalusian_arabic                      ;Malikah ;Malika;;;;
imperial_kingdom_of_andalusian_arabic                       ;        ;Malikate of;;;;
imperial_emperor_andalusian_arabic                          ;Caliph  ;Calif;;;;
imperial_duchy_andalusian_arabic                            ;Emirate ;Emirato;;;;
imperial_kingdom_andalusian_arabic                          ;Sultanate;Sultanato;;;;
imperial_empire_andalusian_arabic                           ;Caliphate;Califato;;;;
imperial_county_andalusian_arabic                           ;        ;Wilayah;;;;
imperial_baron_georgian                                     ;        ;Tsikhistavi;;;;
imperial_count_georgian                                     ;Count   ;Aznauri;;;;
imperial_duke_georgian                                      ;Duke    ;Eristavi;;;;
imperial_king_georgian                                      ;King    ;Mepe-Mepeta;;;;
imperial_king_female_georgian                               ;Queen   ;Mepe;;;;
imperial_king_title_ruler_consort_georgian                  ;King    ;Dedopali;;;;
imperial_baron_armenian                                     ;        ;Azat;;;;
imperial_count_armenian                                     ;Nakharar;Naxarar;;;;
imperial_duke_armenian                                      ;Prince  ;Ishkhan;;;;
imperial_king_armenian                                      ;King    ;Tagawor;;;;
imperial_emperor_armenian                                   ;Emperor ;Kaysur;;;;
imperial_emperor_female_armenian                            ;Empress ;Kaysrouhi;;;;
imperial_baron_norsegaelic                                  ;Lord    ;Morair;;;;
imperial_baron_female_norsegaelic                           ;Lady    ;Bana-Mhorair;;;;
imperial_baron_title_ruler_consort_norsegaelic              ;Lord    ;Morair;;;;
imperial_baron_title_ruler_consort_female_norsegaelic       ;Lady    ;Bana-Mhorair;;;;
imperial_count_norsegaelic                                  ;Earl    ;Iarla;;;;
imperial_count_female_norsegaelic                           ;Lady    ;Baintighearna;;;;
imperial_count_title_ruler_consort_norsegaelic              ;Earl    ;Iarla;;;;
imperial_count_title_ruler_consort_female_norsegaelic       ;Lady    ;Baintighearna;;;;
imperial_duke_norsegaelic                                   ;Lord    ;Rìgh;;;;
imperial_duke_female_norsegaelic                            ;Queen   ;Banrìgh;;;;
imperial_duke_title_ruler_consort_norsegaelic               ;Lord    ;Rìgh;;;;
imperial_duke_title_ruler_consort_female_norsegaelic        ;Queen   ;Banrìgh;;;;
imperial_king_norsegaelic                                   ;Lord    ;Rìgh;;;;
imperial_king_female_norsegaelic                            ;Queen   ;Banrìgh;;;;
imperial_king_title_ruler_consort_norsegaelic               ;Lord    ;Rìgh;;;;
imperial_king_title_ruler_consort_female_norsegaelic        ;Queen   ;Banrìgh;;;;
imperial_emperor_norsegaelic                                ;High King;Ard Rìgh;;;;
imperial_emperor_female_norsegaelic                         ;High Queen;Ard Banrìgh;;;;
imperial_emperor_title_ruler_consort_female_norsegaelic     ;High King;Ard Rìgh;;;;
imperial_title_prince_norsegaelic                           ;        ;Flaith;;;;
imperial_title_prince_female_norsegaelic                    ;        ;Banfhlaith;;;;
imperial_barony_of_norsegaelic                              ;Lordship of;Moraireachd of;;;;
imperial_county_of_norsegaelic                              ;Earldom of;Iarlachd of;;;;
imperial_duchy_of_norsegaelic                               ;Kingdom of;Rìochd of;;;;
imperial_kingdom_of_norsegaelic                             ;Kingdom of;Rìochd of;;;;
imperial_empire_of_norsegaelic                              ;High Kingdom of;Ard Rìochd of;;;;
imperial_baron_roman                                        ;Baron   ;Baro;;;;
imperial_baron_female_roman                                 ;Baroness;Baronissa;;;;
imperial_baron_title_ruler_consort_roman                    ;Baron   ;Baro;;;;
imperial_baron_title_ruler_consort_female_roman             ;Baroness;Baronissa;;;;
imperial_count_roman                                        ;Count   ;Comes;;;;
imperial_count_female_roman                                 ;Countess;Comitissa;;;;
imperial_count_title_ruler_consort_roman                    ;Count   ;Comes;;;;
imperial_count_title_ruler_consort_female_roman             ;Countess;Comitissa;;;;
imperial_duke_roman                                         ;Duke    ;Dux;;;;
imperial_duke_female_roman                                  ;Duchess ;Ducissa;;;;
imperial_duke_title_ruler_consort_roman                     ;Duke    ;Dux;;;;
imperial_duke_title_ruler_consort_female_roman              ;Duchess ;Ducissa;;;;
imperial_king_roman                                         ;King    ;Rex;;;;
imperial_king_female_roman                                  ;Queen   ;Regina;;;;
imperial_king_title_ruler_consort_roman                     ;King    ;Rex;;;;
imperial_king_title_ruler_consort_female_roman              ;Queen   ;Regina;;;;
imperial_emperor_roman                                      ;Emperor ;Imperator;;;;
imperial_emperor_female_roman                               ;Empress ;Imperatrix;;;;
imperial_emperor_title_ruler_consort_roman                  ;Emperor ;Imperator;;;;
imperial_emperor_title_ruler_consort_female_roman           ;Empress ;Imperatrix;;;;
imperial_title_prince_roman                                 ;Prince  ;Princeps;;;;
imperial_title_prince_female_roman                          ;Princess;Principissa;;;;
imperial_barony_of_roman                                    ;Barony of;Baroniam of;;;;
imperial_county_of_roman                                    ;County of;Comitatu of;;;;
imperial_duchy_of_roman                                     ;Duchy of;Ducatus of;;;;
imperial_kingdom_of_roman                                   ;Kingdom of;Regnum of;;;;
imperial_empire_of_roman                                    ;Empire of;Imperium of;;;;
imperial_title_prince_catalan                               ;Infante ;Infant;;;;
imperial_title_prince_female_catalan                        ;        ;Infanta;;;;
imperial_count_catalan                                      ;Count   ;Comte;;;;
imperial_duke_catalan                                       ;Duke    ;Duc;;;;
imperial_king_catalan                                       ;King    ;Rei;;;;
imperial_emperor_catalan                                    ;Emperor ;Emperador;;;;
imperial_baron_catalan                                      ;Viscount;Vescomte;;;;
imperial_baron_female_catalan                               ;Viscountess;Vescomtessa;;;;
imperial_baron_title_ruler_consort_catalan                  ;Viscount;Vescomte;;;;
imperial_baron_title_ruler_consort_female_catalan           ;Viscountess;Vescomtessa;;;;
imperial_barony_of_catalan                                  ;Viscounty of;Vescomtat de;;;;
imperial_count_female_catalan                               ;Countess;Comtessa;;;;
imperial_count_title_ruler_consort_catalan                  ;Count   ;Comte;;;;
imperial_count_title_ruler_consort_female_catalan           ;Countess;Comtessa;;;;
imperial_duke_female_catalan                                ;Duchess ;Duquessa;;;;
imperial_duke_title_ruler_consort_catalan                   ;Duke    ;Duc;;;;
imperial_duke_title_ruler_consort_female_catalan            ;Duchess ;Duquessa;;;;
imperial_king_female_catalan                                ;Queen   ;Reina;;;;
imperial_king_title_ruler_consort_catalan                   ;King    ;Rei;;;;
imperial_king_title_ruler_consort_female_catalan            ;Queen   ;Reina;;;;
imperial_emperor_female_catalan                             ;Empress ;Emperadriu;;;;
imperial_emperor_title_ruler_consort_female_catalan         ;Empress ;Emperadriu;;;;
imperial_county_of_catalan                                  ;County of;Comtat de;;;;
imperial_duchy_of_catalan                                   ;Duchy of;Ducat de;;;;
imperial_kingdom_of_catalan                                 ;Kingdom of;Reialme de;;;;
imperial_empire_of_catalan                                  ;Empire of;Imperi de;;;;
imperial_barony_catalan                                     ;Viscounty;Vescomtat;;;;
imperial_county_catalan                                     ;County  ;Comtat;;;;
imperial_duchy_catalan                                      ;Duchy   ;Ducat;;;;
imperial_kingdom_catalan                                    ;Kingdom ;Reialme;;;;
imperial_empire_catalan                                     ;Empire  ;Imperi;;;;
imperial_baron_castillan                                    ;        ;Don;;;;
imperial_baron_female_castillan                             ;        ;Doña;;;;
imperial_baron_title_ruler_consort_castillan                ;        ;Don;;;;
imperial_baron_title_ruler_consort_female_castillan         ;        ;Doña;;;;
imperial_count_castillan                                    ;Count   ;Conde;;;;
imperial_count_female_castillan                             ;Countess;Condesa;;;;
imperial_count_title_ruler_consort_castillan                ;Count   ;Conde;;;;
imperial_count_title_ruler_consort_female_castillan         ;Countess;Condesa;;;;
imperial_duke_castillan                                     ;Duke    ;Duque;;;;
imperial_duke_female_castillan                              ;Duchess ;Duquesa;;;;
imperial_duke_title_ruler_consort_castillan                 ;Duke    ;Duque;;;;
imperial_duke_title_ruler_consort_female_castillan          ;Duchess ;Duquesa;;;;
imperial_king_castillan                                     ;King    ;Rey;;;;
imperial_king_female_castillan                              ;Queen   ;Reina;;;;
imperial_king_title_ruler_consort_castillan                 ;King    ;Rey;;;;
imperial_king_title_ruler_consort_female_castillan          ;Queen   ;Reina;;;;
imperial_emperor_castillan                                  ;Emperor ;Emperador;;;;
imperial_emperor_female_castillan                           ;Empress ;Emperatriz;;;;
imperial_emperor_title_ruler_consort_female_castillan       ;Empress ;Emperatriz;;;;
imperial_title_prince_castillan                             ;        ;Infante;;;;
imperial_title_prince_female_castillan                      ;        ;Infanta;;;;
imperial_barony_of_castillan                                ;Lordship of;Señorío de;;;;
imperial_county_of_castillan                                ;County of;Condado de;;;;
imperial_duchy_of_castillan                                 ;Duchy of;Ducado de;;;;
imperial_kingdom_of_castillan                               ;Kingdom of;Reino de;;;;
imperial_empire_of_castillan                                ;Empire of;Imperio de;;;;
imperial_barony_castillan                                   ;Lordship;Señorío;;;;
imperial_county_castillan                                   ;County  ;Condado;;;;
imperial_duchy_castillan                                    ;Duchy   ;Ducado;;;;
imperial_kingdom_castillan                                  ;Kingdom ;Reino;;;;
imperial_empire_castillan                                   ;Empire  ;Imperio;;;;
imperial_baron_basque                                       ;Lord    ;Jauna;;;;
imperial_baron_female_basque                                ;Lady    ;Andre;;;;
imperial_baron_title_ruler_consort_basque                   ;Lord    ;Jauna;;;;
imperial_baron_title_ruler_consort_female_basque            ;Lady    ;Andre;;;;
imperial_count_basque                                       ;Count   ;Konde;;;;
imperial_count_female_basque                                ;Countess;Kondesa;;;;
imperial_count_title_ruler_consort_basque                   ;Count   ;Konde;;;;
imperial_count_title_ruler_consort_female_basque            ;Countess;Kondesa;;;;
imperial_duke_basque                                        ;        ;Duke;;;;
imperial_duke_female_basque                                 ;Duchess ;Dukesa;;;;
imperial_duke_title_ruler_consort_basque                    ;        ;Duke;;;;
imperial_duke_title_ruler_consort_female_basque             ;Duchess ;Dukesa;;;;
imperial_king_basque                                        ;King    ;Errege;;;;
imperial_king_female_basque                                 ;Queen   ;Erregina;;;;
imperial_king_title_ruler_consort_basque                    ;King    ;Errege;;;;
imperial_king_title_ruler_consort_female_basque             ;Queen   ;Erregina;;;;
imperial_emperor_basque                                     ;Emperor ;Enperador;;;;
imperial_emperor_female_basque                              ;Empress ;Enperatriz;;;;
imperial_emperor_title_ruler_consort_female_basque          ;Empress ;Enperatriz;;;;
imperial_title_prince_basque                                ;        ;Infante;;;;
imperial_title_prince_female_basque                         ;        ;Infanta;;;;
imperial_county_of_basque                                   ;County of;Konderria;;;;
imperial_barony_of_basque                                   ;Lordship of;Jaurreria;;;;
imperial_duchy_of_basque                                    ;Duchy of;Dukerria;;;;
imperial_kingdom_of_basque                                  ;Kingdom of;Erresuma;;;;
imperial_empire_of_basque                                   ;Empire of;Inperio;;;;
imperial_county_basque                                      ;County  ;Konderria;;;;
imperial_barony_basque                                      ;Lordship;Jaurreria;;;;
imperial_duchy_basque                                       ;Duchy   ;Dukerria;;;;
imperial_kingdom_basque                                     ;Kingdom ;Erresuma;;;;
imperial_empire_basque                                      ;Empire  ;Inperio;;;;
imperial_baron_aragonese                                    ;Lord    ;Sinyor;;;;
imperial_baron_female_aragonese                             ;Lady    ;Sinyora;;;;
imperial_baron_title_ruler_consort_aragonese                ;Lord    ;Sinyor;;;;
imperial_baron_title_ruler_consort_female_aragonese         ;Lady    ;Sinyora;;;;
imperial_count_aragonese                                    ;Count   ;Conte;;;;
imperial_count_female_aragonese                             ;Countess;Contesa;;;;
imperial_count_title_ruler_consort_aragonese                ;Count   ;Conte;;;;
imperial_count_title_ruler_consort_female_aragonese         ;Countess;Contesa;;;;
imperial_duke_aragonese                                     ;Duke    ;Duque;;;;
imperial_duke_female_aragonese                              ;Duchess ;Duquesa;;;;
imperial_duke_title_ruler_consort_aragonese                 ;Duke    ;Duque;;;;
imperial_duke_title_ruler_consort_female_aragonese          ;Duchess ;Duquesa;;;;
imperial_king_aragonese                                     ;King    ;Rei;;;;
imperial_king_female_aragonese                              ;Queen   ;Reina;;;;
