#TITLE                          ;KEY                ;SED2    ;SWMH
d_knights_templar               ;title              ;GRANDMASTER;GRANDMASTER
c_limisol                       ;langobardisch      ;        ;Limisso
c_limisol                       ;italian            ;        ;Limisso
c_limisol                       ;venetian           ;        ;Limisso
c_limisol                       ;dalmatian          ;        ;Limisso
c_nicosia                       ;frankish           ;        ;Nicosie
c_nicosia                       ;norman             ;        ;Nicosie
c_nicosia                       ;armenian           ;        ;Nigosia
c_nicosia                       ;turkish            ;        ;Lefkosa
c_nicosia                       ;turkmen            ;        ;Lefkosa
c_nicosia                       ;oghuz              ;        ;Lefkosa
c_nicosia                       ;sardinian          ;        ;Nicosia
c_nicosia                       ;sicilian           ;        ;Nicosia
c_nicosia                       ;umbrian            ;        ;Nicosia
c_nicosia                       ;laziale            ;        ;Nicosia
c_nicosia                       ;neapolitan         ;        ;Nicosia
c_nicosia                       ;tuscan             ;        ;Nicosia
c_nicosia                       ;ligurian           ;        ;Nicosia
c_nicosia                       ;langobardisch      ;        ;Nicosia
c_nicosia                       ;italian            ;        ;Nicosia
c_nicosia                       ;venetian           ;        ;Nicosia
c_nicosia                       ;dalmatian          ;        ;Nicosia
c_famagusta                     ;frankish           ;        ;Famagouste
c_famagusta                     ;norman             ;        ;Famagouste
c_famagusta                     ;turkish            ;        ;Magusa
c_famagusta                     ;turkmen            ;        ;Magusa
c_famagusta                     ;oghuz              ;        ;Magusa
c_famagusta                     ;sardinian          ;        ;Famagosta
c_famagusta                     ;sicilian           ;        ;Famagosta
c_famagusta                     ;umbrian            ;        ;Famagosta
c_famagusta                     ;laziale            ;        ;Famagosta
c_famagusta                     ;neapolitan         ;        ;Famagosta
c_famagusta                     ;tuscan             ;        ;Famagosta
c_famagusta                     ;ligurian           ;        ;Famagosta
c_famagusta                     ;langobardisch      ;        ;Famagosta
c_famagusta                     ;italian            ;        ;Famagosta
c_famagusta                     ;venetian           ;        ;Famagosta
c_famagusta                     ;dalmatian          ;        ;Famagosta
k_trebizond                     ;name_tier          ;emperor ;emperor
d_trebizond                     ;frankish           ;        ;Chaldée
d_trebizond                     ;norman             ;        ;Chaldée
d_trebizond                     ;armenian           ;Trabzon ;Trapizon
d_trebizond                     ;georgian           ;Trabzon ;T'rap'izoni
d_trebizond                     ;turkish            ;Trabzon ;Trabzun
d_trebizond                     ;turkmen            ;Trabzon ;Trabzun
d_trebizond                     ;oghuz              ;Trabzon ;Trabzun
d_trebizond                     ;sardinian          ;        ;Chaldia
d_trebizond                     ;sicilian           ;        ;Chaldia
d_trebizond                     ;umbrian            ;        ;Chaldia
d_trebizond                     ;laziale            ;        ;Chaldia
d_trebizond                     ;neapolitan         ;        ;Chaldia
d_trebizond                     ;tuscan             ;        ;Chaldia
d_trebizond                     ;ligurian           ;        ;Chaldia
d_trebizond                     ;langobardisch      ;        ;Chaldia
d_trebizond                     ;italian            ;        ;Chaldia
d_trebizond                     ;venetian           ;        ;Chaldia
d_trebizond                     ;dalmatian          ;        ;Chaldia
c_rizaion                       ;georgian           ;        ;Rizini
c_rizaion                       ;turkish            ;        ;Rize
c_rizaion                       ;turkmen            ;        ;Rize
c_rizaion                       ;oghuz              ;        ;Rize
c_trapezous                     ;frankish           ;        ;Trébizonde
c_trapezous                     ;norman             ;        ;Trébizonde
c_trapezous                     ;armenian           ;        ;Trapizon
c_trapezous                     ;georgian           ;        ;Trapizoni
c_trapezous                     ;turkish            ;        ;Trabzun
c_trapezous                     ;turkmen            ;        ;Trabzun
c_trapezous                     ;oghuz              ;        ;Trabzun
c_trapezous                     ;sardinian          ;        ;Trebisonda
c_trapezous                     ;sicilian           ;        ;Trebisonda
c_trapezous                     ;umbrian            ;        ;Trebisonda
c_trapezous                     ;laziale            ;        ;Trebisonda
c_trapezous                     ;neapolitan         ;        ;Trebisonda
c_trapezous                     ;tuscan             ;        ;Trebisonda
c_trapezous                     ;ligurian           ;        ;Trebisonda
c_trapezous                     ;langobardisch      ;        ;Trebisonda
c_trapezous                     ;italian            ;        ;Trebisonda
c_trapezous                     ;venetian           ;        ;Trebisonda
c_trapezous                     ;dalmatian          ;        ;Trebisonda
c_chaldea                       ;turkish            ;Giresun ;Giresun
c_chaldea                       ;turkmen            ;Giresun ;Giresun
c_chaldea                       ;oghuz              ;Giresun ;Giresun
d_cherson                       ;east_gothic        ;Theodoro;Theodoro
d_cherson                       ;turkish            ;Feodosia;Kefe
d_cherson                       ;turkmen            ;Sudak   ;Sudaq
d_cherson                       ;oghuz              ;Sudak   ;Sudaq
d_cherson                       ;mongol             ;Feodosia;Kefe
d_cherson                       ;cuman              ;Feodosia;Kefe
d_cherson                       ;pecheneg           ;Sudak   ;Sudaq
d_cherson                       ;khazar             ;Sudak   ;Sudaq
d_cherson                       ;bolghar            ;Sudak   ;Sudaq
d_cherson                       ;avar               ;Sudak   ;Sudaq
d_cherson                       ;karluk             ;Sudak   ;Sudaq
d_cherson                       ;kasogi             ;Sudak   ;Sudaq
d_cherson                       ;kirghiz            ;Feodosia;Kefe
d_cherson                       ;uyghur             ;Feodosia;Kefe
d_cherson                       ;bashkir            ;Sudak   ;Sudaq
d_cherson                       ;russian            ;Chersonesus;Korsun
d_cherson                       ;pommeranian        ;Chersonesus;Korsun
d_cherson                       ;polish             ;Chersonesus;Korsun
d_cherson                       ;bohemian           ;Chersonesus;Cherson
d_cherson                       ;moravian           ;Chersonesus;Cherson
d_cherson                       ;karantanci         ;Chersonesus;Korsun
d_cherson                       ;croatian           ;Chersonesus;Korsun
d_cherson                       ;serbian            ;Chersonesus;Korsun
d_cherson                       ;bosnian            ;Chersonesus;Korsun
d_cherson                       ;bulgarian          ;Chersonesus;Korsun
d_cherson                       ;sardinian          ;Theodoro;Gothia
d_cherson                       ;sicilian           ;Theodoro;Gothia
d_cherson                       ;umbrian            ;Theodoro;Gothia
d_cherson                       ;laziale            ;Theodoro;Gothia
d_cherson                       ;neapolitan         ;Theodoro;Gothia
d_cherson                       ;tuscan             ;Theodoro;Gothia
d_cherson                       ;ligurian           ;Theodoro;Gothia
d_cherson                       ;langobardisch      ;Theodoro;Gothia
d_cherson                       ;italian            ;Theodoro;Gothia
d_cherson                       ;venetian           ;Theodoro;Gothia
d_cherson                       ;dalmatian          ;Theodoro;Gothia
c_theodosia                     ;turkish            ;        ;Kefe
c_theodosia                     ;turkmen            ;Sudak   ;Sudaq
c_theodosia                     ;oghuz              ;Sudak   ;Sudaq
c_theodosia                     ;mongol             ;        ;Kefe
c_theodosia                     ;cuman              ;        ;Kefe
c_theodosia                     ;pecheneg           ;Sudak   ;Sudaq
c_theodosia                     ;khazar             ;Sudak   ;Sudaq
c_theodosia                     ;bolghar            ;Sudak   ;Sudaq
c_theodosia                     ;avar               ;Sudak   ;Sudaq
c_theodosia                     ;karluk             ;Sudak   ;Sudaq
c_theodosia                     ;kasogi             ;Sudak   ;Sudaq
c_theodosia                     ;kirghiz            ;        ;Kefe
c_theodosia                     ;uyghur             ;        ;Kefe
c_theodosia                     ;bashkir            ;Sudak   ;Sudaq
c_theodosia                     ;russian            ;        ;Kaffa
c_theodosia                     ;pommeranian        ;        ;Kaffa
c_theodosia                     ;polish             ;        ;Kaffa
c_theodosia                     ;bohemian           ;        ;Kaffa
c_theodosia                     ;moravian           ;        ;Kaffa
c_theodosia                     ;karantanci         ;        ;Kaffa
c_theodosia                     ;croatian           ;        ;Kaffa
c_theodosia                     ;serbian            ;        ;Kaffa
c_theodosia                     ;bosnian            ;        ;Kaffa
c_theodosia                     ;bulgarian          ;        ;Kaffa
c_theodosia                     ;sardinian          ;        ;Caffa
c_theodosia                     ;sicilian           ;        ;Caffa
c_theodosia                     ;umbrian            ;        ;Caffa
c_theodosia                     ;laziale            ;        ;Caffa
c_theodosia                     ;neapolitan         ;        ;Caffa
c_theodosia                     ;tuscan             ;        ;Caffa
c_theodosia                     ;ligurian           ;        ;Cafà
c_theodosia                     ;langobardisch      ;        ;Caffa
c_theodosia                     ;italian            ;        ;Caffa
c_theodosia                     ;venetian           ;        ;Caffa
c_theodosia                     ;dalmatian          ;        ;Caffa
c_cherson                       ;russian            ;        ;Korsun
c_cherson                       ;pommeranian        ;        ;Korsun
c_cherson                       ;polish             ;        ;Korsun
c_cherson                       ;bohemian           ;        ;Cherson
c_cherson                       ;moravian           ;        ;Cherson
c_cherson                       ;karantanci         ;        ;Korsun
c_cherson                       ;croatian           ;        ;Korsun
c_cherson                       ;serbian            ;        ;Korsun
c_cherson                       ;bosnian            ;        ;Korsun
c_cherson                       ;bulgarian          ;        ;Korsun
c_cherson                       ;sardinian          ;Gothia Maritima;Gothia Maritima
c_cherson                       ;sicilian           ;Gothia Maritima;Gothia Maritima
c_cherson                       ;umbrian            ;Gothia Maritima;Gothia Maritima
c_cherson                       ;laziale            ;Gothia Maritima;Gothia Maritima
c_cherson                       ;neapolitan         ;Gothia Maritima;Gothia Maritima
c_cherson                       ;tuscan             ;Gothia Maritima;Gothia Maritima
c_cherson                       ;ligurian           ;Gothia Maritima;Gothia Maritima
c_cherson                       ;langobardisch      ;Gothia Maritima;Gothia Maritima
c_cherson                       ;italian            ;Gothia Maritima;Gothia Maritima
c_cherson                       ;venetian           ;Gothia Maritima;Gothia Maritima
c_cherson                       ;dalmatian          ;Gothia Maritima;Gothia Maritima
d_armeniacon                    ;frankish           ;Amasya  ;Amasée
d_armeniacon                    ;norman             ;Amasya  ;Amasée
d_armeniacon                    ;turkish            ;Amasya  ;Amasiyya
d_armeniacon                    ;turkmen            ;Amasya  ;Amasiyya
d_armeniacon                    ;oghuz              ;Amasya  ;Amasiyya
c_amasia                        ;frankish           ;        ;Amasée
c_amasia                        ;norman             ;        ;Amasée
c_amasia                        ;turkish            ;        ;Amâsiyya
c_amasia                        ;turkmen            ;        ;Amâsiyya
c_amasia                        ;oghuz              ;        ;Amâsiyya
c_amisos                        ;turkish            ;Canik   ;Canik
c_amisos                        ;turkmen            ;Canik   ;Canik
c_amisos                        ;oghuz              ;Canik   ;Canik
c_sinope                        ;turkish            ;        ;Sinob
c_sinope                        ;turkmen            ;        ;Sinob
c_sinope                        ;oghuz              ;        ;Sinob
c_eukhaita                      ;turkish            ;Çorum   ;Çorum
c_eukhaita                      ;turkmen            ;Çorum   ;Çorum
c_eukhaita                      ;oghuz              ;Çorum   ;Çorum
k_cilician                      ;frankish           ;        ;Cilicie
k_cilician                      ;norman             ;        ;Cilicie
d_armenia_minor                 ;frankish           ;        ;Cilicie
d_armenia_minor                 ;norman             ;        ;Cilicie
d_armenia_minor                 ;armenian           ;        ;Kilikia
d_armenia_minor                 ;turkish            ;Adana   ;Atanâ
d_armenia_minor                 ;turkmen            ;Adana   ;Atanâ
d_armenia_minor                 ;oghuz              ;Adana   ;Atanâ
c_tarsos                        ;frankish           ;        ;Tarse
c_tarsos                        ;norman             ;        ;Tarse
c_tarsos                        ;armenian           ;        ;Darson
c_tarsos                        ;turkish            ;        ;Tarsus
c_tarsos                        ;turkmen            ;        ;Tarsus
c_tarsos                        ;oghuz              ;        ;Tarsus
c_adana                         ;turkish            ;        ;Atanâ
c_adana                         ;turkmen            ;        ;Atanâ
c_adana                         ;oghuz              ;        ;Atanâ
c_sis                           ;frankish           ;        ;Sisa
c_sis                           ;norman             ;        ;Sisa
c_sis                           ;andalusian_arabic  ;        ;Sisiya
c_sis                           ;armenian           ;        ;Sis
c_sis                           ;turkish            ;        ;Kozan
c_sis                           ;turkmen            ;        ;Kozan
c_sis                           ;oghuz              ;        ;Kozan
c_sis                           ;bedouin_arabic     ;        ;Sisiya
c_sis                           ;maghreb_arabic     ;        ;Sisiya
c_sis                           ;levantine_arabic   ;        ;Sisiya
c_sis                           ;egyptian_arabic    ;        ;Sisiya
c_teluch                        ;frankish           ;        ;Mariscum
c_teluch                        ;norman             ;        ;Mariscum
c_teluch                        ;andalusian_arabic  ;        ;Mar'ash
c_teluch                        ;armenian           ;        ;Maraš
c_teluch                        ;greek              ;        ;Germanikeia
c_teluch                        ;turkish            ;        ;Maras
c_teluch                        ;turkmen            ;        ;Maras
c_teluch                        ;oghuz              ;        ;Maras
c_teluch                        ;bedouin_arabic     ;        ;Mar'ash
c_teluch                        ;maghreb_arabic     ;        ;Mar'ash
c_teluch                        ;levantine_arabic   ;        ;Mar'ash
c_teluch                        ;egyptian_arabic    ;        ;Mar'ash
c_alexandretta                  ;frankish           ;        ;Alexandrette
c_alexandretta                  ;norman             ;        ;Alexandrette
c_alexandretta                  ;andalusian_arabic  ;        ;Al-Iskandarun
c_alexandretta                  ;armenian           ;        ;Aleksandret
c_alexandretta                  ;turkish            ;        ;Iskenderun
c_alexandretta                  ;turkmen            ;        ;Iskenderun
c_alexandretta                  ;oghuz              ;        ;Iskenderun
c_alexandretta                  ;bedouin_arabic     ;        ;Al-Iskandarun
c_alexandretta                  ;maghreb_arabic     ;        ;Al-Iskandarun
c_alexandretta                  ;levantine_arabic   ;        ;Al-Iskandarun
c_alexandretta                  ;egyptian_arabic    ;        ;Al-Iskandarun
c_alexandretta                  ;sicilian_arabic    ;        ;Al-Iskandarun
c_alexandretta                  ;sanhaja            ;        ;Al-Iskandarun
c_alexandretta                  ;tagelmust          ;        ;Al-Iskandarun
c_alexandretta                  ;masmuda            ;        ;Al-Iskandarun
c_alexandretta                  ;zanata             ;        ;Al-Iskandarun
c_alexandretta                  ;tuareg             ;        ;Al-Iskandarun
d_seleukeia                     ;frankish           ;Cilicia Trachea;Cilicie Trachée
d_seleukeia                     ;norman             ;Cilicia Trachea;Cilicie Trachée
d_seleukeia                     ;armenian           ;Silifke ;Selewkia
d_seleukeia                     ;turkish            ;Karaman ;Qarâman
d_seleukeia                     ;turkmen            ;Silifke ;Silifke
d_seleukeia                     ;oghuz              ;Silifke ;Silifke
c_seleukeia                     ;frankish           ;        ;Séleph
c_seleukeia                     ;norman             ;        ;Séleph
c_seleukeia                     ;armenian           ;        ;Selewkia
c_seleukeia                     ;turkish            ;        ;Silifke
c_seleukeia                     ;turkmen            ;        ;Silifke
c_seleukeia                     ;oghuz              ;        ;Silifke
c_anamur                        ;frankish           ;        ;Stallimuri
c_anamur                        ;norman             ;        ;Stallimuri
c_anamur                        ;andalusian_arabic  ;Mamure  ;Ma'muriya
c_anamur                        ;armenian           ;        ;Stalemura
c_anamur                        ;turkish            ;Anamur  ;Anamur
c_anamur                        ;turkmen            ;Anamur  ;Anamur
c_anamur                        ;oghuz              ;Anamur  ;Anamur
c_anamur                        ;bedouin_arabic     ;Mamure  ;Ma'muriya
c_anamur                        ;maghreb_arabic     ;Mamure  ;Ma'muriya
c_anamur                        ;levantine_arabic   ;Mamure  ;Ma'muriya
c_anamur                        ;egyptian_arabic    ;Mamure  ;Ma'muriya
c_anamur                        ;sicilian_arabic    ;Mamure  ;Ma'muriya
d_turnovo                       ;greek              ;Paristrion;Paristrion
d_turnovo                       ;east_gothic        ;Paristrion;Paristrion
d_turnovo                       ;turkish            ;Nikopol ;Nigbolu
d_turnovo                       ;turkmen            ;Nikopol ;Nigbolu
d_turnovo                       ;oghuz              ;Nikopol ;Nigbolu
d_turnovo                       ;pecheneg           ;Nikopol ;Nigbolu
d_turnovo                       ;roman              ;Paristrion;Paristrion
c_tyrnovo                       ;greek              ;Moesia  ;Moisía
c_tyrnovo                       ;east_gothic        ;Moesia Secunda;Moesia Secunda
c_tyrnovo                       ;turkish            ;        ;Tirnova
c_tyrnovo                       ;turkmen            ;        ;Tirnova
c_tyrnovo                       ;oghuz              ;        ;Tirnova
c_tyrnovo                       ;pecheneg           ;        ;Tirnova
c_tyrnovo                       ;roman              ;Moesia Secunda;Moesia Secunda
c_serdica                       ;greek              ;Triaditsa;Triaditsa
c_serdica                       ;east_gothic        ;Triaditsa;Triaditsa
c_serdica                       ;turkish            ;Sofia   ;Sofya
c_serdica                       ;turkmen            ;Sofia   ;Sofya
c_serdica                       ;oghuz              ;Sofia   ;Sofya
c_serdica                       ;pecheneg           ;Sofia   ;Sofya
c_serdica                       ;roman              ;Sofia   ;Serdica
c_dorostotum                    ;greek              ;Silistra;Durostoulon
c_dorostotum                    ;east_gothic        ;Silistra;Durostoulon
c_dorostotum                    ;turkish            ;        ;Stamboluk
c_dorostotum                    ;turkmen            ;        ;Stamboluk
c_dorostotum                    ;oghuz              ;        ;Stamboluk
c_dorostotum                    ;pecheneg           ;        ;Stamboluk
c_dorostotum                    ;roman              ;Silistra;Dorostorum
c_nikopolis                     ;greek              ;Seuthopolis;Seuthoupolis
c_nikopolis                     ;east_gothic        ;Seuthopolis;Seuthoupolis
c_nikopolis                     ;turkish            ;        ;Hasat
c_nikopolis                     ;turkmen            ;        ;Hasat
c_nikopolis                     ;oghuz              ;        ;Hasat
c_nikopolis                     ;pecheneg           ;        ;Hasat
c_nikopolis                     ;roman              ;Seuthopolis;Seuthopolis
d_karvuna                       ;greek              ;Scythia Minor;Mikrá Skythia
d_karvuna                       ;east_gothic        ;Scythia Minor;Mikrá Skythia
d_karvuna                       ;turkish            ;        ;Dobruja
d_karvuna                       ;turkmen            ;        ;Dobruja
d_karvuna                       ;oghuz              ;        ;Dobruja
d_karvuna                       ;pecheneg           ;        ;Dobruja
c_karvuna                       ;greek              ;        ;Krounoi
c_karvuna                       ;east_gothic        ;        ;Krounoi
c_karvuna                       ;turkish            ;        ;Balçik
c_karvuna                       ;turkmen            ;        ;Balçik
c_karvuna                       ;oghuz              ;        ;Balçik
c_karvuna                       ;pecheneg           ;        ;Balçik
c_karvuna                       ;roman              ;        ;Krounoi
c_constantia                    ;greek              ;        ;Konstantia
c_constantia                    ;east_gothic        ;        ;Konstantia
c_constantia                    ;romanian           ;        ;Constanta
c_constantia                    ;turkish            ;        ;Köstence
c_constantia                    ;turkmen            ;        ;Köstence
c_constantia                    ;oghuz              ;        ;Köstence
c_constantia                    ;pecheneg           ;        ;Köstence
c_constantia                    ;roman              ;        ;Constantia
d_adrianopolis                  ;swedish            ;        ;Philippopolis
d_adrianopolis                  ;norwegian          ;        ;Philippopolis
d_adrianopolis                  ;danish             ;        ;Philippopolis
d_adrianopolis                  ;gothic             ;        ;Philippopolis
d_adrianopolis                  ;german             ;        ;Philippopolis
d_adrianopolis                  ;low_german         ;        ;Philippopolis
d_adrianopolis                  ;dutch              ;        ;Philippopolis
d_adrianopolis                  ;low_saxon          ;        ;Philippopolis
d_adrianopolis                  ;thuringian         ;        ;Philippopolis
d_adrianopolis                  ;franconian         ;        ;Philippopolis
d_adrianopolis                  ;swabian            ;        ;Philippopolis
d_adrianopolis                  ;bavarian           ;        ;Philippopolis
d_adrianopolis                  ;low_frankish       ;        ;Philippopolis
d_adrianopolis                  ;english            ;        ;Philippopolis
d_adrianopolis                  ;frankish           ;        ;Philippopolis
d_adrianopolis                  ;arpitan            ;        ;Philippopolis
d_adrianopolis                  ;norman             ;        ;Philippopolis
d_adrianopolis                  ;basque             ;        ;Philippopolis
d_adrianopolis                  ;andalusian_arabic  ;Macedonia;Maqaduniya
d_adrianopolis                  ;occitan            ;        ;Philippopolis
d_adrianopolis                  ;castillan          ;        ;Philippopolis
d_adrianopolis                  ;aragonese          ;        ;Philippopolis
d_adrianopolis                  ;catalan            ;        ;Philippopolis
d_adrianopolis                  ;leonese            ;        ;Philippopolis
d_adrianopolis                  ;greek              ;Macedonia;Makedonía
d_adrianopolis                  ;east_gothic        ;Macedonia;Makedonía
d_adrianopolis                  ;turkish            ;Rumelia ;Rumelî
d_adrianopolis                  ;turkmen            ;Rumelia ;Rumelî
d_adrianopolis                  ;oghuz              ;Rumelia ;Rumelî
d_adrianopolis                  ;pecheneg           ;Rumelia ;Rumelî
d_adrianopolis                  ;bedouin_arabic     ;Macedonia;Maqaduniya
d_adrianopolis                  ;maghreb_arabic     ;Macedonia;Maqaduniya
d_adrianopolis                  ;levantine_arabic   ;Macedonia;Maqaduniya
d_adrianopolis                  ;egyptian_arabic    ;Macedonia;Maqaduniya
d_adrianopolis                  ;sicilian_arabic    ;Macedonia;Maqaduniya
d_adrianopolis                  ;hungarian          ;        ;Philippopolis
d_adrianopolis                  ;sanhaja            ;Macedonia;Maqaduniya
d_adrianopolis                  ;tagelmust          ;Macedonia;Maqaduniya
d_adrianopolis                  ;masmuda            ;Macedonia;Maqaduniya
d_adrianopolis                  ;zanata             ;Macedonia;Maqaduniya
d_adrianopolis                  ;tuareg             ;Macedonia;Maqaduniya
d_adrianopolis                  ;sardinian          ;        ;Philippopolis
d_adrianopolis                  ;sicilian           ;        ;Philippopolis
d_adrianopolis                  ;umbrian            ;        ;Philippopolis
d_adrianopolis                  ;laziale            ;        ;Philippopolis
d_adrianopolis                  ;neapolitan         ;        ;Philippopolis
d_adrianopolis                  ;tuscan             ;        ;Philippopolis
d_adrianopolis                  ;ligurian           ;        ;Philippopolis
d_adrianopolis                  ;langobardisch      ;        ;Philippopolis
d_adrianopolis                  ;italian            ;        ;Philippopolis
d_adrianopolis                  ;venetian           ;        ;Philippopolis
d_adrianopolis                  ;dalmatian          ;        ;Philippopolis
c_adrianopolis                  ;swedish            ;        ;Adrianopolis
c_adrianopolis                  ;norwegian          ;        ;Adrianopolis
c_adrianopolis                  ;danish             ;        ;Adrianopolis
c_adrianopolis                  ;gothic             ;        ;Adrianopolis
c_adrianopolis                  ;german             ;        ;Adrianopolis
c_adrianopolis                  ;low_german         ;        ;Adrianopolis
c_adrianopolis                  ;dutch              ;        ;Adrianopolis
c_adrianopolis                  ;low_saxon          ;        ;Adrianopolis
c_adrianopolis                  ;thuringian         ;        ;Adrianopolis
c_adrianopolis                  ;franconian         ;        ;Adrianopolis
c_adrianopolis                  ;swabian            ;        ;Adrianopolis
c_adrianopolis                  ;bavarian           ;        ;Adrianopolis
c_adrianopolis                  ;low_frankish       ;        ;Adrianopolis
c_adrianopolis                  ;english            ;        ;Adrianopolis
c_adrianopolis                  ;frankish           ;        ;Adrianopolis
c_adrianopolis                  ;arpitan            ;        ;Adrianopolis
c_adrianopolis                  ;norman             ;        ;Adrianopolis
c_adrianopolis                  ;basque             ;        ;Adrianopolis
c_adrianopolis                  ;occitan            ;        ;Adrianopolis
c_adrianopolis                  ;castillan          ;        ;Adrianopolis
c_adrianopolis                  ;aragonese          ;        ;Adrianopolis
c_adrianopolis                  ;catalan            ;        ;Adrianopolis
c_adrianopolis                  ;leonese            ;        ;Adrianopolis
c_adrianopolis                  ;greek              ;        ;Hadrianoúpolis
c_adrianopolis                  ;east_gothic        ;        ;Adrianoupolis
c_adrianopolis                  ;turkish            ;        ;Edirne
c_adrianopolis                  ;turkmen            ;        ;Edirne
c_adrianopolis                  ;oghuz              ;        ;Edirne
c_adrianopolis                  ;pecheneg           ;        ;Edirne
c_adrianopolis                  ;hungarian          ;        ;Adrianopolis
c_adrianopolis                  ;sardinian          ;        ;Adrianopolis
c_adrianopolis                  ;sicilian           ;        ;Adrianopolis
c_adrianopolis                  ;umbrian            ;        ;Adrianopolis
c_adrianopolis                  ;laziale            ;        ;Adrianopolis
c_adrianopolis                  ;neapolitan         ;        ;Adrianopolis
c_adrianopolis                  ;tuscan             ;        ;Adrianopolis
c_adrianopolis                  ;ligurian           ;        ;Adrianopolis
c_adrianopolis                  ;langobardisch      ;        ;Adrianopolis
c_adrianopolis                  ;italian            ;        ;Adrianopolis
c_adrianopolis                  ;venetian           ;        ;Adrianupleos
c_adrianopolis                  ;dalmatian          ;        ;Adrianopolis
c_adrianopolis                  ;roman              ;        ;Hadrianopolis
c_philippopolis                 ;swedish            ;        ;Philippopolis
c_philippopolis                 ;norwegian          ;        ;Philippopolis
c_philippopolis                 ;danish             ;        ;Philippopolis
c_philippopolis                 ;gothic             ;        ;Philippopolis
c_philippopolis                 ;german             ;        ;Philippopolis
c_philippopolis                 ;low_german         ;        ;Philippopolis
c_philippopolis                 ;dutch              ;        ;Philippopolis
c_philippopolis                 ;low_saxon          ;        ;Philippopolis
c_philippopolis                 ;thuringian         ;        ;Philippopolis
c_philippopolis                 ;franconian         ;        ;Philippopolis
c_philippopolis                 ;swabian            ;        ;Philippopolis
c_philippopolis                 ;bavarian           ;        ;Philippopolis
c_philippopolis                 ;low_frankish       ;        ;Philippopolis
c_philippopolis                 ;english            ;        ;Philippopolis
c_philippopolis                 ;frankish           ;        ;Philippopolis
c_philippopolis                 ;arpitan            ;        ;Philippopolis
c_philippopolis                 ;norman             ;        ;Philippopolis
c_philippopolis                 ;basque             ;        ;Philippopolis
c_philippopolis                 ;occitan            ;        ;Philippopolis
c_philippopolis                 ;castillan          ;        ;Philippopolis
c_philippopolis                 ;aragonese          ;        ;Philippopolis
c_philippopolis                 ;catalan            ;        ;Philippopolis
c_philippopolis                 ;leonese            ;        ;Philippopolis
c_philippopolis                 ;greek              ;        ;Philippoupolis
c_philippopolis                 ;east_gothic        ;        ;Philippoupolis
c_philippopolis                 ;turkish            ;        ;Filibe
c_philippopolis                 ;turkmen            ;        ;Filibe
c_philippopolis                 ;oghuz              ;        ;Filibe
c_philippopolis                 ;pecheneg           ;        ;Filibe
c_philippopolis                 ;hungarian          ;        ;Philippopolis
c_philippopolis                 ;sardinian          ;        ;Philippopolis
c_philippopolis                 ;sicilian           ;        ;Philippopolis
c_philippopolis                 ;umbrian            ;        ;Philippopolis
c_philippopolis                 ;laziale            ;        ;Philippopolis
c_philippopolis                 ;neapolitan         ;        ;Philippopolis
c_philippopolis                 ;tuscan             ;        ;Philippopolis
c_philippopolis                 ;ligurian           ;        ;Philippopolis
c_philippopolis                 ;langobardisch      ;        ;Philippopolis
c_philippopolis                 ;italian            ;        ;Philippopolis
c_philippopolis                 ;venetian           ;        ;Philippopolis
c_philippopolis                 ;dalmatian          ;        ;Philippopolis
c_philippopolis                 ;roman              ;        ;Philippopolis
c_mesembria                     ;greek              ;        ;Zagoria
c_mesembria                     ;east_gothic        ;        ;Zagoria
c_mesembria                     ;turkish            ;Nesebar ;Misivri
c_mesembria                     ;turkmen            ;Nesebar ;Misivri
c_mesembria                     ;oghuz              ;Nesebar ;Misivri
c_mesembria                     ;pecheneg           ;Nesebar ;Misivri
c_mesembria                     ;roman              ;        ;Zagoria
c_kopsis                        ;greek              ;        ;Kopsis
c_kopsis                        ;east_gothic        ;        ;Kopsis
c_kopsis                        ;turkish            ;        ;Gjopsa
c_kopsis                        ;turkmen            ;        ;Gjopsa
c_kopsis                        ;oghuz              ;        ;Gjopsa
c_kopsis                        ;pecheneg           ;        ;Gjopsa
d_vidin                         ;greek              ;        ;Bidyne
d_vidin                         ;east_gothic        ;        ;Bidyne
d_vidin                         ;romanian           ;        ;Diiu
d_vidin                         ;hungarian          ;        ;Bodony
d_vidin                         ;szekely            ;        ;Bodony
d_vidin                         ;roman              ;        ;Bononia
c_vidin                         ;greek              ;        ;Bidyne
c_vidin                         ;east_gothic        ;        ;Bidyne
c_vidin                         ;romanian           ;        ;Diiu
c_vidin                         ;hungarian          ;        ;Bodony
c_vidin                         ;szekely            ;        ;Bodony
c_vidin                         ;roman              ;        ;Bononia
c_branicevo                     ;greek              ;Viminacium;Viminakion
c_branicevo                     ;east_gothic        ;Viminacium;Viminacion
c_branicevo                     ;turkish            ;Kruševac;Alaga Hisar
c_branicevo                     ;turkmen            ;Kruševac;Alaga Hisar
c_branicevo                     ;oghuz              ;Kruševac;Alaga Hisar
c_branicevo                     ;pecheneg           ;Kruševac;Alaga Hisar
c_branicevo                     ;roman              ;Viminacium;Viminacium
d_ohrid                         ;greek              ;Bulgaria;Bulgaria
d_ohrid                         ;east_gothic        ;Bulgaria;Bulgaria
d_ohrid                         ;arberian           ;Bulgaria;Ohër
d_ohrid                         ;turkish            ;Skopje  ;Üsküp
d_ohrid                         ;turkmen            ;Skopje  ;Üsküp
d_ohrid                         ;oghuz              ;Skopje  ;Üsküp
