#CODE                                          ;SED     ;SWMH;OTHER;VANILLA
ca_special_fortifications_4_desc               ;The latest innovation in military engineering, a reinforced barbican will force the castle’s assailants through a crooked and narrow path after the breach of the main gate, exposing them to heavy retaliation from the defenders.;;;The latest innovation in military engineering, a reinforced barbican will force the castle's assailants through a crooked and narrow path after the breach of the main gate, exposing them to heavy retaliation from the defenders.
tp_monumental_shrines_1                        ;Monumental Shrines;;;Monumental Shrines
tp_monumental_shrines_1_desc                   ;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.;;;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.
tp_monumental_shrines_2                        ;Monumental Shrines;;;Monumental Shrines
tp_monumental_shrines_2_desc                   ;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.;;;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.
tp_monumental_shrines_3                        ;Monumental Shrines;;;Monumental Shrines
tp_monumental_shrines_3_desc                   ;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.;;;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.
tp_monumental_shrines_4                        ;Monumental Shrines;;;Monumental Shrines
tp_monumental_shrines_4_desc                   ;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.;;;Only by erecting ever taller and greater monuments can we truly prove our eternal devotion towards the heavens.
ca_oppressive_fortifications_1                 ;Gloomy Monument;;;Gloomy Monument
ca_oppressive_fortifications_1_desc            ;An austere and imposing statue, representing one of the esteemed members of the realm’s ruling dynasty. Its cold, stern gaze overlooks the battlements, inspiring a lingering sense of dread amongst the masses.;;;An austere and imposing statue, representing one of the esteemed members of the realm's ruling dynasty. Its cold, stern gaze overlooks the battlements, inspiring a lingering sense of dread amongst the masses.
ca_oppressive_fortifications_2                 ;Connected Watchtowers;;;Connected Watchtowers
ca_oppressive_fortifications_2_desc            ;An intricate network of watchtowers ensures that the garrison of this fortress can maintain absolute control over anything happening within the castle.;;;An intricate network of watchtowers ensures that the garrison of this fortress can maintain absolute control over anything happening within the castle.
ca_oppressive_fortifications_3                 ;Lonely Spire;;;Lonely Spire
ca_oppressive_fortifications_3_desc            ;An isolated tower, built not too far from the main castle, providing the garrison with an advanced outpost and a more secretive place to deal with inconvenient prisoners.;;;An isolated tower, built not too far from the main castle, providing the garrison with an advanced outpost and a more secretive place to deal with inconvenient prisoners.
ca_oppressive_fortifications_4                 ;Palace of Justice;;;Palace of Justice
ca_oppressive_fortifications_4_desc            ;A massive building raised within the fortress’s walls, surrounded by bloodied pikes and overlooking a large execution stand.;;;A massive building raised within the fortress' walls, surrounded by bloodied pikes and overlooking a large execution stand.
c_galaz_adj                                    ;Bessarabian;;;Galatian
c_torki_adj                                    ;Suceava ;;;Suceavan
e_lechczechrus                                 ;Slavic Union;;;Slavic Union
e_lechczechrus_adj                             ;Slavic  ;;;Slavic
k_romagna_adj                                  ;Romagna ;;;Romagnol
k_eastern_marches_adj                          ;Bavarian;;;Bavarian
e_outremer                                     ;Outremer;;;Outremer
k_eastern_marches                              ;Austria ;;;Austria
k_romagna                                      ;Romagna ;;Ravenna;Romagna
k_teutonic_state                               ;Teutonic State;;;Teutonic State
c_tahoua_adj                                   ;Tahoua  ;;;Tahouan
c_birlad_adj                                   ;Bârlad  ;;;Birlader
c_buzachi_adj                                  ;Buzachi ;;;Buzachian
c_barskhan_adj                                 ;Barskon ;;;Barskhaner
c_kartli_adj                                   ;Kartlian;;;Tiflisite
c_zaysan_adj                                   ;Zaysan  ;;;Zaysan
c_irgiz_adj                                    ;Irgiz   ;;;Irgizian
c_talas_adj                                    ;Talas   ;;;Talasi
c_hellas_adj                                   ;Hellenic;;;Theban
trans_saharan_trade_route                      ;Trans-Saharan Trade Route;;;Trans Saharan Trade Route
tr_gold_mine_2                                 ;Gold Mine;;;Gold Mine
tr_salt_mine_1                                 ;Salt Mine;;;Salt Mine
tb_culture_coptic_1                            ;[coptic.GetName] Spearmen;;;[coptic.GetName] Spearmen
tb_culture_coptic_2                            ;[coptic.GetName] Spearmen;;;[coptic.GetName] Spearmen
tb_culture_coptic_3                            ;[coptic.GetName] Spearmen;;;[coptic.GetName] Spearmen
tb_culture_coptic_4                            ;[coptic.GetName] Spearmen;;;[coptic.GetName] Spearmen
ca_culture_coptic_1_desc                       ;These barracks provide [coptic.GetName] rulers with a strong force of spearmen to hold a defensive line against the enemy.;;;These barracks provide [coptic.GetName] rulers with a strong force of spearmen to hold a defensive line against the enemy.
central_african                                ;Central African;;;Central African
duck_group                                     ;Aves    ;;;Aves
duck_culture                                   ;Duck    ;;;Duck
dog_group                                      ;Canidae ;;;Canidae
dog_culture                                    ;Dog     ;;;Dog
dragon_group                                   ;Drachidae;;;Drachidae
dragon_culture                                 ;Dragon  ;;;Dragon
blessed_bloodline_name                         ;Blessed Blood of [saint_person.GetDynName];;;Blessed Blood of [saint_person.GetDynName]
the_legendary_dynasty_warrior_root             ;The Legendary [From.OriginalOwner.GetOnlyDynastyName] [From.OriginalOwner.GetWarriorRoleCap];;;The Legendary [From.OriginalOwner.GetOnlyDynastyName] [From.OriginalOwner.GetWarriorRoleCap]
the_legendary_dynasty_warrior_not_root         ;The Legendary [warrior_relative.GetOnlyDynastyName] [warrior_relative.GetWarriorRoleCap];;;The Legendary [warrior_relative.GetOnlyDynastyName] [warrior_relative.GetWarriorRoleCap]
the_saintly_relative_1                         ;The Virtues of [saintly_relative.GetFirstName];;;The Virtues of [saintly_relative.GetFirstName]
d_durham_palatine                              ;County Palatine of Durham;;;Durham
d_durham_palatine_adj                          ;Durham  ;;;Durhamian
crown_winged_helmet_bloodline_name_1           ;[Root.GetDynName] Crest;;;[Root.GetDynName] Crest
elephant_group                                 ;Proboscidea;;;Proboscidea
elephant_culture                               ;Elephant;;;Elephant
outremer                                       ;Outremer;;;Outremer
king_central_african                           ;Mai     ;;;Mai
tribal_king_central_african                    ;Mai     ;;;Mai
tr_sahara_1                                    ;Saharan Trade Post;;;Saharan Trade Post
tr_sahara_1_desc                               ;A smaller trade post at which travelling merchants can buy and sell various trade goods.;;;A smaller trade post at which travelling merchants can buy and sell various trade goods.
tr_sahara_2                                    ;Saharan Trade Market;;;Saharan Trade Market
tr_sahara_2_desc                               ;A trade post that has grown into a large market, attracting a wider range of merchants and trade goods.;;;A trade post that has grown into a large market, attracting a wider range of merchants and trade goods.
tr_sahara_3                                    ;Saharan Trade City;;;Saharan Trade City
tr_sahara_3_desc                               ;This is a significant trading hub on the trans-Saharan trade route. It attracts merchants from all over Africa, trading wares and services that cannot be found anywhere else.;;;This is a significant trading hub on the Trans-Saharan trade route. It attracts merchants from all over Africa, trading wares and services that cannot be found anywhere else.
tr_gold_mine_1                                 ;Gold Field;;;Gold Field
tr_gold_mine_3                                 ;Large Gold Mine;;;Large Gold Mine
tr_gold_mine_1_desc                            ;A small field for finding and extracting gold. This gleaming metal is highly valued and is often used as a currency.;;;A small field for finding and extracting gold. This gleaming metal is highly valued and is often used as a currency.
tr_gold_mine_2_desc                            ;A well established mine capable of producing larger quantities of gold.;;;A well established mine capable of producing larger quantities of gold.
tr_gold_mine_3_desc                            ;The production of this larger mining complex is unrivaled. It produces an immense amount of gold.;;;The production of this larger mining complex is unrivaled. It produces an immense amount of gold.
tr_cloth_production_1                          ;Cloth Market;;;Cloth Market
tr_cloth_production_1_desc                     ;A place where cloth of high quality is produced and sold.;;;A place where cloth of high quality is produced and sold.
tr_salt_mine_1_desc                            ;A mine for extracting vast quantities of salt. A highly valued trade good said to be worth its weight in gold.;;;A mine for extracting vast quantities of salt. A highly valued trade good said to be worth its weight in gold.
ALT_HO_LOCATION                                ;Knights of [coa_target.GetName];;;Knights of [coa_target.GetName]
ALT_HO_LOCATION_ADJ                            ;[coa_target.GetName];;;[coa_target.GetName]
d_african_massive                              ;Ton-Tigi Army;;;Ton-Tigi Army
d_african_large                                ;Mandekalu Horsemen;;;Mandekalu Horsemen
d_african_mid                                  ;Kèlè-Koun Infantry;;;Kèlè-Koun Infantry
d_african_mid_low_1                            ;Mandekalu Band;;;Mandekalu Band
d_african_mid_low_2                            ;Hausa Company;;;Hausa Company
d_african_low                                  ;Band of the Hippo;;;Band of the Hippo
d_african_tiny                                 ;Crocodile Company;;;Crocodile Company
#India.csv;;;;
PROV908                                        ;Rub‘ al Khali;;;Rub' al Khali Desert
d_socotra                                      ;Socotra ;;;Socotra
d_yaik                                         ;Ural    ;;;Yaik
d_yaik_adj                                     ;Ural    ;;;Yaiki
c_guryev_adj                                   ;Saray-Jük;;;Atyrauer
c_sirjan_adj                                   ;Sirjan  ;;;Sirjani
c_ghazna_adj                                   ;Ghazni  ;;;Ghazni
c_kabul_adj                                    ;Kabul   ;;;Kabulian
c_khuttal_adj                                  ;Khuttalan;;;Khuttali
c_sibir_adj                                    ;Tobol   ;;;Sibirian
c_otrar_adj                                    ;Otrar   ;;;Otrarian
c_turgay_adj                                   ;Turgai  ;;;Turgay
c_balkhash_adj                                 ;Balkhash;;;Balkhashi
c_socotra_adj                                  ;Socotran;;;Socotran
k_sindh                                        ;Sindh   ;;;Sindh
d_sauvira                                      ;Sauvira ;;;Sauvira
d_multan                                       ;Multan  ;;;Multan
d_lahore                                       ;Lahore  ;;;Lahore
d_gandhara                                     ;Gandhara;;;Gandhara
d_kuru                                         ;Kuru    ;;;Kuru
d_haritanaka                                   ;Haryana ;;;Haritanaka
d_mathura                                      ;Mathura ;;;Mathura
k_gujarat                                      ;Gujarat ;;al-Jurz;Gujarat
d_anartta                                      ;Anarta  ;;;Anartta
d_saurashtra                                   ;Saurashtra;;;Saurashtra
d_lata                                         ;Lata    ;;;Lata
k_rajputana                                    ;Rajputana;;;Rajputana
d_maru                                         ;Marwar  ;;;Maru
d_jangladesh                                   ;Jangladesh;;;Jangladesh
d_stravani                                     ;Stravani;;;Stravani
d_medapata                                     ;Mewar   ;;;Medapata
d_ajmer                                        ;Ajmer   ;;;Ajmer
k_malwa                                        ;Malwa   ;;al-Máribah;Malwa
d_dadhipadra                                   ;Avanti  ;;;Avanti
d_akara_dasarna                                ;Dasharna;;;Akara-Dasarna
d_anupa                                        ;Anupa   ;;;Anupa
d_kanyakubja                                   ;Kannauj ;;Kannauj;Kanyakubja
d_saryupara                                    ;Sarvariya;;;Saryupara
d_jejakabhukti                                 ;Bundelkhand;;;Jejakabhukti
d_dahala                                       ;Chedi   ;;;Dahala
d_devagiri                                     ;Devagiri;;;Devagiri
c_nasikya_adj                                  ;Nasikya ;;;Nasikyan
c_nandurbar_adj                                ;Nandurbar;;;Nandurbaran
c_devagiri_adj                                 ;Devagiri;;;Devagiri
c_tripuri_adj                                  ;Tripuri ;;;Tripuri
c_chauragarh_adj                               ;Chauragarh;;;Chauragarh
c_kanyakubja_adj                               ;Kannauj ;;;Kanyakubjan
c_lakhnau_adj                                  ;Lucknow ;;;Lakhnau
c_kalpi_adj                                    ;Kalpi   ;;;Kalpi
c_asni_adj                                     ;Asni    ;;;Asni
c_naimisa_adj                                  ;Naimisha;;;Naimisan
c_mahoba_adj                                   ;Mahoba  ;;;Mahoban
c_kalanjara_adj                                ;Kalanjara;;;Kalanjaran
c_damoh_adj                                    ;Damoh   ;;;Damoh
c_delhi_adj                                    ;Delhi   ;;;Delhi
c_hastinapura_adj                              ;Hastinapur;;;Hastinapuran
c_sthanisvara_adj                              ;Thanesar;;;Sthanisvaran
c_hisar_adj                                    ;Hisar   ;;;Hisar
c_tribandapura_adj                             ;Tribandapura;;;Tribandapuran
c_sarasvati_adj                                ;Saraswati;;;Sarasvati
c_mathura_adj                                  ;Mathura ;;;Mathuran
c_kol_adj                                      ;Aligarh ;;;Kol
c_sripatha_adj                                 ;Bayana  ;;;Sripathan
c_sambhal_adj                                  ;Sambhal ;;;Sambhal
c_katehar_adj                                  ;Rohilkhand;;;Kateharan
c_dadhipadra_adj                               ;Dahod   ;;;Dadhipadran
c_dhara_adj                                    ;Dhar    ;;;Dhara
c_dasapura_adj                                 ;Mandsaur;;;Dasapuran
c_ujjayini_adj                                 ;Ujjain  ;;;Ujjayini
c_sarangpur_adj                                ;Sarangpur;;;Sarangpuran
c_vidisa_adj                                   ;Vidisha ;;;Vidisa
c_chanderi_adj                                 ;Chanderi;;;Chanderi
c_candhoba_adj                                 ;Candhoba;;;Candhoban
c_mandapika_adj                                ;Mandu   ;;;Mandapikan
c_asirgarh_adj                                 ;Asirgarh;;;Asirgarh
c_burhanpur_adj                                ;Burhanpur;;;Burhanpuran
c_thalner_adj                                  ;Thalner ;;;Thalner
c_sarasvata_mandala_adj                        ;Anhilwara;;;Sarasvatan
c_khetaka_adj                                  ;Kheda   ;;;Khetakan
c_mohadavasaka_adj                             ;Modasa  ;;;Mohadavasakan
c_dhamalpur_adj                                ;Dhrol   ;;;Dhamalpuran
c_dvaraka_adj                                  ;Dwarka  ;;;Dvarakan
c_kutch_adj                                    ;Kutch   ;;;Kutch
c_bhumilka_adj                                 ;Bilkha  ;;;Bhumilkan
c_somnath_adj                                  ;Somnath ;;;Somnath
c_vardhamana_adj                               ;Wadhwan ;;;Vardhamana
c_valabhi_adj                                  ;Vallabhi;;;Valabhi
c_navasarika_adj                               ;Navsari ;;;Navasarikan
c_daman_adj                                    ;Daman   ;;;Daman
c_vadodara_adj                                 ;Vadodara;;;Vadodaran
c_mandavyapura_adj                             ;Mandore ;;;Mandavyapuran
c_medantaka_adj                                ;Merta   ;;;Medantakan
c_godwad_adj                                   ;Gorwar  ;;;Godwadan
c_vikramapura_adj                              ;Bikampur;;;Vikramapuran
c_reni_adj                                     ;Taranagar;;;Reni
c_nagauda_adj                                  ;Nagaur  ;;;Nagaudan
c_ludrava_adj                                  ;Lodhruva;;;Ludravan
c_vijnot_adj                                   ;Vijnot  ;;;Vijnot
c_satyapura_adj                                ;Sanchore;;;Satyapuran
c_medapata_adj                                 ;Mewar   ;;;Medapatan
c_chitrakut_adj                                ;Chittorgarh;;;Chitrakutan
c_kota_adj                                     ;Kota    ;;;Kotan
c_ajayameru_adj                                ;Ajmer   ;;;Ajayameru
c_ranthambore_adj                              ;Ranthambore;;;Ranthambore
c_vairata_adj                                  ;Bairat  ;;;Vairatan
c_debul_adj                                    ;Debal   ;;;Debul
c_sonda_adj                                    ;Sodha   ;;;Sonda
c_mansura_adj                                  ;Mansura ;;;Mansuran
c_ranikot_adj                                  ;Ranikot ;;;Ranikotan
c_siwistan_adj                                 ;Siwistan;;;Siwistan
c_bhakkar_adj                                  ;Bhakkar ;;;Bhakkar
c_aror_adj                                     ;Aror    ;;;Aror
c_rajanpur_adj                                 ;Rajanpur;;;Rajanpur
c_sibi_adj                                     ;Sibi    ;;;Sibi
c_multan_adj                                   ;Multan  ;;;Multan
c_kafirkot_adj                                 ;Kafir Kot;;;Kafirkot
c_uch_adj                                      ;Uch     ;;;Uch
c_karur_adj                                    ;Kahror Pacca;;;Karur
c_karor_adj                                    ;Karor   ;;;Karor
c_bannu_adj                                    ;Bannu   ;;;Bannu
c_lahur_adj                                    ;Lahore  ;;;Lahur
c_dipalpur_adj                                 ;Dipalpur;;;Dipalpur
c_bhera_adj                                    ;Bhera   ;;;Bheran
c_shorkot_adj                                  ;Shorkot ;;;Shorkot
c_sakala_adj                                   ;Sagala  ;;;Sakalan
c_trigarta_adj                                 ;Trigarta;;;Trigartan
c_gurjaratra_adj                               ;Gujrat  ;;;Gurjaratran
c_udabhanda_adj                                ;Muzaffarabad;;;Udabhandan
c_purushapura_adj                              ;Peshawar;;;Purushapuran
c_nandana_adj                                  ;Nandana ;;;Nandana
c_kasmira_adj                                  ;Kasmira ;;;Kasmiran
c_wana_adj                                     ;Loralai ;;;Wana
c_kandail_adj                                  ;Gandawah;;;Kandail
c_bamiyan_adj                                  ;Bamyan  ;;;Bamiyan
#JadeDragon.csv;;;;
title_administrator                            ;Scholar-Bureaucrat;;;Scholar-Bureaucrat
title_master_engineer                          ;Master Engineer;;;Master Engineer
title_master_engineer_desc                     ;The master engineer will construct wonders of Chinese ingenuity throughout your demesne, such as dry docks and blast furnaces.;;;The master engineer will construct wonders of Chinese ingenuity throughout your demesne, such as dry docks and blast furnaces.
taoist                                         ;Taoist  ;;;Taoist
temple_baron_taoist                            ;Daoshi  ;;;Daoshi
job_chancellor_taoist                          ;Chief Minister;;;Chief Minister
job_marshal_taoist                             ;Xingjun Sima;;;Xingjun Sima
job_treasurer_taoist                           ;Treasurer;;;Treasurer
job_spymaster_taoist                           ;Spymaster;;;Spymaster
job_spiritual_taoist                           ;Libationer;;;Libationer
job_chancellor_han                             ;Chief Minister;;;Chief Minister
job_marshal_han                                ;Xingjun Sima;;;Xingjun Sima
job_treasurer_han                              ;Treasurer;;;Treasurer
job_spymaster_han                              ;Spymaster;;;Spymaster
job_spiritual_han                              ;Libationer;;;Libationer
job_chancellor_jurchen                         ;Chief Minister;;;Chief Minister
job_marshal_jurchen                            ;Marshal ;;;Marshal
job_treasurer_jurchen                          ;Treasurer;;;Treasurer
job_spymaster_jurchen                          ;Spymaster;;;Spymaster
job_spiritual_jurchen                          ;Libationer;;;Libationer
indian_group                                   ;Dharman ;;;Eastern
title_court_architect                          ;Court Architect;;;Court Architect
title_court_architect_desc                     ;As ‘the Grand Axe of Craftsmanship,’ the position of Court Architect holds much prestige.;;;As 'the Grand Axe of Craftsmanship', the position of Court Architect holds much prestige.
title_zhangshi                                 ;Zhangshi;;;Zhangshi
title_zhangshi_desc                            ;Also known as ‘the other carriage’ due to the Zhangshi rarely sharing a carriage with their superior. Nominally the Chief Secretary of a governor, the exact duty of Zhangshi, and the power this position holds, varies greatly.;;;Also known as 'the other carriage' due to the Zhangshi rarely sharing a carriage with their superior. Nominally the Chief Secretary of a governor, the exact duty of Zhangshi, and the power this position holds, varies greatly.
title_canjun                                   ;Canjun  ;;;Canjun
title_canjun_desc                              ;The Staff Officer of an army, the position of Canjun is granted to trustworthy deputies in a military body or sometimes a political arm, and is a prestigious title to hold.;;;The Staff Officer of an army, the position of Canjun is granted to trustworthy deputies in a military body or sometimes a political arm, and is a prestigious title to hold.
title_yuhou                                    ;Yuhou   ;;;Yuhou
title_yuhou_desc                               ;In the annals of ancient history, Yuhou are explained as the Watchers of Mountains and Lakes. While the title can imply a considerable amount of power, it is in itself a grand gesture to be deemed worthy of the title.;;;In the annals of ancient history, Yuhou are explained as the Watchers of Mountains and Lakes. While the title can imply a considerable amount of power, it is in itself a grand gesture to be deemed worthy of the title.
title_historiographer                          ;Historiographer;;;Historiographer
title_historiographer_desc                     ;As the official recorder of history, Historiographer is a title which can be granted to a learned person – their responsibility is to keep a record of important events, for the sake of future generations. However, some might also argue that it is to ensure that a ruler feels worthy of being chronicled.;;;As the official recorder of history, Historiographer is a title which can be granted to a learned person – their responsibility is to keep a record of important events, for the sake of future generations. However, some might also argue that it is to ensure that a ruler feels worthy of being chronicled.
han                                            ;Han     ;;;Han
chinese_group                                  ;Chinese ;;;Chinese
jurchen                                        ;Jurchen ;;;Jurchen
ca_culture_chinese_han_1                       ;Crossbow Range;;;Crossbow Range
ca_culture_chinese_han_2                       ;Crossbow Range;;;Crossbow Range
ca_culture_chinese_han_3                       ;Crossbow Range;;;Crossbow Range
ca_culture_chinese_han_4                       ;Crossbow Range;;;Crossbow Range
RETTYPE_CUL_HAN                                ;Nubing  ;;;Nubing
RETTYPE_CUL_JURCHEN                            ;Tie-Futu;;;Tie-Futu
e_china_west_governor                          ;Western Protectorate;;;Western Protectorate
e_china_west_governor_adj                      ;Chinese ;;;Chinese
title_china_emperor                            ;Emperor ;;;Emperor
cat                                            ;Cat     ;;;Cat
bon                                            ;Bön     ;;;Bön
temple_baron_bon                               ;Lama    ;;;Lama
temple_baron_bon_reformed                      ;Lama    ;;;Lama
d_han_mid                                      ;Qilin Company;;;Qilin Company
d_han_mid_low                                  ;Tortoise Company;;;Tortoise Company
d_han_low                                      ;Crane Band;;;Crane Band
d_tangut_low                                   ;Tangut Band;;;Tangut Band
d_bodpa_low                                    ;Bödpa Band;;;Bödpa Band
RETTYPE_CUL_TIBET                              ;Himalayan Mountaineer;;;Himalayan Mountaineer
ca_culture_tibetan_1                           ;Mountaineer Academy;;;Mountaineer Academy
ca_culture_tibetan_2                           ;Mountaineer Academy;;;Mountaineer Academy
ca_culture_tibetan_3                           ;Mountaineer Academy;;;Mountaineer Academy
ca_culture_tibetan_4                           ;Mountaineer Academy;;;Mountaineer Academy
emperor_nepali                                 ;Samrata ;;;Samrata
emperor_female_nepali                          ;Maharani;;;Maharani
king_nepali                                    ;Raja    ;;;Raja
king_female_nepali                             ;Rani    ;;;Rani
count_nepali                                   ;Pramukha;;;Pramukha
duke_nepali                                    ;Prabhu  ;;;Prabhu
duke_female_nepali                             ;Mahila  ;;;Mahila
emperor_bodpa                                  ;Emperor ;;;Tsenpo
king_bodpa                                     ;Gyalpo  ;;;Gyalpo
king_female_bodpa                              ;Gyelmo  ;;;Gyelmo
count_bodpa                                    ;Ngapo   ;;;Ngapo
count_female_bodpa                             ;Ngamo   ;;;Ngamo
job_chancellor_bodpa                           ;Great Minister;;;Lönchen
job_spiritual_bodpa                            ;Banchenpo;;;Banchenpo
job_treasurer_bodpa                            ;Gnyer   ;;;Gnyer
job_chancellor_tangut                          ;Great Minister;;;Lönchen
job_spiritual_tangut                           ;Banchenpo;;;Banchenpo
job_treasurer_tangut                           ;Gnyer   ;;;Gnyer
tangut                                         ;Tangut  ;;;Tangut
bodpa                                          ;Bödpa   ;;;Bödpa
nepali                                         ;Nepali  ;;;Nepali
tibetan_group                                  ;Tibeto-Burman;;;Tibeto-Burman
d_trigarta                                     ;        ;;;Trigarta
d_trigarta_adj                                 ;        ;;;Trigartan
e_tibet                                        ;Tibet   ;;Tufan,Tubbat,Töpät,Tüpüt;Tibet
e_tibet_adj                                    ;Tibetan ;;;Tibetan
k_guge                                         ;Guge    ;;Xangxung,Kuo-k'êk;Guge
k_guge_adj                                     ;Guge    ;;;Gugese
d_ngari                                        ;Ngari   ;;Ali;Ngari
d_ngari_adj                                    ;Ngari   ;;;Ngari
c_tsaparang_adj                                ;Tsaparang;;;Tsaparangi
c_gar_adj                                      ;Gar     ;;;Gari
c_rutog_adj                                    ;Rutog   ;;;Rutogi
c_kunlun_adj                                   ;Kunlun  ;;;Kunlun
d_purang                                       ;Purang  ;;P'uo-lan,Zhangzhung;Purang
d_purang_adj                                   ;Purang  ;;;Purang
c_kyunglung_adj                                ;Kyunglung;;;Kyunglungi
c_purang_adj                                   ;Burang  ;;;Purangi
d_ladakh                                       ;Ladakh  ;;Maryul,Ladake;Ladakh
d_ladakh_adj                                   ;Ladakhi ;;;Ladakhi
c_leh_adj                                      ;Leh     ;;;Leh
k_kashmir                                      ;Kashmir ;;;Kashmir
k_kashmir_adj                                  ;Kashmiri;;;Kashmiran
d_kashmir                                      ;Kashmir ;;;Kashmir
d_kashmir_adj                                  ;Kashmiri;;;Kashmiran
d_pamir                                        ;Pamir   ;;;Pamir
d_pamir_adj                                    ;Pamir   ;;;Pamiran
c_gilgit_adj                                   ;Gilgit  ;;;Gilgitan
c_tashkurgan_adj                               ;Tashkurgan;;;Tashkurgan
c_skardu_adj                                   ;Skardu  ;;;Skardui
c_kangra_adj                                   ;Kahlur  ;;;Kangran
c_garhwal_adj                                  ;Garhwali;;;Garhwali
c_kurmanchal_adj                               ;Kumaon  ;;;Kurmanchali
khurmazta                                      ;Khurmazta;;;Khurmazta
job_spiritual_khurmazta                        ;Moypat  ;;;Moypat
tb_desert_stable_1                             ;Desert Riders;;;Desert Riders
tb_desert_stable_2                             ;Desert Riders;;;Desert Riders
tb_desert_stable_3                             ;Desert Riders;;;Desert Riders
tb_desert_stable_4                             ;Desert Riders;;;Desert Riders
tb_desert_stable_desc                          ;The desert environment requires hardy mounts and equally hardy riders to control them. In times of war, these warriors provide vital cavalry support to a tribal ruler.;;;Desert enviroment requires hardy mounts and equally hardy riders to control them. In times of war, these warriors provide vital cavalry support to a tribal ruler.
ca_desert_stable_desc                          ;These stables provide a ruler with a cadre of mobile mounted troops, ideally suited for skirmish warfare.;;;These stables provide a ruler with a cadre of mobile mounted troops, ideally suited for skirmish warfare.
ca_desert_stable_1                             ;Desert Cavalry;;;Desert Cavalry
ca_desert_stable_2                             ;Desert Cavalry;;;Desert Cavalry
ca_desert_stable_3                             ;Desert Cavalry;;;Desert Cavalry
ca_desert_stable_4                             ;Desert Cavalry;;;Desert Cavalry
ca_desert_stable_5                             ;Desert Cavalry;;;Desert Cavalry
ca_desert_stable_6                             ;Desert Cavalry;;;Desert Cavalry
job_spiritual_manichean                        ;Didaskalos;;;Didaskalos
temple_baron_khurmazta                         ;Vahram  ;;;Vahram
trade_offices_1                                ;Rudimentary Trade Offices;;;Rudimentary Trade Offices
trade_offices_2                                ;Trade Offices;;;Trade Offices
trade_offices_3                                ;Grand Trade Offices;;;Grand Trade Offices
tr_silk_road_office_1_desc                     ;This is a rudimentary but effective trade office, controlling all trade that passes by the trade post.;;;This is a rudimentary but effective trade office, controlling all trade that passes by the trade post.
tr_silk_road_office_2_desc                     ;The trade offices have been rebuilt and are now a permanent fixture on this part of the silk road.;;;The trade offices have been rebuilt and are now a permanent fixture on this part of the silk road.
tr_silk_road_office_3_desc                     ;This is an extensive network of grand trade offices, which not only controls the flow of wares in and out of the trade post, but also acts to promote the glory of their owner.;;;This is an extensive network of grand trade offices, which not only controls the flow of wares in and out of the trade post, but also acts to promote the glory of their owner.
mercenary_garrison_1                           ;Small Mercenary Garrison;;;Small Mercenary Garrison
mercenary_garrison_2                           ;Medium Mercenary Garrison;;;Medium Mercenary Garrison
mercenary_garrison_3                           ;Large Mercenary Garrison;;;Large Mercenary Garrison
tr_silk_road_garrison_1_desc                   ;A small band of mercenaries are permanently stationed in this trade post, acting as guards and protecting the traders from outside threats.;;;A small band of mercenaries are permanently stationed in this trade post, acting as guards and protecting the traders from outside threats.
tr_silk_road_garrison_2_desc                   ;Plenty of mercenaries are permanently stationed in this trade post, acting as guards and protecting the traders from outside threats.;;;Plenty of mercenaries are permanently stationed in this trade post, acting as guards and protecting the traders from outside threats.
tr_silk_road_garrison_3_desc                   ;An enormous amount of mercenaries are permanently stationed in this trade post, acting as guards and protecting the traders from outside threats.;;;An enormous amount of mercenaries are permanently stationed in this trade post, acting as guards and protecting the traders from outside threats.
title_teacher                                  ;Court Tutor;;;Court Tutor
title_teacher_desc                             ;The court tutor will serve as the default educator for all children at court who don't have an assigned guardian.;;;The Court Tutor will serve as the default Educator for all children at court who don't have an assigned Guardian.
title_court_jester_desc                        ;The court jester is kept around to provide general entertainment to the court. Also known as a fool, it is generally not considered to be the most prestigious office at court.;;;The court Jester is kept around to provide general entertainment to the court. Also known as a fool it is generally not considered to be the most prestigious office at court.
ca_government_monastery_1                      ;Gompa Monastery;;;Gompa Monastery
ca_government_monastery_2                      ;Gompa Monastery;;;Gompa Monastery
ca_government_monastery_3                      ;Gompa Monastery;;;Gompa Monastery
ca_government_monastery_4                      ;Gompa Monastery;;;Gompa Monastery
ca_government_monastery_1_desc                 ;This fortified gompa protects the monastery and university that lies within it.;;;This fortified gompa protects the monastery and university that lies within it.
chinese_figurine_name                          ;Figurine of [offmap_china.PrevRuler.GetFullName];;;Figurine of [offmap_china.PrevRuler.GetFullName]
chinese_arm_protector_name                     ;[offmap_china.GetShortName] Arm Protector;;;[offmap_china.GetShortName] Arm Protector
chinese_bronze_sculpture_name                  ;[offmap_china.GetShortName] Bronze Sculpture;;;[offmap_china.GetShortName] Bronze Sculpture
chinese_book_health_name                       ;[offmap_china.GetShortName] Compendium of Medicine;;;[offmap_china.GetShortName] Compendium of Medicine
