#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
c_aachen_adj                          ;        ;Aachen;;
c_devon_adj_norsegaelic               ;        ;Defenar;;
c_devon_adj_norwegian                 ;        ;Defenar;;
c_devon_adj_saxon                     ;        ;Defenaisc;;
c_devon_adj_scottish                  ;        ;Dyfnaintish;;
c_devon_adj_swedish                   ;        ;Defenar;;
c_devon_adj_welsh                     ;        ;Dyfnaintish;;
c_dhu_zabi_adj                        ;Ras al-Khaimah;Julfar;;Julfarian
c_diafunu_adj                         ;Diafunu ;Diafunuan;;Diafunese
c_dithmarschen_adj                    ;Ditmarsian;Dithmarschen;;Dithmarscher
c_djado_adj                           ;Djado   ;Djadí;;Djadian
c_djanet_adj                          ;        ;Djanítí;;
c_djarma_adj                          ;        ;Djarmí;;
c_djenne_adj                          ;Djenné  ;Djenne;;Djenneri
c_djerba_adj                          ;Djerba  ;Djerbí;;Djerban
c_djerba_adj_greek                    ;        ;Girban;;
c_djerba_adj_roman                    ;        ;Girban;;
c_djolof_adj                          ;        ;Djolofí;;
c_dole_adj                            ;        ;Dole;;
c_domazlice_adj                       ;Doudleby;Doudleby;;South-Bohemian
c_don_portage_adj                     ;Terek   ;Terekian;;Don Portagian
c_don_portage_adj_alan                ;        ;Terkian;;
c_don_portage_adj_armenian            ;        ;Armian;;
c_don_portage_adj_bohemian            ;        ;Terkan;;
c_don_portage_adj_bosnian             ;        ;Terkan;;
c_don_portage_adj_bulgarian           ;        ;Terkan;;
c_don_portage_adj_carantanian         ;        ;Terkan;;
c_don_portage_adj_croatian            ;        ;Terkan;;
c_don_portage_adj_georgian            ;        ;Lomekian;;
c_don_portage_adj_kasogi              ;        ;Terchian;;
c_don_portage_adj_slovieni            ;        ;Terkan;;
c_don_portage_adj_polish              ;        ;Terkan;;
c_don_portage_adj_pommeranian         ;        ;Terkan;;
c_don_portage_adj_russian             ;        ;Terk;;
c_don_portage_adj_serbian             ;        ;Terkan;;
c_dongloa_adj                         ;        ;Dongloan;;
c_dongola_adj                         ;        ;Dongolan;;
c_donjikraji_adj                      ;        ;Donji Krajian;;
c_dorogobuzh_adj                      ;Dorogobuzh;Dorogobuž;;Dorogobuzhian
c_dorostotum_adj                      ;Preslav ;Preslavan;;Dorostotumian
c_dorostotum_adj_alan                 ;Silistra;Durostolan;;
c_dorostotum_adj_arberian             ;Silistra;Durostolan;;
c_dorostotum_adj_armenian             ;Silistra;Durostolan;;
c_dorostotum_adj_georgian             ;Silistra;Durostolan;;
c_dorostotum_adj_greek                ;Silistra;Durostolan;;
c_dorostotum_adj_oghuz                ;        ;Stambolukan;;
c_dorostotum_adj_turkish              ;        ;Stambolukan;;
c_dorostotum_adj_turkmen              ;        ;Stambolukan;;
c_dorset_adj                          ;Dorset  ;Dorsetian;;Dorsetian
c_dorset_adj_breton                   ;Dorchester;Durnacan;;
c_dorset_adj_cornish                  ;Dorchester;Durnacan;;
c_dorset_adj_cumbric                  ;Dorchester;Durnacan;;
c_dorset_adj_danish                   ;        ;Dornsætr;;
c_dorset_adj_gothic                   ;        ;Dornsætr;;
c_dorset_adj_icelandic                ;        ;Dornsætr;;
c_dorset_adj_irish                    ;Dorchester;Durnacan;;
c_dorset_adj_norse                    ;        ;Dornsætr;;
c_dorset_adj_norsegaelic              ;        ;Dornsætr;;
c_dorset_adj_norwegian                ;        ;Dornsætr;;
c_dorset_adj_saxon                    ;        ;Dornsætisc;;
c_dorset_adj_scottish                 ;Dorchester;Durnacan;;
c_dorset_adj_swedish                  ;        ;Dornsætr;;
c_dorset_adj_welsh                    ;Dorchester;Durnacan;;
c_dorylaion_adj_andalusian_arabic     ;        ;Daruliyyan;;
c_dorylaion_adj_bedouin_arabic        ;        ;Daruliyyan;;
c_dorylaion_adj_central_italian       ;        ;Dorylean;;
c_dorylaion_adj_corsican              ;        ;Dorylean;;
c_dorylaion_adj_dalmatian             ;        ;Dorylean;;
c_dorylaion_adj_egyptian_arabic       ;        ;Daruliyyan;;
c_dorylaion_adj_frankish              ;        ;Doryléan;;
c_dorylaion_adj_italian               ;        ;Dorylean;;
c_dorylaion_adj_levantine_arabic      ;        ;Daruliyyan;;
c_dorylaion_adj_ligurian              ;        ;Dorylean;;
c_dorylaion_adj_maghreb_arabic        ;        ;Daruliyyan;;
c_dorylaion_adj_neapolitan            ;        ;Dorylean;;
c_dorylaion_adj_norman                ;        ;Doryléan;;
c_dorylaion_adj_oghuz                 ;Kütahya ;Kütahiyan;;
c_dorylaion_adj_sardinian             ;        ;Dorylean;;
c_dorylaion_adj_sicilian              ;        ;Dorylean;;
c_dorylaion_adj_southern_italian      ;        ;Dorylean;;
c_dorylaion_adj_turkish               ;Kütahya ;Kütahiyan;;
c_dorylaion_adj_turkmen               ;Kütahya ;Kütahiyan;;
c_dorylaion_adj_tuscan                ;        ;Dorylean;;
c_dorylaion_adj_venetian              ;        ;Dorylean;;
c_dovadola_adj                        ;        ;Dovadola;;
c_draa_adj                            ;Draa    ;Dra'í;;Draanian
c_dreux_adj                           ;        ;Dreuxan;;
c_druck_adj                           ;        ;Drutsk;;
c_dunbar_adj                          ;Berwick ;Berwickeach;;Dunbarian
c_dunbreatainn_adj                    ;        ;Lennoxeach;;
c_dunphris_adj                        ;        ;Srath Anann;;
c_duqm_adj                            ;Duqm    ;Duqm;;Nizwian
c_durham_adj                          ;Durham  ;Durhamish;;Durhamian
c_durham_adj_danish                   ;Durham  ;Dunholmr;;Dunholmer
c_durham_adj_gothic                   ;        ;Dunholmr;;
c_durham_adj_icelandic                ;        ;Dunholmr;;
c_durham_adj_norman                   ;        ;Duresmean;;
c_durham_adj_norse                    ;Durham  ;Dunholmr;;Dunholmer
c_durham_adj_norsegaelic              ;        ;Dunholmr;;
c_durham_adj_norwegian                ;Durham  ;Dunholmr;;Dunholmer
c_durham_adj_saxon                    ;        ;Dunholmisc;;
c_durham_adj_swedish                  ;Durham  ;Dunholmr;;Dunholmer
c_duvzare_adj                         ;        ;Duvzarish;;
c_dwin_adj_andalusian_arabic          ;        ;Dabilian;;
c_dwin_adj_bedouin_arabic             ;        ;Dabilian;;
c_dwin_adj_egyptian_arabic            ;        ;Dabilian;;
c_dwin_adj_greek                      ;        ;Doúbian;;
c_dwin_adj_levantine_arabic           ;        ;Dabilian;;
c_dwin_adj_maghreb_arabic             ;        ;Dabilian;;
c_dwin_adj_oghuz                      ;Yerevanian;Erivani;;
c_dwin_adj_sicilian_arabic            ;        ;Dabilian;;
c_dwin_adj_turkish                    ;Yerevanian;Erivani;;
c_dwin_adj_turkmen                    ;Yerevanian;Erivani;;
c_dyfed_adj                           ;Dyfed   ;Dyfedeg;;Dyfedian
c_dyrrachion_adj                      ;Dyrrachium;Dyrrachian;;Dyrrachian
c_dyrrachion_adj_arberian             ;Dürres  ;Dürresian;;
c_dyrrachion_adj_bulgarian            ;Dürres  ;Dracian;;
c_dyrrachion_adj_central_italian      ;Durazzo ;Durazzian;;
c_dyrrachion_adj_corsican             ;Durazzo ;Durazzian;;
c_dyrrachion_adj_dalmatian            ;Durazzo ;Durazzian;;
c_dyrrachion_adj_italian              ;Durazzo ;Durazzian;;
c_dyrrachion_adj_ligurian             ;Durazzo ;Durazzian;;
c_dyrrachion_adj_neapolitan           ;Durazzo ;Durazzian;;
c_dyrrachion_adj_oghuz                ;Dürres  ;Diraçi;;
c_dyrrachion_adj_sardinian            ;Durazzo ;Durazzian;;
c_dyrrachion_adj_serbian              ;Dürres  ;Dracian;;
c_dyrrachion_adj_sicilian             ;Durazzo ;Durazzian;;
c_dyrrachion_adj_southern_italian     ;Durazzo ;Durazzian;;
c_dyrrachion_adj_turkish              ;Dürres  ;Diraçi;;
c_dyrrachion_adj_turkmen              ;Dürres  ;Diraçi;;
c_dyrrachion_adj_tuscan               ;Durazzo ;Durazzian;;
c_dyrrachion_adj_venetian             ;Durazzo ;Durazzian;;
c_dzopk_adj                           ;Sophenian;Dzopkian;;
c_dzopk_adj_andalusian_arabic         ;        ;Šimšati;;
c_dzopk_adj_bedouin_arabic            ;        ;Šimšati;;
c_dzopk_adj_egyptian_arabic           ;        ;Šimšati;;
c_dzopk_adj_greek                     ;        ;Arsamosatonian;;
c_dzopk_adj_kurdish                   ;Ergani  ;Erxenîan;;
c_dzopk_adj_levantine_arabic          ;        ;Šimšati;;
c_dzopk_adj_maghreb_arabic            ;        ;Šimšati;;
c_dzopk_adj_oghuz                     ;Bingöl  ;Osmaniyan;;
c_dzopk_adj_sicilian_arabic           ;        ;Šimšati;;
c_dzopk_adj_turkish                   ;Bingöl  ;Osmaniyan;;
c_dzopk_adj_turkmen                   ;Bingöl  ;Osmaniyan;;
c_eastern_skane_adj                   ;Eastern Scanian;Østær Skanskr;;
c_edessa_adj_andalusian_arabic        ;        ;Ruhan;;
c_edessa_adj_bedouin_arabic           ;        ;Ruhan;;
c_edessa_adj_egyptian_arabic          ;        ;Ruhan;;
c_edessa_adj_kurdish                  ;Urfan   ;Rihan;;
c_edessa_adj_levantine_arabic         ;        ;Ruhan;;
c_edessa_adj_maghreb_arabic           ;        ;Ruhan;;
c_edessa_adj_masmuda                  ;        ;Ruhan;;
c_edessa_adj_oghuz                    ;Urfan   ;Urfan;;
c_edessa_adj_sanhaja                  ;        ;Ruhan;;
c_edessa_adj_sicilian_arabic          ;        ;Ruhan;;
c_edessa_adj_tagelmust                ;        ;Ruhan;;
c_edessa_adj_tuareg                   ;        ;Ruhan;;
c_edessa_adj_turkish                  ;Urfan   ;Urfan;;
c_edessa_adj_turkmen                  ;Urfan   ;Urfan;;
c_edessa_adj_zanata                   ;        ;Ruhan;;
c_eivissa_adj                         ;Ibizan  ;Ibicenca;;
c_el_arish_adj_greek                  ;        ;Pelousian;;
c_el_rif_adj                          ;Rif     ;Rífí;;El Rifian
c_elgolea_adj                         ;        ;Qulayí;;
c_ely_adj                             ;Ely     ;Elyian;;
c_epeiros_adj_arberian                ;        ;Epirian;;
c_epeiros_adj_central_italian         ;        ;Epirote;;
c_epeiros_adj_corsican                ;        ;Epirote;;
c_epeiros_adj_dalmatian               ;        ;Epirote;;
c_epeiros_adj_greek                   ;Lepanto ;Epirote;;
c_epeiros_adj_italian                 ;        ;Epirote;;
c_epeiros_adj_ligurian                ;        ;Epirote;;
c_epeiros_adj_neapolitan              ;        ;Epirote;;
c_epeiros_adj_oghuz                   ;Ioannina;Yanyán;;
c_epeiros_adj_pecheneg                ;Ioannina;Yanyán;;
c_epeiros_adj_sardinian               ;        ;Epirote;;
c_epeiros_adj_sicilian                ;        ;Epirote;;
c_epeiros_adj_southern_italian        ;        ;Epirote;;
c_epeiros_adj_turkish                 ;Ioannina;Yanyán;;
c_epeiros_adj_turkmen                 ;Ioannina;Yanyán;;
c_epeiros_adj_tuscan                  ;        ;Epirote;;
c_epeiros_adj_venetian                ;        ;Epirote;;
c_ephesos_adj                         ;Ionian  ;Ionían;;Ephesosian
c_ephesos_adj_oghuz                   ;Aydinid ;Aydinian;;
c_ephesos_adj_turkish                 ;Aydinid ;Aydinian;;
c_ephesos_adj_turkmen                 ;Aydinid ;Aydinian;;
c_eppenstein_adj                      ;        ;Eppenstein;;
c_erbil_adj                           ;        ;Erbilian;;
c_erbil_adj_andalusian_arabic         ;        ;Arbilian;;
c_erbil_adj_assyrian                  ;        ;Arbelian;;
c_erbil_adj_bedouin_arabic            ;        ;Arbilian;;
c_erbil_adj_egyptian_arabic           ;        ;Arbilian;;
c_erbil_adj_greek                     ;        ;Arbelian;;
c_erbil_adj_levantine_arabic          ;        ;Arbilian;;
c_erbil_adj_maghreb_arabic            ;        ;Arbilian;;
c_erbil_adj_sicilian_arabic           ;        ;Arbilian;;
c_essex_adj                           ;Essex   ;Essexish;;Essexian
c_essex_adj_breton                    ;Colchester;Colunian;;
c_essex_adj_cornish                   ;Colchester;Colunian;;
c_essex_adj_cumbric                   ;Colchester;Colunian;;
c_essex_adj_danish                    ;        ;Austseaxr;;
c_essex_adj_gothic                    ;        ;Austseaxr;;
c_essex_adj_icelandic                 ;        ;Austseaxr;;
c_essex_adj_irish                     ;Colchester;Colunian;;
c_essex_adj_norse                     ;        ;Austseaxr;;
c_essex_adj_norsegaelic               ;        ;Austseaxr;;
c_essex_adj_norwegian                 ;        ;Austseaxr;;
c_essex_adj_saxon                     ;        ;Eastseaxna;;
c_essex_adj_scottish                  ;Colchester;Colunian;;
c_essex_adj_swedish                   ;        ;Austseaxr;;
c_essex_adj_welsh                     ;Colchester;Colunian;;
c_este_adj                            ;        ;Este;;
c_esztergom_adj                       ;Visegrád;Visegrádian;;Esztergomian
c_euboia_adj_catalan                  ;        ;Nigrepontian;;
c_euboia_adj_central_italian          ;        ;Negropontian;;
c_euboia_adj_corsican                 ;        ;Negropontian;;
c_euboia_adj_dalmatian                ;        ;Negropontian;;
c_euboia_adj_frankish                 ;        ;Negrepontian;;
c_euboia_adj_greek                    ;        ;Euriposian;;
c_euboia_adj_italian                  ;        ;Negropontian;;
c_euboia_adj_ligurian                 ;        ;Negropontian;;
c_euboia_adj_neapolitan               ;        ;Negropontian;;
c_euboia_adj_norman                   ;        ;Negrepontian;;
c_euboia_adj_oghuz                    ;        ;Egribozian;;
c_euboia_adj_pecheneg                 ;        ;Egribozian;;
c_euboia_adj_sardinian                ;        ;Negropontian;;
c_euboia_adj_sicilian                 ;        ;Negropontian;;
c_euboia_adj_southern_italian         ;        ;Negropontian;;
c_euboia_adj_turkish                  ;        ;Egribozian;;
c_euboia_adj_turkmen                  ;        ;Egribozian;;
c_euboia_adj_tuscan                   ;        ;Negropontian;;
c_euboia_adj_venetian                 ;        ;Negropontian;;
c_eukhaita_adj                        ;        ;Euchaitan;;
c_eukhaita_adj_oghuz                  ;        ;Çorumian;;
c_eukhaita_adj_turkish                ;        ;Çorumian;;
c_eukhaita_adj_turkmen                ;        ;Çorumian;;
c_everstein_adj                       ;        ;Everstein;;
c_famagusta_adj                       ;Famagusta;Ammokhostian;;Famagustian
c_famagusta_adj_central_italian       ;        ;Famagostan;;
c_famagusta_adj_corsican              ;        ;Famagostan;;
c_famagusta_adj_dalmatian             ;        ;Famagostan;;
c_famagusta_adj_frankish              ;        ;Famagoustan;;
c_famagusta_adj_italian               ;        ;Famagostan;;
c_famagusta_adj_ligurian              ;        ;Famagostan;;
c_famagusta_adj_neapolitan            ;        ;Famagostan;;
c_famagusta_adj_norman                ;        ;Famagoustan;;
c_famagusta_adj_oghuz                 ;        ;Magusan;;
c_famagusta_adj_sardinian             ;        ;Famagostan;;
c_famagusta_adj_sicilian              ;        ;Famagostan;;
c_famagusta_adj_southern_italian      ;        ;Famagostan;;
c_famagusta_adj_turkish               ;        ;Magusan;;
c_famagusta_adj_turkmen               ;        ;Magusan;;
c_famagusta_adj_tuscan                ;        ;Famagostan;;
c_famagusta_adj_venetian              ;        ;Famagostan;;
c_fayyum_adj                          ;        ;Fayyúmí;;
c_fayyum_adj_greek                    ;        ;Arsinoan;;
c_feher_adj                           ;Fehér   ;Fehérian;;Feherian
c_feher_adj_german                    ;Alba Iulia;Weißenburgish;;
c_feher_adj_low_german                ;Alba Iulia;Weyssenburgish;;
c_feher_adj_romanian                  ;Alsó-Fehér;Alba de Josan;;
c_fejer_adj                           ;Fejér   ;Fejérian;;Fejerian
c_ferrara_adj                         ;Rovigo  ;Rovigo;;Ferrarian
c_fes_adj                             ;Fez     ;Fásí;;Fesian
c_fife_adj                            ;Fife    ;Fifeach;;Fifenian
c_figuig_adj                          ;Figuig  ;Figuigí;;Tendaran
c_finale_adj                          ;Finale  ;Finale;;
c_finnmark_adj                        ;Rødøy   ;Finnr;;Finnmarkian
c_finnveden_adj                       ;Finnveden;Finnvedenr;;Finnvedian
c_firenze_adj                         ;Florentine;Firenze;;Florentine
c_fjadrundaland_adj                   ;        ;Fjädrundalandr;;
c_foerde_adj                          ;        ;Firðir;;
c_foggia_adj                          ;Monte Sant’Angelo;Monte Sant Angelo;;Foggian
c_fondi_adj                           ;        ;Fondi;;
c_forcalquier_adj                     ;Forcalquier;Forcalquier;;Forcalquierian
c_frignano_adj                        ;        ;Frignano;;
c_frisia_adj                          ;Frisian ;Frisia;;Frisian
c_fuerteventura_adj                   ;        ;Fuerteventura;;
c_fuerteventura_adj_zanata            ;        ;Mahãr-at;;
c_furstenberg_adj                     ;Fürstenbergian;Fürstenberg;;Fürstenbergian
c_fyn_adj                             ;Funen   ;Fyunr;;Fynian
c_gabes_adj                           ;Gabès   ;Qábisí;;Gabesian
c_gabes_adj_greek                     ;        ;Tacapian;;
c_gabes_adj_roman                     ;        ;Tacapaian;;
c_gabiyaha_adj                        ;Nastarawa;Nastaráwí;;Gabiyahan
c_gabiyaha_adj_central_italian        ;Rosetta ;Rosettan;;
c_gabiyaha_adj_corsican               ;Rosetta ;Rosettan;;
c_gabiyaha_adj_dalmatian              ;Rosetta ;Rosettan;;
c_gabiyaha_adj_frankish               ;Rosetta ;Rosettan;;
c_gabiyaha_adj_greek                  ;Rosetta ;Bolbitinan;;
c_gabiyaha_adj_italian                ;Rosetta ;Rosettan;;
c_gabiyaha_adj_ligurian               ;Rosetta ;Rosettan;;
c_gabiyaha_adj_neapolitan             ;Rosetta ;Rosettan;;
c_gabiyaha_adj_norman                 ;Rosetta ;Rosettan;;
c_gabiyaha_adj_sardinian              ;Rosetta ;Rosettan;;
c_gabiyaha_adj_sicilian               ;Rosetta ;Rosettan;;
c_gabiyaha_adj_southern_italian       ;Rosetta ;Rosettan;;
c_gabiyaha_adj_tuscan                 ;Rosetta ;Rosettan;;
c_gabiyaha_adj_venetian               ;Rosetta ;Rosettan;;
c_galam_adj                           ;        ;Galamí;;
c_galatia_adj_frankish                ;        ;Galatian;;
c_galatia_adj_norman                  ;        ;Galatian;;
c_galatia_adj_oghuz                   ;Yozgat  ;Bozokan;;
c_galatia_adj_turkish                 ;Yozgat  ;Bozokan;;
c_galatia_adj_turkmen                 ;Yozgat  ;Bozokan;;
c_galich_adj                          ;Halychian;Galich;;Galichian
c_galich_mersky_adj                   ;Galich  ;Galich Merskiy;;Galich Merskyian
c_galindia_adj                        ;Galindian;Galindian;;Galindian
c_gallaibh_adj                        ;        ;Gallaibheach;;
c_galloway_adj                        ;Galloway;Gall Ghaidheal;;Gallowayan
c_gallura_adj                         ;Gallurese;Gallura;;Gallurese
c_gangra_adj                          ;        ;Gangrian;;
c_gangra_adj_oghuz                    ;        ;Çankiran;;
c_gangra_adj_turkish                  ;        ;Çankiran;;
c_gangra_adj_turkmen                  ;        ;Çankiran;;
c_gao_adj                             ;Gao     ;Gaan;;Gaoan
c_gardman_adj                         ;        ;Gardmani;;
c_gatinas_adj                         ;        ;Gâtinais;;
c_gavi_adj                            ;        ;Bobbio;;
c_gelre_adj                           ;Wassenberg;Wassenberg;;Gelrian
c_gemer_adj                           ;Gyõr    ;Gyõrian;;Gemerian
c_geneve_adj                          ;Genevan ;Geneve;;Genevan
c_genoa_adj                           ;Genoese ;Genoa;;Genoese
c_ghadames_adj                        ;        ;Ghadamísí;;
c_ghana_adj                           ;Ghanaian;Hodhí;;Wagadunian
c_ghat_adj                            ;        ;Ghátí;;
c_ghazali_adj                         ;        ;Ghazali;;
c_gibelet_adj                         ;Byblian ;Gibletian;;
c_gibelet_adj_andalusian_arabic       ;        ;Jebailan;;
c_gibelet_adj_bedouin_arabic          ;        ;Jebailan;;
c_gibelet_adj_egyptian_arabic         ;        ;Jebailan;;
c_gibelet_adj_greek                   ;        ;Byblian;;
c_gibelet_adj_levantine_arabic        ;        ;Jebailan;;
c_gibelet_adj_maghreb_arabic          ;        ;Jebailan;;
c_gibelet_adj_masmuda                 ;        ;Jebailan;;
c_gibelet_adj_sanhaja                 ;        ;Jebailan;;
c_gibelet_adj_sicilian_arabic         ;        ;Jebailan;;
c_gibelet_adj_tagelmust               ;        ;Jebailan;;
c_gibelet_adj_tuareg                  ;        ;Jebailan;;
c_gibelet_adj_zanata                  ;        ;Jebailan;;
c_girona_adj                          ;Gironan ;Gerundense;;
c_gizeh_adj                           ;Giza    ;Gízí;;Faiyuman
c_gizeh_adj_greek                     ;Memphis ;Memphian;;
c_glamorgan_adj                       ;Glywysing;Glywysingeg;;Glamorganian
c_gleiberg_adj                        ;        ;Gleiberg;;
c_glogow_adj                          ;        ;Glogów;;
c_gloucester_adj                      ;Gloucestershire;Gloucestershirean;;Gloucesterian
c_gloucester_adj_breton               ;        ;Glouian;;
c_gloucester_adj_cornish              ;        ;Glouian;;
c_gloucester_adj_cumbric              ;        ;Glouian;;
c_gloucester_adj_danish               ;        ;Gleawcesterir;;
c_gloucester_adj_gothic               ;        ;Gleawcesterir;;
c_gloucester_adj_icelandic            ;        ;Gleawcesterir;;
c_gloucester_adj_irish                ;        ;Glouian;;
c_gloucester_adj_norse                ;        ;Gleawcesterir;;
c_gloucester_adj_norsegaelic          ;        ;Gleawcesterir;;
c_gloucester_adj_norwegian            ;        ;Gleawcesterir;;
c_gloucester_adj_saxon                ;        ;Gleawcesterisc;;
c_gloucester_adj_scottish             ;        ;Glouian;;
c_gloucester_adj_swedish              ;        ;Gleawcesterir;;
c_gloucester_adj_welsh                ;        ;Glouian;;
c_gnieznienskie_adj                   ;Gniezno ;Gniezno;;Naklan
c_gobir_adj                           ;Gobir   ;Gobiri;;Gobirian
c_goghtn_adj                          ;        ;Goghtnian;;
c_goghtn_adj_andalusian_arabic        ;Nakhchivanian;Nashawan;;
c_goghtn_adj_bedouin_arabic           ;Nakhchivanian;Nashawan;;
c_goghtn_adj_egyptian_arabic          ;Nakhchivanian;Nashawan;;
c_goghtn_adj_greek                    ;Nakhchivanian;Naxouanan;;
c_goghtn_adj_levantine_arabic         ;Nakhchivanian;Nashawan;;
c_goghtn_adj_maghreb_arabic           ;Nakhchivanian;Nashawan;;
c_goghtn_adj_sicilian_arabic          ;Nakhchivanian;Nashawan;;
c_gojjam_adj                          ;Gojjam  ;Gojjami;;Gojjam
c_gomel_adj                           ;        ;Gomiy;;
c_gorodez_adj                         ;Gorodets;Radilov;;Gorodetsian
c_gorz_adj                            ;        ;Görz;;
c_gottingen_adj                       ;Northeim;Northeim;;Paderborner
c_gowrie_adj                          ;Gowrie  ;Gowrieach;;Gowrian
c_graisivaudan_adj                    ;        ;Graisvaudan;;
c_grassland_cheremisa_adj             ;Vetlugan;Vütlan;;Kerzhenetsian
c_grassland_cheremisa_adj_bohemian    ;        ;Vetlugan;;
c_grassland_cheremisa_adj_bosnian     ;        ;Vetlugan;;
c_grassland_cheremisa_adj_bulgarian   ;        ;Vetlugan;;
c_grassland_cheremisa_adj_carantanian ;        ;Vetlugan;;
c_grassland_cheremisa_adj_croatian    ;        ;Vetlugan;;
c_grassland_cheremisa_adj_slovieni    ;        ;Vetlugan;;
c_grassland_cheremisa_adj_polish      ;        ;Vetlugan;;
c_grassland_cheremisa_adj_pommeranian ;        ;Vetlugan;;
c_grassland_cheremisa_adj_russian     ;        ;Vetlugan;;
c_grassland_cheremisa_adj_serbian     ;        ;Vetlugan;;
c_gravina_adj                         ;        ;Gravina;;
c_groitzsch_adj                       ;        ;Groitzsch;;
c_gruyere_adj                         ;        ;Gruyère;;
c_guadalajara_adj                     ;Guadalajaran;Guadalajareña;;
c_gudbrandzdalar_adj                  ;        ;Guðbrandzdœlir;;
c_gudensberg_adj                      ;        ;Gudensberg;;
c_guipuzcoa_adj                       ;Gipuzkoan;Guipuzcoano;;
c_gurma_adj                           ;Ouagadougou;Wagadougí;;Gurman
c_gutzkow_adj                         ;        ;Gützkow;;
c_gwent_adj                           ;Gwent   ;Gwenteg;;Gwentian
c_gwynedd_adj                         ;Gwynedd ;Gwyneddeg;;Gwyneddian
c_gwyr_adj                            ;        ;Gwyreg;;
c_haband_adj                          ;        ;Habandian;;
c_hainaut_adj                         ;Mons    ;Mons;;Hainautian
c_hajar_adj                           ;Nizwa   ;Nizwa;;Suhárian
c_halland_adj                         ;Southern Halland;Syndræ Hallandr;;Hallander
c_halogaland_adj                      ;Herøy   ;Hálogalandr;;Hålogalander
c_hama_adj_greek                      ;        ;Epiphanian;;
c_hamaland_adj                        ;        ;Hamaland;;
c_hamburg_adj                         ;Stormarn;Stormarn;;Hamburgian
c_hanau_adj                           ;        ;Hanau;;
c_hanyan_adj                          ;Honaine ;Hunayní;;Yalálan
c_harran_adj                          ;        ;Harranan;;
c_harran_adj_greek                    ;        ;Karraian;;
c_hazart_adj                          ;        ;Hazartian;;
c_hazart_adj_andalusian_arabic        ;        ;Azazan;;
c_hazart_adj_bedouin_arabic           ;        ;Azazan;;
c_hazart_adj_egyptian_arabic          ;        ;Azazan;;
c_hazart_adj_levantine_arabic         ;        ;Azazan;;
c_hazart_adj_maghreb_arabic           ;        ;Azazan;;
c_hazart_adj_sicilian_arabic          ;        ;Azazan;;
c_hebron_adj_andalusian_arabic        ;        ;Khailan;;
c_hebron_adj_bedouin_arabic           ;        ;Khailan;;
c_hebron_adj_egyptian_arabic          ;        ;Khailan;;
c_hebron_adj_greek                    ;        ;Hebrónan;;
c_hebron_adj_levantine_arabic         ;        ;Khailan;;
c_hebron_adj_maghreb_arabic           ;        ;Khailan;;
c_hebron_adj_masmuda                  ;        ;Khailan;;
c_hebron_adj_sanhaja                  ;        ;Khailan;;
c_hebron_adj_sicilian_arabic          ;        ;Khailan;;
c_hebron_adj_tagelmust                ;        ;Khailan;;
c_hebron_adj_tuareg                   ;        ;Khailan;;
c_hebron_adj_zanata                   ;        ;Khailan;;
c_hedmark_adj                         ;Hedmark ;Heiðmørkr;;Østerdøling
c_helfenstein_adj                     ;        ;Helfenstein;;
c_hellas_adj_central_italian          ;Lepanto ;Lepantian;;
c_hellas_adj_corsican                 ;Lepanto ;Lepantian;;
c_hellas_adj_dalmatian                ;Lepanto ;Lepantian;;
c_hellas_adj_greek                    ;Aetolian;Aiotolian;;
c_hellas_adj_italian                  ;Lepanto ;Lepantian;;
c_hellas_adj_ligurian                 ;Lepanto ;Lepantian;;
c_hellas_adj_neapolitan               ;Lepanto ;Lepantian;;
c_hellas_adj_oghuz                    ;Inebahti;Inebahtian;;
c_hellas_adj_pecheneg                 ;Inebahti;Inebahtian;;
c_hellas_adj_sardinian                ;Lepanto ;Lepantian;;
c_hellas_adj_sicilian                 ;Lepanto ;Lepantian;;
c_hellas_adj_southern_italian         ;Lepanto ;Lepantian;;
c_hellas_adj_turkish                  ;Inebahti;Inebahtian;;
c_hellas_adj_turkmen                  ;Inebahti;Inebahtian;;
c_hellas_adj_tuscan                   ;Lepanto ;Lepantian;;
c_hellas_adj_venetian                 ;Lepanto ;Lepantian;;
c_henneberg_adj                       ;        ;Henneberg;;
c_herakleia_adj_central_italian       ;        ;Heraclean;;
c_herakleia_adj_corsican              ;        ;Heraclean;;
c_herakleia_adj_dalmatian             ;        ;Heraclean;;
c_herakleia_adj_frankish              ;        ;Héracléan;;
c_herakleia_adj_italian               ;        ;Heraclean;;
c_herakleia_adj_ligurian              ;        ;Heraclean;;
c_herakleia_adj_neapolitan            ;        ;Heraclean;;
c_herakleia_adj_norman                ;        ;Héracléan;;
c_herakleia_adj_oghuz                 ;        ;Ereglian;;
c_herakleia_adj_sardinian             ;        ;Heraclean;;
c_herakleia_adj_sicilian              ;        ;Heraclean;;
c_herakleia_adj_southern_italian      ;        ;Heraclean;;
c_herakleia_adj_turkish               ;        ;Ereglian;;
c_herakleia_adj_turkmen               ;        ;Ereglian;;
c_herakleia_adj_tuscan                ;        ;Heraclean;;
c_herakleia_adj_venetian              ;        ;Heraclean;;
c_hereford_adj                        ;Herefordshire;Herefordshirean;;Herefordian
c_hereford_adj_breton                 ;Ergyng  ;Ergyngian;;
