#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
#Bohemia,,,,,,,,,,,,,,;;;;
c_kaneia_adj_sicilian                 ;        ;Canean;;
c_kaneia_adj_italian                  ;        ;Canean;;
c_kaneia_adj_oghuz                    ;        ;Hanyan;;
c_kaneia_adj_turkmen                  ;        ;Hanyan;;
c_kaneia_adj_turkish                  ;        ;Hanyan;;
c_kaneia_adj_bedouin_arabic           ;        ;Hanimian;;
c_kaneia_adj_maghreb_arabic           ;        ;Hanimian;;
c_kaneia_adj_levantine_arabic         ;        ;Hanimian;;
c_kaneia_adj_egyptian_arabic          ;        ;Hanimian;;
c_kaneia_adj_andalusian_arabic        ;        ;Hanimian;;
c_chandax_adj                         ;Heraklion;Khándaxan;;Chandaxian
c_chandax_adj_dalmatian               ;        ;Candian;;
c_chandax_adj_venetian                ;        ;Candian;;
c_chandax_adj_ligurian                ;        ;Candian;;
c_chandax_adj_central_italian         ;        ;Candian;;
c_chandax_adj_southern_italian        ;        ;Candian;;
c_chandax_adj_tuscan                  ;        ;Candian;;
c_chandax_adj_neapolitan              ;        ;Candian;;
c_chandax_adj_corsican                ;        ;Candian;;
c_chandax_adj_sardinian               ;        ;Candian;;
c_chandax_adj_sicilian                ;        ;Candian;;
c_chandax_adj_italian                 ;Heraklion;Candian;;Gortynian
c_chandax_adj_frankish                ;        ;Candian;;
c_chandax_adj_norman                  ;        ;Candian;;
c_chandax_adj_oghuz                   ;        ;Kandiyan;;
c_chandax_adj_turkmen                 ;        ;Kandiyan;;
c_chandax_adj_turkish                 ;        ;Kandiyan;;
c_chandax_adj_bedouin_arabic          ;        ;Khandaqi;;
c_chandax_adj_maghreb_arabic          ;        ;Khandaqi;;
c_chandax_adj_levantine_arabic        ;        ;Khandaqi;;
c_chandax_adj_egyptian_arabic         ;        ;Khandaqi;;
c_chandax_adj_andalusian_arabic       ;        ;Khandaqi;;
##,Paphlagonia,,,,,,,,,,,,,;;;;
c_paphlagonia_adj_dalmatian           ;        ;Paphlagonian;;
c_paphlagonia_adj_venetian            ;        ;Paphlagonian;;
c_paphlagonia_adj_ligurian            ;        ;Paphlagonian;;
c_paphlagonia_adj_central_italian     ;        ;Paphlagonian;;
c_paphlagonia_adj_southern_italian    ;        ;Paphlagonian;;
c_paphlagonia_adj_tuscan              ;        ;Paphlagonian;;
c_paphlagonia_adj_neapolitan          ;        ;Paphlagonian;;
c_paphlagonia_adj_corsican            ;        ;Paphlagonian;;
c_paphlagonia_adj_sardinian           ;        ;Paphlagonian;;
c_paphlagonia_adj_sicilian            ;        ;Paphlagonian;;
c_paphlagonia_adj_italian             ;        ;Paphlagonian;;
c_paphlagonia_adj_frankish            ;        ;Paphlagonian;;
c_paphlagonia_adj_norman              ;        ;Paphlagonian;;
c_paphlagonia_adj_oghuz               ;Kastamonu;Kastamûniyyan;;
c_paphlagonia_adj_turkmen             ;Kastamonu;Kastamûniyyan;;
c_paphlagonia_adj_turkish             ;Kastamonu;Kastamûniyyan;;
c_amastris_adj                        ;        ;Amastrian;;
c_amastris_adj_oghuz                  ;        ;Amasran;;
c_amastris_adj_turkmen                ;        ;Amasran;;
c_amastris_adj_turkish                ;        ;Amasran;;
c_gangra_adj                          ;        ;Gangrian;;
c_gangra_adj_oghuz                    ;        ;Çankiran;;
c_gangra_adj_turkmen                  ;        ;Çankiran;;
c_gangra_adj_turkish                  ;        ;Çankiran;;
##,Boukellarion,,,,,,,,,,,,,;;;;
c_herakleia_adj_dalmatian             ;        ;Heraclean;;
c_herakleia_adj_venetian              ;        ;Heraclean;;
c_herakleia_adj_ligurian              ;        ;Heraclean;;
c_herakleia_adj_central_italian       ;        ;Heraclean;;
c_herakleia_adj_southern_italian      ;        ;Heraclean;;
c_herakleia_adj_tuscan                ;        ;Heraclean;;
c_herakleia_adj_neapolitan            ;        ;Heraclean;;
c_herakleia_adj_corsican              ;        ;Heraclean;;
c_herakleia_adj_sardinian             ;        ;Heraclean;;
c_herakleia_adj_sicilian              ;        ;Heraclean;;
c_herakleia_adj_italian               ;        ;Heraclean;;
c_herakleia_adj_frankish              ;        ;Héracléan;;
c_herakleia_adj_norman                ;        ;Héracléan;;
c_herakleia_adj_oghuz                 ;        ;Ereglian;;
c_herakleia_adj_turkmen               ;        ;Ereglian;;
c_herakleia_adj_turkish               ;        ;Ereglian;;
c_vithynion_adj                       ;Bolu    ;Bithynian;;
c_vithynion_adj_dalmatian             ;        ;Claudiopolitan;;
c_vithynion_adj_venetian              ;        ;Claudiopolitan;;
c_vithynion_adj_ligurian              ;        ;Claudiopolitan;;
c_vithynion_adj_central_italian       ;        ;Claudiopolitan;;
c_vithynion_adj_southern_italian      ;        ;Claudiopolitan;;
c_vithynion_adj_tuscan                ;        ;Claudiopolitan;;
c_vithynion_adj_neapolitan            ;        ;Claudiopolitan;;
c_vithynion_adj_corsican              ;        ;Claudiopolitan;;
c_vithynion_adj_sardinian             ;        ;Claudiopolitan;;
c_vithynion_adj_sicilian              ;        ;Claudiopolitan;;
c_vithynion_adj_italian               ;        ;Claudiopolitan;;
c_vithynion_adj_frankish              ;        ;Claudiopolitan;;
c_vithynion_adj_norman                ;        ;Claudiopolitan;;
c_vithynion_adj_oghuz                 ;        ;Bôlîan;;
c_vithynion_adj_turkmen               ;        ;Bôlîan;;
c_vithynion_adj_turkish               ;        ;Bôlîan;;
c_ankyra_adj_oghuz                    ;        ;Engüriyyan;;
c_ankyra_adj_turkmen                  ;        ;Engüriyyan;;
c_ankyra_adj_turkish                  ;        ;Engüriyyan;;
##,Samos,,,,,,,,,,,,,;;;;
c_adramyttion_adj                     ;Aeolian ;Aiolían;;
c_adramyttion_adj_oghuz               ;Edremit ;Edremitan;;
c_adramyttion_adj_turkmen             ;Edremit ;Edremitan;;
c_adramyttion_adj_turkish             ;Edremit ;Edremitan;;
c_ephesos_adj                         ;Ionian  ;Ionían;;Ephesosian
c_ephesos_adj_oghuz                   ;Aydinid ;Aydinian;;
c_ephesos_adj_turkmen                 ;Aydinid ;Aydinian;;
c_ephesos_adj_turkish                 ;Aydinid ;Aydinian;;
c_smyrna_adj_oghuz                    ;Izmir   ;Izmirian;;
c_smyrna_adj_turkmen                  ;Izmir   ;Izmirian;;
c_smyrna_adj_turkish                  ;Izmir   ;Izmirian;;
c_smyrna_adj_frankish                 ;        ;Smyrnian;;
c_smyrna_adj_norman                   ;        ;Smyrnian;;
##,Thracesia,,,,,,,,,,,,,;;;;
c_thyateira_adj                       ;Lydian  ;Lydian;;
c_thyateira_adj_oghuz                 ;Akhisar ;Ak Hisaran;;
c_thyateira_adj_turkmen               ;Akhisar ;Ak Hisaran;;
c_thyateira_adj_turkish               ;Akhisar ;Ak Hisaran;;
c_laodikeia_adj                       ;Carian  ;Karian;;Laodikeian
c_laodikeia_adj_dalmatian             ;Laodicean;Laodicean;;
c_laodikeia_adj_venetian              ;Laodicean;Laodicean;;
c_laodikeia_adj_ligurian              ;Laodicean;Laodicean;;
c_laodikeia_adj_central_italian       ;Laodicean;Laodicean;;
c_laodikeia_adj_southern_italian      ;Laodicean;Laodicean;;
c_laodikeia_adj_tuscan                ;Laodicean;Laodicean;;
c_laodikeia_adj_neapolitan            ;Laodicean;Laodicean;;
c_laodikeia_adj_corsican              ;Laodicean;Laodicean;;
c_laodikeia_adj_sardinian             ;Laodicean;Laodicean;;
c_laodikeia_adj_sicilian              ;Laodicean;Laodicean;;
c_laodikeia_adj_italian               ;Laodicean;Laodicean;;
c_laodikeia_adj_frankish              ;Laodicean;Laodicéan;;
c_laodikeia_adj_norman                ;Laodicean;Laodicéan;;
c_laodikeia_adj_oghuz                 ;Lâdik   ;Ladikian;;
c_laodikeia_adj_turkmen               ;Lâdik   ;Ladikian;;
c_laodikeia_adj_turkish               ;Lâdik   ;Ladikian;;
c_philadelphia_adj                    ;Alasehir;Philadelpheian;;
c_philadelphia_adj_dalmatian          ;        ;Philadelphean;;
c_philadelphia_adj_venetian           ;        ;Philadelphean;;
c_philadelphia_adj_ligurian           ;        ;Philadelphean;;
c_philadelphia_adj_central_italian    ;        ;Philadelphean;;
c_philadelphia_adj_southern_italian   ;        ;Philadelphean;;
c_philadelphia_adj_tuscan             ;        ;Philadelphean;;
c_philadelphia_adj_neapolitan         ;        ;Philadelphean;;
c_philadelphia_adj_corsican           ;        ;Philadelphean;;
c_phildelphia_adj_sardinian           ;        ;Philadelphean;;
c_philadelphia_adj_sicilian           ;        ;Philadelphean;;
c_philadelphia_adj_italian            ;        ;Philadelphean;;
c_philadelphia_adj_frankish           ;        ;Philadelphéan;;
c_philadelphia_adj_norman             ;        ;Philadelphéan;;
c_philadelphia_adj_oghuz              ;        ;Ala Šehiran;;
c_philadelphia_adj_turkmen            ;        ;Ala Šehiran;;
c_philadelphia_adj_turkish            ;        ;Ala Šehiran;;
##,Opsikon,,,,,,,,,,,,,;;;;
c_nikaea_adj_dalmatian                ;        ;Nicean;;
c_nikaea_adj_venetian                 ;        ;Nicean;;
c_nikaea_adj_ligurian                 ;        ;Nicean;;
c_nikaea_adj_central_italian          ;        ;Nicean;;
c_nikaea_adj_southern_italian         ;        ;Nicean;;
c_nikaea_adj_tuscan                   ;        ;Nicean;;
c_nikaea_adj_neapolitan               ;        ;Nicean;;
c_nikaea_adj_corsican                 ;        ;Nicean;;
c_nikaea_adj_sardinian                ;        ;Nicean;;
c_nikaea_adj_sicilian                 ;        ;Nicean;;
c_nikaea_adj_italian                  ;        ;Nicean;;
c_nikaea_adj_frankish                 ;        ;Nicéan;;
c_nikaea_adj_norman                   ;        ;Nicéan;;
c_nikaea_adj_oghuz                    ;Iznik   ;Iznikian;;
c_nikaea_adj_turkmen                  ;Iznik   ;Iznikian;;
c_nikaea_adj_turkish                  ;Iznik   ;Iznikian;;
c_nikaea_adj_bedouin_arabic           ;        ;Nîqîyan;;
c_nikaea_adj_maghreb_arabic           ;        ;Nîqîyan;;
c_nikaea_adj_levantine_arabic         ;        ;Nîqîyan;;
c_nikaea_adj_egyptian_arabic          ;        ;Nîqîyan;;
c_nikaea_adj_andalusian_arabic        ;        ;Nîqîyan;;
c_prusa_adj                           ;Bursa   ;Prousan;;Prusanian
c_prusa_adj_dalmatian                 ;        ;Prusian;;
c_prusa_adj_venetian                  ;        ;Prusian;;
c_prusa_adj_ligurian                  ;        ;Prusian;;
c_prusa_adj_central_italian           ;        ;Prusian;;
c_prusa_adj_southern_italian          ;        ;Prusian;;
c_prusa_adj_tuscan                    ;        ;Prusian;;
c_prusa_adj_neapolitan                ;        ;Prusian;;
c_prusa_adj_corsican                  ;        ;Prusian;;
c_prusa_adj_sardinian                 ;        ;Prusian;;
c_prusa_adj_sicilian                  ;        ;Prusian;;
c_prusa_adj_italian                   ;        ;Prusian;;
c_prusa_adj_frankish                  ;        ;Prusian;;
c_prusa_adj_norman                    ;        ;Prusian;;
c_prusa_adj_oghuz                     ;        ;Bursan;;
c_prusa_adj_turkmen                   ;        ;Bursan;;
c_prusa_adj_turkish                   ;        ;Bursan;;
c_sangarios_adj                       ;        ;Sangarian;;
c_sangarios_adj_oghuz                 ;        ;Sögütian;;
c_sangarios_adj_turkmen               ;        ;Sögütian;;
c_sangarios_adj_turkish               ;        ;Sögütian;;
c_akhyraous_adj                       ;Mysian  ;Mysian;;
c_akhyraous_adj_oghuz                 ;Karasid ;Karasian;;
c_akhyraous_adj_turkmen               ;Karasid ;Karasian;;
c_akhyraous_adj_turkish               ;Karasid ;Karasian;;
c_akhyraous_adj_frankish              ;        ;Mysian;;
c_akhyraous_adj_norman                ;        ;Mysian;;
c_dorylaion_adj_dalmatian             ;        ;Dorylean;;
c_dorylaion_adj_venetian              ;        ;Dorylean;;
c_dorylaion_adj_ligurian              ;        ;Dorylean;;
c_dorylaion_adj_central_italian       ;        ;Dorylean;;
c_dorylaion_adj_southern_italian      ;        ;Dorylean;;
c_dorylaion_adj_tuscan                ;        ;Dorylean;;
c_dorylaion_adj_neapolitan            ;        ;Dorylean;;
c_dorylaion_adj_corsican              ;        ;Dorylean;;
c_dorylaion_adj_sardinian             ;        ;Dorylean;;
c_dorylaion_adj_sicilian              ;        ;Dorylean;;
c_dorylaion_adj_italian               ;        ;Dorylean;;
c_dorylaion_adj_frankish              ;        ;Doryléan;;
c_dorylaion_adj_norman                ;        ;Doryléan;;
c_dorylaion_adj_oghuz                 ;Kütahya ;Kütahiyan;;
c_dorylaion_adj_turkmen               ;Kütahya ;Kütahiyan;;
c_dorylaion_adj_turkish               ;Kütahya ;Kütahiyan;;
c_dorylaion_adj_bedouin_arabic        ;        ;Daruliyyan;;
c_dorylaion_adj_maghreb_arabic        ;        ;Daruliyyan;;
c_dorylaion_adj_levantine_arabic      ;        ;Daruliyyan;;
c_dorylaion_adj_egyptian_arabic       ;        ;Daruliyyan;;
c_dorylaion_adj_andalusian_arabic     ;        ;Daruliyyan;;
##,Optimatoi,,,,,,,,,,,,,;;;;
c_nikomedia_adj_dalmatian             ;        ;Nicomedian;;
c_nikomedia_adj_venetian              ;        ;Nicomedian;;
c_nikomedia_adj_ligurian              ;        ;Nicomedian;;
c_nikomedia_adj_central_italian       ;        ;Nicomedian;;
c_nikomedia_adj_southern_italian      ;        ;Nicomedian;;
c_nikomedia_adj_tuscan                ;        ;Nicomedian;;
c_nikomedia_adj_neapolitan            ;        ;Nicomedian;;
c_nikomedia_adj_corsican              ;        ;Nicomedian;;
c_nikomedia_adj_sardinian             ;        ;Nicomedian;;
c_nikomedia_adj_sicilian              ;        ;Nicomedian;;
c_nikomedia_adj_italian               ;        ;Nicomedian;;
c_nikomedia_adj_frankish              ;        ;Nicomédian;;
c_nikomedia_adj_norman                ;        ;Nicomédian;;
c_nikomedia_adj_oghuz                 ;        ;Iznikmidian;;
c_nikomedia_adj_turkmen               ;        ;Iznikmidian;;
c_nikomedia_adj_turkish               ;        ;Iznikmidian;;
c_nikomedia_adj_bedouin_arabic        ;        ;Niqmûdiyan;;
c_nikomedia_adj_maghreb_arabic        ;        ;Niqmûdiyan;;
c_nikomedia_adj_levantine_arabic      ;        ;Niqmûdiyan;;
c_nikomedia_adj_egyptian_arabic       ;        ;Niqmûdiyan;;
c_nikomedia_adj_andalusian_arabic     ;        ;Niqmûdiyan;;
c_chrysopolis_adj                     ;        ;Skoutarian;;
c_chrysopolis_adj_dalmatian           ;        ;Crisopolitan;;
c_chrysopolis_adj_venetian            ;        ;Crisopolitan;;
c_chrysopolis_adj_ligurian            ;        ;Crisopolitan;;
c_chrysopolis_adj_central_italian     ;        ;Crisopolitan;;
c_chrysopolis_adj_southern_italian    ;        ;Crisopolitan;;
c_chrysopolis_adj_tuscan              ;        ;Crisopolitan;;
c_chrysopolis_adj_neapolitan          ;        ;Crisopolitan;;
c_chrysopolis_adj_corsican            ;        ;Crisopolitan;;
c_chrysopolis_adj_sardinian           ;        ;Crisopolitan;;
c_chrysopolis_adj_sicilian            ;        ;Crisopolitan;;
c_chrysopolis_adj_italian             ;        ;Crisopolitan;;
c_chrysopolis_adj_frankish            ;        ;Chrysopolitan;;
c_chrysopolis_adj_norman              ;        ;Chrysopolitan;;
c_chrysopolis_adj_oghuz               ;        ;Üsküdarian;;
c_chrysopolis_adj_turkmen             ;        ;Üsküdarian;;
c_chrysopolis_adj_turkish             ;        ;Üsküdarian;;
##,Cibyrrhaeot,,,,,,,,,,,,,;;;;
c_attaleia_adj_dalmatian              ;        ;Sattalian;;
c_attaleia_adj_venetian               ;        ;Sattalian;;
c_attaleia_adj_ligurian               ;        ;Sattalian;;
c_attaleia_adj_central_italian        ;        ;Sattalian;;
c_attaleia_adj_southern_italian       ;        ;Sattalian;;
c_attaleia_adj_tuscan                 ;        ;Sattalian;;
c_attaleia_adj_neapolitan             ;        ;Sattalian;;
c_attaleia_adj_corsican               ;        ;Sattalian;;
c_attaleia_adj_sardinian              ;        ;Sattalian;;
c_attaleia_adj_sicilian               ;        ;Sattalian;;
c_attaleia_adj_italian                ;        ;Sattalian;;
c_attaleia_adj_frankish               ;        ;Sattalian;;
c_attaleia_adj_norman                 ;        ;Sattalian;;
c_attaleia_adj_oghuz                  ;        ;Antâliyyan;;
c_attaleia_adj_turkmen                ;        ;Antâliyyan;;
c_attaleia_adj_turkish                ;        ;Atalyan;;
c_rhodos_adj_dalmatian                ;        ;Rodian;;
c_rhodos_adj_venetian                 ;        ;Rodian;;
c_rhodos_adj_ligurian                 ;        ;Rodian;;
c_rhodos_adj_central_italian          ;        ;Rodian;;
c_rhodos_adj_southern_italian         ;        ;Rodian;;
c_rhodos_adj_tuscan                   ;        ;Rodian;;
c_rhodos_adj_neapolitan               ;        ;Rodian;;
c_rhodos_adj_corsican                 ;        ;Rodian;;
c_rhodos_adj_sardinian                ;        ;Rodian;;
c_rhodos_adj_sicilian                 ;        ;Rodian;;
c_rhodos_adj_italian                  ;        ;Rodian;;
c_rhodos_adj_frankish                 ;        ;Rhodian;;
c_rhodos_adj_norman                   ;        ;Rhodian;;
c_rhodos_adj_oghuz                    ;        ;Rodian;;
c_rhodos_adj_turkmen                  ;        ;Rodian;;
c_rhodos_adj_turkish                  ;        ;Rodian;;
c_mylasa_adj                          ;Milas   ;Mylasan;;
c_mylasa_adj_oghuz                    ;Mentese ;Mentešian;;
c_mylasa_adj_turkmen                  ;Mentese ;Mentešian;;
c_mylasa_adj_turkish                  ;Mentese ;Mentešian;;
c_lykia_adj_dalmatian                 ;        ;Lician;;
c_lykia_adj_venetian                  ;        ;Lician;;
c_lykia_adj_ligurian                  ;        ;Lician;;
c_lykia_adj_central_italian           ;        ;Lician;;
c_lykia_adj_southern_italian          ;        ;Lician;;
c_lykia_adj_tuscan                    ;        ;Lician;;
c_lykia_adj_neapolitan                ;        ;Lician;;
c_lykia_adj_corsican                  ;        ;Lician;;
c_lykia_adj_sardinian                 ;        ;Lician;;
c_lykia_adj_sicilian                  ;        ;Lician;;
c_lykia_adj_italian                   ;        ;Lician;;
c_lykia_adj_frankish                  ;        ;Lycian;;
c_lykia_adj_norman                    ;        ;Lycian;;
c_lykia_adj_oghuz                     ;Teke    ;Tekean;;
c_lykia_adj_turkmen                   ;Teke    ;Tekean;;
c_lykia_adj_turkish                   ;Teke    ;Tekean;;
##,Charsianon,,,,,,,,,,,,,;;;;
c_kaisereia_adj_oghuz                 ;        ;Kayseriyyan;;
c_kaisereia_adj_turkmen               ;        ;Kayseriyyan;;
c_kaisereia_adj_turkish               ;        ;Kayseriyyan;;
c_kaisereia_adj_frankish              ;        ;Césaréan;;
c_kaisereia_adj_norman                ;        ;Césaréan;;
c_kaisereia_adj_armenian              ;        ;Gesarian;;
c_galatia_adj_oghuz                   ;Yozgat  ;Bozokan;;
c_galatia_adj_turkmen                 ;Yozgat  ;Bozokan;;
c_galatia_adj_turkish                 ;Yozgat  ;Bozokan;;
c_galatia_adj_frankish                ;        ;Galatian;;
c_galatia_adj_norman                  ;        ;Galatian;;
##,Cappadocia,,,,,,,,,,,,,;;;;
c_tyana_adj                           ;Tyana   ;Tyanian;;Tyanan
c_tyana_adj_oghuz                     ;Nigde   ;Nigdian;;
c_tyana_adj_turkmen                   ;Nigde   ;Nigdian;;
c_tyana_adj_turkish                   ;Nigde   ;Nigdian;;
c_archelais_adj                       ;        ;Archelaïsan;;
c_archelais_adj_oghuz                 ;        ;Ak Sarayan;;
c_archelais_adj_turkmen               ;        ;Ak Sarayan;;
c_archelais_adj_turkish               ;        ;Ak Sarayan;;
c_nyssa_adj                           ;        ;Nyssan;;
c_nyssa_adj_oghuz                     ;        ;Kuš Hisaran;;
c_nyssa_adj_turkmen                   ;        ;Kuš Hisaran;;
c_nyssa_adj_turkish                   ;        ;Kuš Hisaran;;
##,Coloneia,,,,,,,,,,,,,;;;;
c_koloneia_adj_oghuz                  ;        ;Šebin Kara Hisaran;;
c_koloneia_adj_turkmen                ;        ;Šebin Kara Hisaran;;
c_koloneia_adj_turkish                ;        ;Šebin Kara Hisaran;;
c_koloneia_adj_armenian               ;        ;Kogoniyan;;
c_neokaisareia_adj                    ;        ;Neokaisareian;;
c_neokaisareia_adj_oghuz              ;        ;Niksarian;;
c_neokaisareia_adj_turkmen            ;        ;Niksarian;;
c_neokaisareia_adj_turkish            ;        ;Niksarian;;
c_neokaisareia_adj_frankish           ;        ;Néocésaréan;;
c_neokaisareia_adj_norman             ;        ;Néocésaréan;;
c_neokaisareia_adj_armenian           ;        ;Nikisarian;;
c_tephrike_adj                        ;        ;Tephrikan;;
c_tephrike_adj_oghuz                  ;        ;Divrigan;;
c_tephrike_adj_turkmen                ;        ;Divrigan;;
c_tephrike_adj_turkish                ;        ;Divrigan;;
c_tephrike_adj_armenian               ;        ;Tewrikan;;
##,Sebasteia,,,,,,,,,,,,,;;;;
c_sebastia_adj                        ;Sivas   ;Sebastian;;
c_sebastia_adj_oghuz                  ;        ;Sivasian;;
c_sebastia_adj_turkmen                ;        ;Sivasian;;
c_sebastia_adj_turkish                ;        ;Sivasian;;
c_sebastia_adj_frankish               ;        ;Sébastean;;
c_sebastia_adj_norman                 ;        ;Sébastean;;
c_sebastia_adj_armenian               ;        ;Sebastan;;
c_tzamandos_adj                       ;        ;Tzamandan;;
c_tzamandos_adj_oghuz                 ;        ;Sarkislan;;
c_tzamandos_adj_turkmen               ;        ;Sarkislan;;
c_tzamandos_adj_turkish               ;        ;Sarkislan;;
c_tzamandos_adj_armenian              ;        ;Dzamintavian;;
##,Lykandos,,,,,,,,,,,,,;;;;
c_lykandos_adj_oghuz                  ;Elbistanian;Elbistanian;;
c_lykandos_adj_turkmen                ;Elbistanian;Elbistanian;;
c_lykandos_adj_turkish                ;Elbistanian;Elbistanian;;
c_lykandos_adj_armenian               ;Elbistanian;Ablastaynian;;
c_lykandos_adj_bedouin_arabic         ;Elbistanian;Ablustainian;;
c_lykandos_adj_maghreb_arabic         ;Elbistanian;Ablustainian;;
c_lykandos_adj_levantine_arabic       ;Elbistanian;Ablustainian;;
c_lykandos_adj_egyptian_arabic        ;Elbistanian;Ablustainian;;
c_lykandos_adj_andalusian_arabic      ;Elbistanian;Ablustainian;;
##,Anatolikon,,,,,,,,,,,,,;;;;
c_sozopolis_adj                       ;Pisidian;Pisidian;;Sozopolisian
c_sozopolis_adj_oghuz                 ;Hamidid ;Hamidian;;
c_sozopolis_adj_turkmen               ;Hamidid ;Hamidian;;
c_sozopolis_adj_turkish               ;Hamidid ;Hamidian;;
c_amorion_adj                         ;Amorian ;Amorian;;
c_amorion_adj_oghuz                   ;        ;Amûriyyan;;
c_amorion_adj_turkmen                 ;        ;Amûriyyan;;
c_amorion_adj_turkish                 ;        ;Amûriyyan;;
c_polybotos_adj                       ;Afyon   ;Akroinan;;
c_polybotos_adj_oghuz                 ;        ;Karahisar-i Sahiban;;
c_polybotos_adj_turkmen               ;        ;Karahisar-i Sahiban;;
c_polybotos_adj_turkish               ;        ;Karahisar-i Sahiban;;
c_ikonion_adj_oghuz                   ;        ;Kôniyan;;
c_ikonion_adj_turkmen                 ;        ;Kôniyan;;
c_ikonion_adj_turkish                 ;        ;Kôniyan;;
c_laranda_adj_oghuz                   ;Karamanid;Qarâmani;;
c_laranda_adj_turkmen                 ;Karamanid;Qarâmani;;
c_laranda_adj_turkish                 ;Karamanid;Qarâmani;;
##,Melitene,,,,,,,,,,,,,;;;;
c_melitene_adj_oghuz                  ;        ;Malatiyan;;
c_melitene_adj_turkmen                ;        ;Malatiyan;;
c_melitene_adj_turkish                ;        ;Malatiyan;;
c_melitene_adj_frankish               ;        ;Melitenan;;
c_melitene_adj_norman                 ;        ;Melitenan;;
c_melitene_adj_armenian               ;        ;Malat'yan;;
c_melitene_adj_kurdish                ;        ;Meletîan;;
##,Cyprus,,,,,,,,,,,,,;;;;
c_limisol_adj                         ;Limassol;Lemesian;;Limisolian
c_limisol_adj_dalmatian               ;        ;Limissonian;;
c_limisol_adj_venetian                ;        ;Limissonian;;
c_limisol_adj_ligurian                ;        ;Limissonian;;
c_limisol_adj_central_italian         ;        ;Limissonian;;
c_limisol_adj_southern_italian        ;        ;Limissonian;;
c_limisol_adj_tuscan                  ;        ;Limissonian;;
c_limisol_adj_neapolitan              ;        ;Limissonian;;
c_limisol_adj_corsican                ;        ;Limissonian;;
c_limisol_adj_sardinian               ;        ;Limissonian;;
c_limisol_adj_sicilian                ;        ;Limissonian;;
c_limisol_adj_italian                 ;        ;Limissonian;;
c_limisol_adj_frankish                ;        ;Limassolian;;
c_limisol_adj_norman                  ;        ;Limassolian;;
c_limisol_adj_oghuz                   ;        ;Leymosunian;;
c_limisol_adj_turkmen                 ;        ;Leymosunian;;
c_limisol_adj_turkish                 ;        ;Leymosunian;;
c_nicosia_adj                         ;Nicosian;Nikosian;;
c_nicosia_adj_dalmatian               ;        ;Nicosian;;
c_nicosia_adj_venetian                ;        ;Nicosian;;
c_nicosia_adj_ligurian                ;        ;Nicosian;;
c_nicosia_adj_central_italian         ;        ;Nicosian;;
c_nicosia_adj_southern_italian        ;        ;Nicosian;;
c_nicosia_adj_tuscan                  ;        ;Nicosian;;
c_nicosia_adj_neapolitan              ;        ;Nicosian;;
c_nicosia_adj_corsican                ;        ;Nicosian;;
c_nicosia_adj_sardinian               ;        ;Nicosian;;
c_nicosia_adj_sicilian                ;        ;Nicosian;;
c_nicosia_adj_italian                 ;        ;Nicosian;;
c_nicosia_adj_frankish                ;        ;Nicosian;;
c_nicosia_adj_norman                  ;        ;Nicosian;;
c_nicosia_adj_oghuz                   ;        ;Lefkosan;;
c_nicosia_adj_turkmen                 ;        ;Lefkosan;;
c_nicosia_adj_turkish                 ;        ;Lefkosan;;
c_nicosia_adj_armenian                ;        ;Nigosian;;
c_famagusta_adj                       ;Famagusta;Ammokhostian;;Famagustian
c_famagusta_adj_dalmatian             ;        ;Famagostan;;
c_famagusta_adj_venetian              ;        ;Famagostan;;
c_famagusta_adj_ligurian              ;        ;Famagostan;;
c_famagusta_adj_central_italian       ;        ;Famagostan;;
c_famagusta_adj_southern_italian      ;        ;Famagostan;;
c_famagusta_adj_tuscan                ;        ;Famagostan;;
c_famagusta_adj_neapolitan            ;        ;Famagostan;;
c_famagusta_adj_corsican              ;        ;Famagostan;;
c_famagusta_adj_sardinian             ;        ;Famagostan;;
c_famagusta_adj_sicilian              ;        ;Famagostan;;
c_famagusta_adj_italian               ;        ;Famagostan;;
c_famagusta_adj_frankish              ;        ;Famagoustan;;
c_famagusta_adj_norman                ;        ;Famagoustan;;
c_famagusta_adj_oghuz                 ;        ;Magusan;;
c_famagusta_adj_turkmen               ;        ;Magusan;;
c_famagusta_adj_turkish               ;        ;Magusan;;
##,Trebizond,,,,,,,,,,,,,;;;;
c_rizaion_adj                         ;        ;Rizaian;;
c_rizaion_adj_oghuz                   ;        ;Rizean;;
c_rizaion_adj_turkmen                 ;        ;Rizean;;
c_rizaion_adj_turkish                 ;        ;Rizean;;
c_trapezous_adj_dalmatian             ;        ;Trebisondian;;
c_trapezous_adj_venetian              ;        ;Trebisondian;;
c_trapezous_adj_ligurian              ;        ;Trebisondian;;
c_trapezous_adj_central_italian       ;        ;Trebisondian;;
c_trapezous_adj_southern_italian      ;        ;Trebisondian;;
c_trapezous_adj_tuscan                ;        ;Trebisondian;;
c_trapezous_adj_neapolitan            ;        ;Trebisondian;;
c_trapezous_adj_corsican              ;        ;Trebisondian;;
c_trapezous_adj_sardinian             ;        ;Trebisondian;;
c_trapezous_adj_sicilian              ;        ;Trebisondian;;
c_trapezous_adj_italian               ;        ;Trebisondian;;
c_trapezous_adj_frankish              ;        ;Trébizondian;;
c_trapezous_adj_norman                ;        ;Trébizondian;;
c_trapezous_adj_oghuz                 ;        ;Trabzunian;;
