#CODE                            ;SED2    ;SWMH;OTHER;SED1;VANILLA
#CombatUpdate.csv;;
#India.csv;;
c_montpellier_adj                ;        ;;;;Montpellierian
c_viviers_adj                    ;        ;;;;Vivieran
c_narbonne_adj                   ;        ;;;;Narbonnian
c_toulouse_adj                   ;        ;;;;Toulousian
c_rouergue_adj                   ;        ;;;;Rouerguian
d_gascogne                       ;        ;;;;Gascogne
d_gascogne_adj                   ;        ;;;;Gascognian
c_foix_adj                       ;        ;;;;Foixian
c_bearn_adj                      ;        ;;;;Bearnian
c_armagnac_adj                   ;        ;;;;Armagnacs
c_labourd_adj                    ;        ;;;;Labourdian
c_albret_adj                     ;        ;;;;Albretian
c_bordeaux_adj                   ;        ;;;;Bordelais
c_agen_adj                       ;        ;;;;Agenian
c_perigord_adj                   ;        ;;;;Perigordian
c_angouleme_adj                  ;        ;;;;Angoulemian
c_auvergne_adj                   ;        ;;;;Auvergnian
c_gevaudan_adj                   ;        ;;;;Gevaudanian
c_macon_adj                      ;        ;;;;Maconian
c_dijon_adj                      ;        ;;;;Dijonian
c_nevers_adj                     ;        ;;;;Neverian
c_charolais_adj                  ;        ;;;;Charolaian
d_bourbon                        ;        ;;;;Bourbon
c_limousin_adj                   ;        ;;;;Limousinian
c_la_marche_adj                  ;        ;;;;La Marchian
d_poitou                         ;        ;;;;Poitou
c_lusignan_adj                   ;        ;;;;Lusignian
c_saintonge_adj                  ;        ;;;;Saintongian
c_poitiers_adj                   ;        ;;;;Poitierian
c_thouars_adj                    ;        ;;;;Thouarian
d_berry                          ;        ;;;;Berry
d_berry_adj                      ;        ;;;;Berrian
c_tourraine_adj                  ;        ;;;;Tourrainian
c_nantes_adj                     ;        ;;;;Nantesian
c_vannes_adj                     ;        ;;;;Vannesian
c_cornouaille_adj                ;        ;;;;Cornouaillian
c_french_leon_adj                ;        ;;;;Leonian
c_penthievre_adj                 ;        ;;;;Penthièvrian
c_rennes_adj                     ;        ;;;;Rennesian
d_anjou                          ;        ;;;;Anjou
d_anjou_adj                      ;        ;;;;Angevin
c_anjou_adj                      ;        ;;;;Angevin
c_vendome_adj                    ;        ;;;;Vendomian
c_maine_adj                      ;        ;;;;Mainian
d_normandy                       ;        ;;Nourmaundie,Normandie,Normandia,Normandía,Normandig;;Normandy
d_normandy_adj                   ;        ;;;;Norman
c_evreux_adj                     ;        ;;;;Evreuxian
c_avranches_adj                  ;        ;;;;Avranchesian
c_vexin_adj                      ;        ;;;;Vexinian
c_arques_adj                     ;        ;;;;Arquesian
c_eu_adj                         ;        ;;;;Euian
d_orleans                        ;        ;;;;Orleans
d_orleans_adj                    ;        ;;;;Orleanaise
c_blois_adj                      ;        ;;;;Bloisian
c_orleans_adj                    ;        ;;;;Orleanian
c_chartres_adj                   ;        ;;;;Chartresian
c_sens_adj                       ;        ;;;;Sensian
c_auxerre_adj                    ;        ;;;;Auxerrian
c_reims_adj                      ;        ;;;;Reimsian
d_valois                         ;        ;;;;Valois
c_ile_de_france_adj              ;        ;;;;Ile de Francian
c_vermandois_adj                 ;        ;;;;Vermandoisian
c_amiens_adj                     ;        ;;;;Amienian
d_flanders                       ;        ;;;;Flanders
d_flanders_adj                   ;        ;;;;Flemish
c_boulogne_adj                   ;        ;;;;Boulognian
c_guines_adj                     ;        ;;;;Guinesian
c_yperen_adj                     ;        ;;;;Yperenian
c_brugge_adj                     ;        ;;;;Bruggian
c_gent_adj                       ;        ;;;;Gentian
c_navarra_adj                    ;        ;;;;Navarran
c_najera_adj                     ;        ;;;;Nájeran
c_albarracin_adj                 ;        ;;;;Albarracinian
c_alto_aragon_adj                ;        ;;;;Alto Aragónian
c_zaragoza_adj                   ;        ;;;;Zaragozan
c_calatayud_adj                  ;        ;;;;Calatayudian
d_barcelona                      ;        ;;Barshiluna,Bartzelona,Barcelone,Barcino,Barkinon;;Barcelona
d_barcelona_adj                  ;        ;;;;Barcelonian
c_barcelona_adj                  ;        ;;;;Barcelonian
c_urgell_adj                     ;        ;;;;Urgellian
c_rosello_adj                    ;        ;;;;Rosellian
c_empuries_adj                   ;        ;;;;Empuriesian
c_lleida_adj                     ;        ;;;;Lleidan
c_tarragona_adj                  ;        ;;;;Tarragonan
c_castellon_adj                  ;        ;;;;Castellonian
c_valencia_adj                   ;        ;;;;Valèncian
c_denia_adj                      ;        ;;;;Dénian
c_mallorca_adj                   ;        ;;;;Mallorcan
c_menorca_adj                    ;        ;;;;Menorcan
c_viscaya_adj                    ;        ;;;;Viscayan
c_burgos_adj                     ;        ;;;;Burgosian
c_valladolid_adj                 ;        ;;;;Valladolidan
c_soria_adj                      ;        ;;;;Sorian
c_toledo_adj                     ;        ;;;;Toledan
c_molina_adj                     ;        ;;;;Molinan
c_cuenca_adj                     ;        ;;;;Cuencan
c_cordoba_adj                    ;        ;;;;Cordoban
c_la_mancha_adj                  ;        ;;;;La Manchan
c_calatrava_adj                  ;        ;;;;Calatravan
c_almansa_adj                    ;        ;;;;Almansan
c_murcia_adj                     ;        ;;;;Murcian
c_granada_adj                    ;        ;;;;Granadan
c_almeria_adj                    ;        ;;;;Almerian
c_malaga_adj                     ;        ;;;;Málagan
c_sevilla_adj                    ;        ;;;;Sevillan
c_cadiz_adj                      ;        ;;;;Cadizian
c_algeciras_adj                  ;        ;;;;Algeciran
c_aracena_adj                    ;        ;;;;Aracenan
c_niebla_adj                     ;        ;;;;Nieblan
d_asturias                       ;        ;;;;Asturias
d_asturias_adj                   ;        ;;;;Asturian
c_asturias_de_oviedo_adj         ;        ;;;;Oviedonian
c_asturias_de_santillana_adj     ;        ;;;;Asturias de Santillanian
c_coruna_adj                     ;        ;;;;Coruñan
c_santiago_adj                   ;        ;;;;Santiagonian
c_astorga_adj                    ;        ;;;;Astorgan
c_leon_adj                       ;        ;;;;Léonian
c_zamora_adj                     ;        ;;;;Zamoran
c_salamanca_adj                  ;        ;;;;Salamancan
c_plasencia_adj                  ;        ;;;;Plasencian
c_alcantara_adj                  ;        ;;;;Alcantaran
c_caceres_adj                    ;        ;;;;Caceresian
c_badajoz_adj                    ;        ;;;;Badajozian
d_porto                          ;        ;;Burtughal,Portukale;;Portucale
d_porto_adj                      ;        ;;;;Portucalese
c_porto_adj                      ;        ;;;;Portan
c_braganza_adj                   ;        ;;;;Bragançan
c_castelo_branco_adj             ;        ;;;;Castelo Branconian
c_coimbra_adj                    ;        ;;;;Coimbran
c_lisboa_adj                     ;        ;;;;Lisboan
c_evora_adj                      ;        ;;;;Évoran
c_alcacer_do_sal_adj             ;        ;;;;Alcácer do Salian
c_mertola_adj                    ;        ;;;;Mértolan
c_silves_adj                     ;        ;;;;Silvesian
c_faro_adj                       ;        ;;;;Faronian
c_canarias_adj                   ;        ;;;;Canarian
c_makuria_adj                    ;        ;;;;Makurian
c_nubia_adj                      ;        ;;;;Nubian
k_arabia                         ;        ;;;;Arabia
k_arabia_adj                     ;        ;;;;Arabian
d_sinai                          ;        ;;;;Sinai
d_sinai_adj                      ;        ;;;;Sinaite
c_sinai_adj                      ;        ;;;;Sinaian
c_eilat_adj                      ;        ;;;;Eilatian
c_el-arish_adj                   ;        ;;;;El-Arishian
d_arabia_petrae                  ;        ;;;;Arabia
d_arabia_petrae_adj              ;        ;;;;Arabian
c_al_aqabah_adj                  ;        ;;;;Al Aqabahian
c_maan_adj                       ;        ;;;;Ma'anian
c_tabuk_adj                      ;        ;;;;Tabukian
c_petra_adj                      ;        ;;;;Petran
c_al_jawf_adj                    ;        ;;;;Al Jawfian
c_hijaz_adj                      ;        ;;;;Hijazian
c_medina_adj                     ;        ;;;;Medinan
c_mecca_adj                      ;        ;;;;Meccan
c_asir_adj                       ;        ;;;;Asirian
c_rafha_adj                      ;        ;;;;Rafhan
c_hail_adj                       ;        ;;;;Hailian
c_hajr_adj                       ;        ;;;;Hajrian
c_halaban_adj                    ;        ;;;;Halabanian
d_sanaa                          ;        ;;;;Sanaa
d_sanaa_adj                      ;        ;;;;Sanaan
c_bayda_adj                      ;        ;;;;Baydanian
c_sanaa_adj                      ;        ;;;;Sanaan
c_taizz_adj                      ;        ;;;;Taizzian
c_aden_adj                       ;        ;;;;Adenian
c_kathiri_adj                    ;        ;;;;Kathirian
d_oman                           ;        ;;;;Oman
d_oman_adj                       ;        ;;;;Omani
c_dhu_zabi_adj                   ;        ;;;;Dhu Zabian
c_hajar_adj                      ;        ;;;;Hajarian
c_muscat_adj                     ;        ;;;;Muscatian
c_duqm_adj                       ;        ;;;;Duqmian
c_dhofar_adj                     ;        ;;;;Dhofarian
c_mahra_adj                      ;        ;;;;Mahran
k_abyssinia                      ;        ;;;;Abyssinia
k_abyssinia_adj                  ;        ;;;;Abyssinian
c_busaso_adj                     ;        ;;;;Busasonian
c_berbera_adj                    ;        ;;;;Berberan
c_harer_adj                      ;        ;;;;Harerian
c_tadjoura_adj                   ;        ;;;;Tadjouran
d_axum                           ;        ;;;;Axum
d_axum_adj                       ;        ;;;;Axumite
c_aksum_adj                      ;        ;;;;Axumite
c_akordat_adj                    ;        ;;;;Akordatian
c_kassala_adj                    ;        ;;;;Kassalan
c_hayya_adj                      ;        ;;;;Hayyan
c_atbara_adj                     ;        ;;;;Atbaran
c_sennar_adj                     ;        ;;;;Sennarian
d_gondar                         ;        ;;Semien;;Gondar
d_gondar_adj                     ;        ;;;;Gondari
c_asosa_adj                      ;        ;;;;Asosan
c_ankober_adj                    ;        ;;;;Ankoberian
c_gondar_adj                     ;        ;;;;Gondarian
c_antalo_adj                     ;        ;;;;Antalonian
c_matamma_adj                    ;        ;;;;Matamman
k_jerusalem                      ;        ;;Filastin,Palaestina;;Jerusalem
k_jerusalem_adj                  ;        ;;;;Jerusalemite
d_oultrejourdain                 ;        ;;Palaestina Salutaris;;Oultrejourdain
d_oultrejourdain_adj             ;        ;;;;Oultrejourdainian
c_monreal_adj                    ;        ;;;;Monrealian
c_kerak_adj                      ;        ;;;;Kerakian
c_darum_adj                      ;        ;;;;Darumian
c_jaffa_adj                      ;        ;;;;Jaffan
c_ascalon_adj                    ;        ;;;;Ascalonian
c_beersheb_adj                   ;        ;;;;Beershebian
d_jerusalem                      ;        ;;Filastin,Palaestina Prima;;Jerusalem
d_jerusalem_adj                  ;        ;;;;Jerusalemite
c_jerusalem_adj                  ;        ;;;;Jerusalemite
c_acre_adj                       ;        ;;;;Acrenian
c_hebron_adj                     ;        ;;;;Hebronian
c_tiberias_adj                   ;        ;;;;Tiberian
c_beirut_adj                     ;        ;;;;Beirutian
c_safed_adj                      ;        ;;;;Safedian
c_asas_adj                       ;        ;;;;Asasian
c_palmyra_adj                    ;        ;;;;Palmyran
c_aleppo_adj                     ;        ;;;;Alepponian
c_homs_adj                       ;        ;;;;Homsian
c_hama_adj                       ;        ;;;;Haman
c_antiocheia_adj                 ;        ;;;;Antiochian
c_archa_adj                      ;        ;;;;Archan
d_tripoli                        ;        ;;Tarabulus,Phoenice;;Tripoli
d_tripoli_adj                    ;        ;;;;Tripolitanian
c_tortosa_adj                    ;        ;;;;Tortosan
c_tripoli_adj                    ;        ;;;;Tripolitanian
c_baalbek_adj                    ;        ;;;;Baalbekian
c_damascus_adj                   ;        ;;;;Damascan
c_amman_adj                      ;        ;;;;Ammanian
c_al_mafraq_adj                  ;        ;;;;Al Mafraqian
d_syria                          ;        ;;;;Syria
d_syria_adj                      ;        ;;;;Syrian
c_druz_adj                       ;        ;;;;Druzian
c_suwaida_adj                    ;        ;;;;Suwaidan
k_england                        ;        ;;Angleterre,Angliétèrre,Ænglaland,Engelond,Ænglandi,Lloegyr,Britanniae,Brittannia;;England
k_england_adj                    ;        ;;;;English
d_oxford                         ;        ;;;;Oxford
d_oxford_adj                     ;        ;;;;Oxfordian
d_gloucester                     ;        ;;;;Hwicce
d_gloucester_adj                 ;        ;;;;Hwiccan
k_scotland_adj                   ;        ;;;;Scottish
d_the_isles                      ;        ;;;;Man
d_the_isles_adj                  ;        ;;;;Manx
d_ulster                         ;        ;;Ulaidh,Uladh,Ullagh,Wledd,Ulley;;Ulster
c_tyrone_adj                     ;        ;;;;Tir Eoghainian
c_tyrconnell_adj                 ;        ;;;;Tyrconnellian
d_connacht                       ;        ;;Chonnacht,Connacht,Kunnakster,Chonnaghtey;;Connacht
c_oriel_adj                      ;        ;;;;Orielian
c_kildare_adj                    ;        ;;;;Kildarian
c_dublin_adj                     ;        ;;;;Dubliner
d_leinster                       ;        ;;Laigin,Lion,Laistaðr;;Leinster
c_ossory_adj                     ;        ;;;;Ossoryan
d_munster                        ;        ;;Deas-Mhumhain;;Munster
c_vestisland_adj                 ;        ;;;;West Icelandic
c_austisland_adj                 ;        ;;;;East Icelandic
c_faereyar_adj                   ;        ;;;;Fairy
c_shetland_adj                   ;        ;;;;Shetlander
c_orkney_adj                     ;        ;;;;Orcadians
c_rogaland_adj                   ;        ;;;;Rogalander
d_bohemia_adj                    ;        ;;;;Bohemian
c_domazlice_adj                  ;        ;;;;Domazlician
c_praha_adj                      ;        ;;;;Pragian
c_boleslav_adj                   ;        ;;;;Boleslavian
c_litomerice_adj                 ;        ;;;;Litomerician
c_plzen_adj                      ;        ;;;;Plzenian
d_moravia_adj                    ;        ;;;;Moravian
c_hradec_adj                     ;        ;;;;Hradecian
c_olomouc_adj                    ;        ;;;;Olomoucian
c_brno_adj                       ;        ;;;;Brünnian
d_abbasid                        ;        ;;;;Abbasid
d_medina                         ;        ;;;;Medina
d_medina_adj                     ;        ;;;;Medinan
d_pronsk                         ;        ;;;;Pronsk
d_pronsk_adj                     ;        ;;;;Pronskian
d_sandomiersk                    ;        ;;;;Sandomiersk
d_sandomiersk_adj                ;        ;;;;Sandomierskan
d_satakunta                      ;        ;;;;Satakuntans
d_satakunta_adj                  ;        ;;;;Satakuntan
d_swiss                          ;        ;;;;Switzerland
d_swiss_adj                      ;        ;;;;Swiss
d_wielkopolska                   ;        ;;;;Wielkopolska
d_wielkopolska_adj               ;        ;;;;Wielkopolskan
k_almohad                        ;        ;;;;Almohad
k_almohad_adj                    ;        ;;;;Almohad
k_al-murabitids                  ;        ;;;;Al-Murabitids
k_al-murabitids_adj              ;        ;;;;Al-Murabitid
k_aydin                          ;        ;;;;Aydin
k_beni_helal                     ;        ;;;;Beni Helal
k_beni_helal_adj                 ;        ;;;;Beni Helali
k_candar                         ;        ;;;;Candar
k_candar_adj                     ;        ;;;;Candari
k_eretnid                        ;        ;;;;Eretnid
k_fatimids                       ;        ;;;;Fatimids
k_fatimids_adj                   ;        ;;;;Fatimid
k_germiyan                       ;        ;;;;Germiyan
e_golden_horde                   ;        ;;;;Golden Horde
e_golden_horde_adj               ;        ;;;;Mongol
k_hammadid                       ;        ;;;;Hammadid
e_il-khanate                     ;        ;;;;Ilkhanate
k_kafsid                         ;        ;;;;Kafsid
k_karaman                        ;        ;;;;Karaman
k_karaman_adj                    ;        ;;;;Karamani
k_marinid                        ;        ;;;;Marinid
k_mentese                        ;        ;;;;Mentese
k_naples                         ;        ;;;;Naples
k_naples_adj                     ;        ;;;;Neapolitan
k_nubia                          ;        ;;;;Nubia
k_nubia_adj                      ;        ;;;;Nubian
k_ottoman                        ;        ;;;;Ottoman Turks
k_ottoman_adj                    ;        ;;;;Ottoman
k_saruhan                        ;        ;;;;Saruhan
k_saruhan_adj                    ;        ;;;;Saruhani
k_tekke                          ;        ;;;;Tekke
k_trinacria                      ;        ;;;;Trinacria
k_trinacria_adj                  ;        ;;;;Trinacrian
k_zenata                         ;        ;;;;Zenata
k_zenata_adj                     ;        ;;;;Zenatan
k_zirid                          ;        ;;;;Zirid
k_ziyanids                       ;        ;;;;Ziyanids
k_ziyanids_adj                   ;        ;;;;Ziyanid
k_orthodox                       ;        ;;;;The Ecumenical Patriarchate
k_orthodox_adj                   ;        ;;;;Patriarchal
e_sunni                          ;        ;;;;The Sunni Caliphate
e_sunni_adj                      ;        ;;;;Caliphal
e_shiite                         ;        ;;;;The Shia Caliphate
e_shiite_adj                     ;        ;;;;Caliphal
d_hashshashin_adj                ;        ;;;;Hashshashin
d_sunni_cuman_company            ;        ;;;;Khazar Company
d_sunni_cuman_company_adj        ;        ;;;;Khazar
d_shiite_cuman_company           ;        ;;;;Steppe Company
d_shiite_cuman_company_adj       ;        ;;;;Steppe
d_sunni_turkic_company           ;        ;;;;Turkmen Company
d_sunni_turkic_company_adj       ;        ;;;;Turkmen
d_shiite_turkic_company          ;        ;;;;Turkoman Company
d_shiite_turkic_company_adj      ;        ;;;;Turkoman
d_sunni_berber_company           ;        ;;;;Berber Company
d_sunni_berber_company_adj       ;        ;;;;Berber
d_shiite_berber_company          ;        ;;;;Tuareg Company
d_shiite_berber_company_adj      ;        ;;;;Berber
d_sunni_bedouin_company          ;        ;;;;Arab Company
d_sunni_bedouin_company_adj      ;        ;;;;Arab
d_shiite_bedouin_company         ;        ;;;;Bedouin Company
d_shiite_bedouin_company_adj     ;        ;;;;Bedouin
d_teutonic_order                 ;        ;;;;Teutonic Order
d_teutonic_order_adj             ;        ;;;;Teutonic
d_knights_templar                ;        ;;;;Knights Templar
d_knights_templar_adj            ;        ;;;;Templar
d_knights_hospitaler             ;        ;;;;Knights Hospitaller
d_knights_hospitaler_adj         ;        ;;;;Hospitaller
d_varangian_guard                ;        ;;;;Varangian Guard
d_varangian_guard_adj            ;        ;;;;Varangian
d_cuman_company                  ;        ;;;;Cuman Company
d_cuman_company_adj              ;        ;;;;Cuman
d_rus_company                    ;        ;;;;Rus Company
d_rus_company_adj                ;        ;;;;Rus
d_pecheneg_company               ;        ;;;;Pecheneg Company
d_pecheneg_company_adj           ;        ;;;;Pecheneg
d_bulgarian_company              ;        ;;;;Bulgarian Company
d_bulgarian_company_adj          ;        ;;;;Bulgarian
d_turkic_company                 ;        ;;;;Turkic Company
d_turkic_company_adj             ;        ;;;;Turkic
d_breton_company                 ;        ;;;;Breton Company
d_breton_company_adj             ;        ;;;;Breton
d_swiss_company                  ;        ;;;;Swiss Company
d_swiss_company_adj              ;        ;;;;Swiss
d_navarrese_company              ;        ;;;;Navarrese Company
d_navarrese_company_adj          ;        ;;;;Navarrese
d_catalan_company                ;        ;;;;Catalan Company
d_catalan_company_adj            ;        ;;;;Catalan
d_rose_company                   ;        ;;;;Company of the Rose
d_rose_company_adj               ;        ;;;;Rose
d_little_hat_company             ;        ;;;;Company of the Hat
d_little_hat_company_adj         ;        ;;;;Hat
d_star_company                   ;        ;;;;Company of the Star
d_star_company_adj               ;        ;;;;Star
d_company_of_st_george           ;        ;;;;Company of St. George
d_company_of_st_george_adj       ;        ;;;;St. Georgian
d_great_company                  ;        ;;;;Great Company
d_great_company_adj              ;        ;;;;Mercenary
d_white_company                  ;        ;;;;White Company
d_white_company_adj              ;        ;;;;Mercenary
d_victual_brothers               ;        ;;;;Victual Brothers
d_victual_brothers_adj           ;        ;;;;Victual
d_lombard_band                   ;        ;;;;Lombard Band
d_lombard_band_adj               ;        ;;;;Lombard
d_swiss_band                     ;        ;;;;Swiss Band
d_swiss_band_adj                 ;        ;;;;Swiss
d_breton_band                    ;        ;;;;Breton Band
d_breton_band_adj                ;        ;;;;Breton
d_catalan_band                   ;        ;;;;Catalan Band
d_catalan_band_adj               ;        ;;;;Catalan
d_saxon_band                     ;        ;;;;Saxon Band
d_saxon_band_adj                 ;        ;;;;Saxon
d_cuman_band                     ;        ;;;;Cuman Band
d_cuman_band_adj                 ;        ;;;;Cuman
d_rus_band                       ;        ;;;;Rus Band
d_rus_band_adj                   ;        ;;;;Rus
d_pecheneg_band                  ;        ;;;;Pecheneg Band
d_pecheneg_band_adj              ;        ;;;;Pecheneg
d_bulgarian_band                 ;        ;;;;Bulgarian Band
d_bulgarian_band_adj             ;        ;;;;Bulgarian
d_turkic_band                    ;        ;;;;Turkic Band
d_turkic_band_adj                ;        ;;;;Turkic
PROV3                            ;        ;;c_tyrconnell,Tír Chonaill,Çheer Chonnal;;Tyrconnell
PROV4                            ;        ;;c_tyrone,Thír Eoghain,Heer Eoin,Tyrone,Tyrowen;;Tyrone
PROV7                            ;        ;;c_oriel,Airgíalla,Oirialla,Oriel;;Oriel
PROV10                           ;        ;;c_kildare,Chill Dara,Cheeill Darey;;Kildare
PROV11                           ;        ;;c_dublin,Dunbhlinn,Diflinarskiri,Dulyn,Difelin,Dyflin;;Dublin
PROV12                           ;        ;;c_ossory,Osraige;;Ossory
PROV17                           ;        ;;c_hereford,Ergyng;;Hereford
PROV20                           ;        ;;c_gwent,Gwent,Isca Augusta;;Gwent
PROV21                           ;        ;;c_gloucester,Gleawcester,Caer Gloui,Glevum;;Gloucester
PROV22                           ;        ;;c_oxford,Oxnaford,Rhydychen;;Oxford
PROV23                           ;        ;;c_wiltshire,Wiltun,Caer Gradawc;;Wiltshire
PROV24                           ;        ;;c_surrey,Suðríki,Suþrïge;;Surrey
PROV25                           ;        ;;c_sussex,Suðseaxe,Süþseaxe,Rhegin;;Sussex
PROV26                           ;        ;;c_winchester,Hamtun,Ouînchêtre,Winchester,Caer Gwynntguic;;Winchester
PROV29                           ;        ;;c_devon,Defena,Dyfnaint,Isca Dumnoniorum;;Devon
PROV30                           ;        ;;c_worcester,Wigreceaster,Gaerwrangon;;Worcester
PROV31                           ;        ;;c_cornwall,Cornweal,Cernyw,Kernow;;Cornwall
PROV32                           ;        ;;c_middlesex,Miðseaxe,Middleseaxe,Caer Llundain,Caer Lundein,Londinium,Londinion;;Middlesex
PROV38                           ;        ;;c_teviotdale,Rosbroch,Roxburgh,Roxburg,Roxborg;;Teviotdale
PROV39                           ;        ;;c_ross,Ros,Ross;;Ross
PROV40                           ;        ;;c_moray,Moireibh,Moray;;Moray
PROV41                           ;        ;;c_buchan,Buchan,Bhanbh;;Buchan
PROV42                           ;        ;;c_strathearn,Srath Èireann,Strathearn;;Strathearn
PROV43                           ;        ;;c_gowrie,Gobharaidh,Gowrie;;Gowrie
PROV44                           ;        ;;c_atholl,Athall,Atholl;;Atholl
PROV45                           ;        ;;c_argyll,Earra Ghaidheal,Argyll;;Argyll
PROV46                           ;        ;;c_fife,Fìobha,Fife;;Fife
PROV47                           ;        ;;c_clydesdale,Clydesdale;;Clydesdale
PROV48                           ;        ;;c_lothian,Lodainn,Lleuddiniawn,Lothian;;Lothian
PROV49                           ;        ;;c_carrick,A' Charraig,Carrick;;Carrick
PROV50                           ;        ;;c_galloway,Gall Ghaidheal,Galloway;;Galloway
PROV51                           ;        ;;c_dunbar,Bearaig-a-Deas,Berik,Caerferwig,Berwick,Berewic;;Dunbar
PROV52                           ;        ;;c_northumberland,Norðhymbraland,Norþhymbraland,Brynaich;;Northumberland
PROV53                           ;        ;;c_cumberland,Cumbraland,Cair Ligualid,Cathair Luail,Luguvalium;;Cumberland
PROV54                           ;        ;;c_isle_of_man,Mano,Vannin,Manau,Mann,Mön;;Isle of Man
PROV55                           ;        ;;c_westmorland,Vestmoringaland,Westmoringaland,Dunoting;;Westmorland
PROV56                           ;        ;;c_durham,Dunholm,Duresme;;Durham
PROV58                           ;        ;;c_lancaster,Lonceaster,Loncastre,Argoed;;Lancaster
PROV59                           ;        ;;c_chester,Legeceaster,Cestre,Gaerlleon,Deva;;Chester
PROV60                           ;        ;;c_perfeddwlad,Berfeddwlad,Perfeddwlad;;Perfeddwlad
PROV61                           ;        ;;c_lincoln,Lincylene,Linnius,Lindum,Lindon;;Lincoln
PROV62                           ;        ;;c_leicester,Ligeraceaster,Ledecestre,Caer Lerion,Ratae,Rate;;Leicester
PROV63                           ;        ;;c_derby,Djúrabý,Deorby;;Derby
PROV64                           ;        ;;c_gwynedd,Gwynedd,Caernarvon;;Gwynedd
PROV66                           ;        ;;c_shrewsbury,Scrobbesbyrig,Pengwern;;Shrewsbury
PROV67                           ;        ;;c_warwick,Wæring;;Warwick
PROV68                           ;        ;;c_northampton,Norðhamtun,Norþhamtun,Hante,Calchwynedd,Cynwidion;;Northampton
PROV69                           ;        ;;c_bedford,Beadanford;;Bedford
PROV70                           ;        ;;c_norfolk,Norðfolc,Norþfolc,Caer went,Caer Went;;Norfolk
PROV71                           ;        ;;c_suffolk,Suðfolc,Suþfolc;;Suffolk
PROV72                           ;        ;;c_essex,Austseaxe,Eastseaxe,Caer Colun,Camulodunum,Camulodunon;;Essex
PROV73                           ;        ;;c_kent,Cent,Ceint;;Kent
PROV74                           ;        ;;c_guines,Giezene;;Guines
PROV75                           ;        ;;c_boulogne,Bonen;;Boulogne
PROV76                           ;        ;;c_yperen,Ieper;;Yperen
PROV77                           ;        ;;c_artois,Artesië;;Artois
PROV78                           ;        ;;c_brugge;;Brugge
PROV79                           ;        ;;c_zeeland;;Zeeland
PROV80                           ;        ;;c_holland;;Holland
PROV81                           ;        ;;c_westfriesland,West Friesland,West Fryslân,Westfriesland,Frise Occidentale;;Westfriesland
PROV82                           ;        ;;c_sticht;;Sticht
PROV83                           ;        ;;c_gelre;;Gelre
PROV84                           ;        ;;c_frisia,Fresland,Friesland,Frise;;Friesland
PROV85                           ;        ;;c_ostfriesland,Aastfräislound,Oostfreesland,Ostfriesland,Oost Friesland,Frise Orientale;;Ostfriesland
PROV86                           ;        ;;c_oldenburg;;Oldenburg
PROV87                           ;        ;;c_osnabruck;;Osnabrück
PROV88                           ;        ;;c_munster;;Münster
PROV90                           ;        ;;c_julich,Gulik,Juliers;;Jülich
PROV91                           ;        ;;c_loon,Looz;;Loon
PROV93                           ;        ;;c_gent;;Gent
PROV95                           ;        ;;c_amiens,Samarobriva;;Amiens
PROV96                           ;        ;;c_eu;;Eu
PROV97                           ;        ;;c_arques;;Rouen
PROV98                           ;        ;;c_vexin;;Vexin
PROV99                           ;        ;;c_evreux;;Évreux
PROV107                          ;        ;;c_anjou,Iuliomagus,Iouliomagos;;Anjou
PROV108                          ;        ;;c_maine,Vindunum,Ouindinon;;Maine
PROV109                          ;        ;;c_vendome;;Vendôme
PROV110                          ;        ;;c_blois;;Blois
PROV111                          ;        ;;c_chartres;;Chartres
PROV113                          ;        ;;c_vermandois;;Vermandois
PROV115                          ;        ;;c_luxembourg,Lützelburg,Lutzelburg;;Luxembourg
PROV116                          ;        ;;c_liege,Lüttich,Luik,Liége;;Liege
PROV118                          ;        ;;c_trier,Trèves,Augusta Treverorum,Augousta Treverorum;;Trier
PROV119                          ;        ;;c_koln,Keulen,Cologne;;Köln
PROV121                          ;        ;;c_nassau;;Nassau
PROV123                          ;        ;;c_mainz,Mogontiacum,Mogontiakon;;Mainz
PROV124                          ;        ;;c_pfalz,Palts,Pfalz,Palatinat;;Pfalz
PROV125                          ;        ;;c_baden;;Baden
PROV126                          ;        ;;c_nordgau,Noordgouw;;Nordgau
PROV128                          ;        ;;c_metz;;Metz
PROV129                          ;        ;;c_verdun,Wirtten;;Verdun
PROV134                          ;        ;;c_sundgau,Sundgouw;;Sundgau
PROV136                          ;        ;;c_dijon;;Dijon
PROV137                          ;        ;;c_nevers,Nevirnum;;Nevers
PROV138                          ;        ;;c_orleans,Cenabum,Kenabon;;Orléans
PROV140                          ;        ;;c_tourraine;;Tours
PROV141                          ;        ;;c_poitiers,Lemonum,Limounon;;Poitiers
PROV142                          ;        ;;c_thouars;;Thouars
PROV143                          ;        ;;c_saintonge;;Saintonge
PROV144                          ;        ;;c_lusignan;;Lusignan
PROV145                          ;        ;;c_la_marche;;La Marche
PROV146                          ;        ;;c_bourbon;;Bourbon
PROV147                          ;        ;;c_limousin,Augustoritum,Augoustoriton;;Limousin
PROV148                          ;        ;;c_angouleme,Iculisma;;Angoulême
PROV149                          ;        ;;c_bordeaux,Burdigala,Bourdigala;;Bordeaux
PROV151                          ;        ;;c_labourd;;Dax
PROV152                          ;        ;;c_navarra,al-Nahara,Nafarroa,Navarre;;Navarra
