#CODE;;ENGLISH;;ENGLISH
k_papal_state;Papal States;Status Pontificius;;Papal State
d_maris_vetluga_adj_karluk;;Tepe Çirmeslärian;;
d_maris_vetluga_adj_avar;;Tuçi Sarmäslärian;;
d_maris_vetluga_adj_khitan;;Tepe Çirmeslarian;;
d_maris_vetluga_adj_polish;;Gornyye Cheremisian;;
d_maris_vetluga_adj_pommeranian;;Gornyye Cheremisian;;
d_maris_vetluga_adj_bohemian;;Gornyye Cheremisian;;
d_maris_vetluga_adj_moravian;;Gornyye Cheremisian;;
d_maris_vetluga_adj_russian;;Gornyye Cheremisian;;
d_maris_vetluga_adj_serbian;;Gornyye Cheremisian;;
d_maris_vetluga_adj_croatian;;Gornyye Cheremisian;;
d_maris_vetluga_adj_bulgarian;;Gornyye Cheremisian;;
d_maris_vetluga_adj_karantanci;;Gornyye Cheremisian;;
d_maris_vetluga_adj_bosnian;;Gornyye Cheremisian;;
#;;;;
d_maris;Mari;Vice Mari;Sarmäslar,Çirmislar,Çirmeslär;
d_maris_adj;;Vice Marian;;
d_maris_adj_bashkir;;Çirmeslarian;;
d_maris_adj_bolghar;;Sarmäslärian;;
d_maris_adj_turkish;;Çirmislarian;;
d_maris_adj_turkmen;;Çirmislarian;;
d_maris_adj_oghuz;;Çirmislarian;;
d_maris_adj_mongol;;Çirmeslärian;;
d_maris_adj_kirghiz;;Çirmeslärian;;
d_maris_adj_uighur;;Çirmeslärian;;
d_maris_adj_cuman;;Çirmeslärian;;
d_maris_adj_khazar;;Sarmäslärian;;
d_maris_adj_pecheneg;;Çirmislarian;;
d_maris_adj_karluk;;Çirmeslärian;;
d_maris_adj_avar;;Sarmäslärian;;
d_maris_adj_khitan;;Çirmeslärian;;
d_maris_adj_polish;;Cheremis;;
d_maris_adj_pommeranian;;Cheremis;;
d_maris_adj_bohemian;;Cheremis;;
d_maris_adj_moravian;;Cheremis;;
d_maris_adj_russian;;Cheremis;;
d_maris_adj_serbian;;Cheremis;;
d_maris_adj_croatian;;Cheremis;;
d_maris_adj_bulgarian;;Cheremis;;
d_maris_adj_karantanci;;Cheremis;;
d_maris_adj_bosnian;;Cheremis;;
#;;;;
d_samoyeds;Yaran;Sikhirti;;
d_samoyeds_adj;;Sikhirtian;;
#;;;;
d_lyydians;Ludes;Lüüdiläižed;Ljudiny;
d_lyydians_adj;Ludian;Lüüdiläižed;;
d_lyydians_adj_russian;;Zavoloch'e Chud'skiy;;
d_lyydians_adj_pommeranian;;Zavoloch'e Chud'ian;;
d_lyydians_adj_bohemian;;Zavoloch'e Chud'ian;;
d_lyydians_adj_moravian;;Zavoloch'e Chud'ian;;
d_lyydians_adj_serbian;;Zavoloch'e Chud'ian;;
d_lyydians_adj_croatian;;Zavoloch'e Chud'ian;;
d_lyydians_adj_bulgarian;;Zavoloch'e Chud'ian;;
d_lyydians_adj_karantanci;;Zavoloch'e Chud'ian;;
d_lyydians_adj_bosnian;;Zavoloch'e Chud'ian;;
d_lyydians_adj_polish;;Zavoloch'e Chud'ian;;
#;;;;
d_livgians;Olonets;Livgilaižed;;
d_livgians_adj;;Livgilaižedan;;
#;;;;
d_chudes;Chud;Vepsläižed;Chud',Etelätšuudilaš;
d_chudes_adj;;Vepsläižedian;;
d_chudes_adj_russian;;Chud'skiy;;
d_chudes_adj_pommeranian;;Chud'ian;;
d_chudes_adj_bohemian;;Chud'ian;;
d_chudes_adj_moravian;;Chud'ian;;
d_chudes_adj_serbian;;Chud'ian;;
d_chudes_adj_croatian;;Chud'ian;;
d_chudes_adj_bulgarian;;Chud'ian;;
d_chudes_adj_karantanci;;Chud'ian;;
d_chudes_adj_bosnian;;Chud'ian;;
d_chudes_adj_polish;;Chud'ian;;
d_chudes_adj_lappish;;Etelätšuudilaš;;
#;;;;
d_bjarmians;Permians;Bjarmiläižed;Beormas,Bjarmir,Biarmones,Zavoloch'e Chud',Norjantšuudilaš;
d_bjarmians_adj;Permian;Bjarmiläižed;;
d_bjarmians_adj_polish;;Zavoloch'e Chud'skiy;;
d_bjarmians_adj_pommeranian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_bohemian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_moravian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_russian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_serbian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_croatian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_bulgarian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_karantanci;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_bosnian;;Zavoloch'e Chud'ian;;
d_bjarmians_adj_saxon;;Beorm;;
d_bjarmians_adj_norse;;Bjarmir;;
d_bjarmians_adj_danish;;Bjarmir;;
d_bjarmians_adj_icelandic;;Bjarmir;;
d_bjarmians_adj_gothic;;Bjarmir;;
d_bjarmians_adj_swedish;;Bjarmir;;
d_bjarmians_adj_norwegian;;Bjarmir;;
d_bjarmians_adj_norsegaelic;;Bjarmir;;
d_bjarmians_adj_anglonorse;;Bjarmir;;
d_bjarmians_adj_roman;;Biarmones;;
d_bjarmians_adj_lappish;;Norjantšuudilaš;;
#;;;;
d_toimians;Toimians;Toimiläižed;;
d_toimians_adj;Toimian;Toimiläižed;;
d_toimians_adj_polish;;Toimitsian;;
d_toimians_adj_pommeranian;;Toimitsian;;
d_toimians_adj_bohemian;;Toimitsian;;
d_toimians_adj_moravian;;Toimitsian;;
d_toimians_adj_russian;;Toimiskiy;;
d_toimians_adj_serbian;;Toimitsian;;
d_toimians_adj_croatian;;Toimitsian;;
d_toimians_adj_bulgarian;;Toimitsian;;
d_toimians_adj_karantanci;;Toimitsian;;
d_toimians_adj_bosnian;;Toimitsian;;
#;;;;
d_sami_adj_polish;Sami;Lop'ian;;
d_sami_adj_pommeranian;Sami;Lop'ian;;
d_sami_adj_bohemian;Sami;Lop'ian;;
d_sami_adj_moravian;Sami;Lop'ian;;
d_sami_adj_russian;Sami;Lop'skiy;;
d_sami_adj_serbian;Sami;Lop'ian;;
d_sami_adj_croatian;Sami;Lop'ian;;
d_sami_adj_bulgarian;Sami;Lop'ian;;
d_sami_adj_karantanci;Sami;Lop'ian;;
d_sami_adj_bosnian;Sami;Lop'ian;;
#;;;;
d_karelians;Karelians;Karjalaižed;;
d_karelians_adj;Karelian;Karjalaižed;;
d_karelians_adj_pommeranian;;Karely;;
d_karelians_adj_bohemian;;Karely;;
d_karelians_adj_moravian;;Karely;;
d_karelians_adj_russian;;Karely;;
d_karelians_adj_serbian;;Karely;;
d_karelians_adj_croatian;;Karely;;
d_karelians_adj_bulgarian;;Karely;;
d_karelians_adj_karantanci;;Karely;;
d_karelians_adj_bosnian;;Karely;;
#;;;;
d_horse_karelians;Horse Karelians;Tamma-Karjalaižed;;
d_horse_karelians_adj;Horse Karelian;Tamma-Karjalaižed;;
d_horse_karelians_adj_pommeranian;;Kobylitskie Karely;;
d_horse_karelians_adj_bohemian;;Kobylitskie Karely;;
d_horse_karelians_adj_moravian;;Kobylitskie Karely;;
d_horse_karelians_adj_russian;;Kobylitskie Karely;;
d_horse_karelians_adj_serbian;;Kobylitskie Karely;;
d_horse_karelians_adj_croatian;;Kobylitskie Karely;;
d_horse_karelians_adj_bulgarian;;Kobylitskie Karely;;
d_horse_karelians_adj_karantanci;;Kobylitskie Karely;;
d_horse_karelians_adj_bosnian;;Kobylitskie Karely;;
#;;;;
d_savonians;Savonians;Savolaiset;Savaki;
d_savonians_adj;Savonian;Savolaiset;;
d_savonians_adj_pommeranian;;Savakian;;
d_savonians_adj_bohemian;;Savakian;;
d_savonians_adj_moravian;;Savakian;;
d_savonians_adj_russian;;Savakian;;
d_savonians_adj_serbian;;Savakian;;
d_savonians_adj_croatian;;Savakian;;
d_savonians_adj_bulgarian;;Savakian;;
d_savonians_adj_karantanci;;Savakian;;
d_savonians_adj_bosnian;;Savakian;;
#;;;;
d_votes;Votes;Vadjalased;Vod',Krievini,Woten;
d_votes_adj;Votian;Vadjalasedan;;
d_votes_adj_pommeranian;;Vod'ian;;
d_votes_adj_bohemian;;Vod'ian;;
d_votes_adj_moravian;;Vod'ian;;
d_votes_adj_russian;;Vod'ian;;
d_votes_adj_serbian;;Vod'ian;;
d_votes_adj_croatian;;Vod'ian;;
d_votes_adj_bulgarian;;Vod'ian;;
d_votes_adj_karantanci;;Vod'ian;;
d_votes_adj_bosnian;;Vod'ian;;
d_votes_adj_thuringian;;Wotian;;
d_votes_adj_swabian;;Wotian;;
d_votes_adj_bavarian;;Wotian;;
d_votes_adj_low_saxon;;Wotian;;
d_votes_adj_franconian;;Wotian;;
d_votes_adj_low_german;;Wotian;;
d_votes_adj_low_frankish;;Wotian;;
d_votes_adj_dutch;;Wotian;;
d_votes_adj_german;;Wotian;;
#;;;;
d_ingrians;Izhorians;Inkerilaižed;Ižory,Ižorai;
d_ingrians_adj;Izhorian;Inkerilaižed;;
d_ingrians_adj_pommeranian;;Ižoryian;;
d_ingrians_adj_bohemian;;Ižoryian;;
d_ingrians_adj_moravian;;Ižoryian;;
d_ingrians_adj_russian;;Ižoryian;;
d_ingrians_adj_serbian;;Ižoryian;;
d_ingrians_adj_croatian;;Ižoryian;;
d_ingrians_adj_bulgarian;;Ižoryian;;
d_ingrians_adj_karantanci;;Ižoryian;;
d_ingrians_adj_bosnian;;Ižoryian;;
#;;;;
d_kylfings;Kylfings;Kylfingilaš;Kolbiagi,Koulpingoi,Kylfingar;
d_kylfings_adj;Kylfing;Kylfingilaš;;
d_kylfings_adj_pommeranian;;Kolbiagian;;
d_kylfings_adj_bohemian;;Kolbiagian;;
d_kylfings_adj_moravian;;Kolbiagian;;
d_kylfings_adj_russian;;Kolbiagian;;
d_kylfings_adj_serbian;;Kolbiagian;;
d_kylfings_adj_croatian;;Kolbiagian;;
d_kylfings_adj_bulgarian;;Kolbiagian;;
d_kylfings_adj_karantanci;;Kolbiagian;;
d_kylfings_adj_bosnian;;Kolbiagian;;
d_kylfings_adj_norse;;Kylfingarian;;
d_kylfings_adj_danish;;Kylfingarian;;
d_kylfings_adj_icelandic;;Kylfingarian;;
d_kylfings_adj_gothic;;Kylfingarian;;
d_kylfings_adj_swedish;;Kylfingarian;;
d_kylfings_adj_norwegian;;Kylfingarian;;
d_kylfings_adj_norsegaelic;;Kylfingarian;;
d_kylfings_adj_anglonorse;;Kylfingarian;;
d_kylfings_adj_sicilian_greek;;Koulpingoian;;
d_kylfings_adj_arberian;;Koulpingoian;;
d_kylfings_adj_armenian;;Koulpingoian;;
d_kylfings_adj_georgian;;Koulpingoian;;
d_kylfings_adj_greek;;Koulpingoian;;
d_kylfings_adj_east_gothic;;Koulpingoian;;
#;;;;
d_tavasts;Tavastians;Hämäläiset;Jem;
d_tavasts_adj;Tavastian;Hämäläiset;;
d_tavasts_adj_pommeranian;;Jemian;;
d_tavasts_adj_bohemian;;Jemian;;
d_tavasts_adj_moravian;;Jemian;;
d_tavasts_adj_russian;;Jemian;;
d_tavasts_adj_serbian;;Jemian;;
d_tavasts_adj_croatian;;Jemian;;
d_tavasts_adj_bulgarian;;Jemian;;
d_tavasts_adj_karantanci;;Jemian;;
d_tavasts_adj_bosnian;;Jemian;;
#;;;;
d_suomi_finns;Finns;Suomalaiset;Sum;
d_suomi_finns_adj;Finnish;Suomalaiset;;
d_suomi_finns_adj_pommeranian;;Sumian;;
d_suomi_finns_adj_bohemian;;Sumian;;
d_suomi_finns_adj_moravian;;Sumian;;
d_suomi_finns_adj_russian;;Sumian;;
d_suomi_finns_adj_serbian;;Sumian;;
d_suomi_finns_adj_croatian;;Sumian;;
d_suomi_finns_adj_bulgarian;;Sumian;;
d_suomi_finns_adj_karantanci;;Sumian;;
d_suomi_finns_adj_bosnian;;Sumian;;
#;;;;
d_kvens;Kvens;Kveanatlaš;;
d_kvens_adj;Kven;Kveanatlaš;;
d_kvens_adj_saxon;;Cwenas;;
d_kvens_adj_norse;;Kvænir;;
d_kvens_adj_danish;;Kvænir;;
d_kvens_adj_icelandic;;Kvænir;;
d_kvens_adj_gothic;;Kvænir;;
d_kvens_adj_swedish;;Kvænir;;
d_kvens_adj_norwegian;;Kvænir;;
d_kvens_adj_norsegaelic;;Kvænir;;
d_kvens_adj_anglonorse;;Kvænir;;
#;;;;
d_kvens_birkarls;Birkarls;Bircharlaboa;;
d_kvens_birkarls_adj;Birkarl;Bircharlaboa;;
##########;;;;
#Vlachs;;;;
##########;;;;
d_brodniks;Brodnici;Brodnici;;
d_brodniks_adj;;Brodnician;;
d_bolohoveni;Bolokhoveni;Bolohoveni;;
d_bolohoveni_adj;;Bolohovenian;;
##########;;;;
#Khasars;;;;
##########;;;;
d_kabars;Kabars;Qabarlar;;
d_kabars_adj;Kabar;Qabarish;;
##########;;;;
#Qipchaqs;;;;
##########;;;;
d_urusoba;Urosoba;Urus-oba;;
d_urusoba_adj;;Urus-oban;;
d_ulasgoli;Ulashevichi;Ulashogli;;
d_ulasgoli_adj;;Ulashoglish;;
d_chortan;Csertan;Çortan;;
d_chortan_adj;;Çortanish;;
d_burchali;Borchol;Burçali;;
d_burchali_adj;;Burçalian;;
d_qor;Kor;Qor;;
d_qor_adj;;Qorish;;
d_oren;Uran;Ören;;
d_oren_adj;;Örenian;;
d_qongurogli;Kangarogli;Qongorogli;;
d_qongurogli_adj;;Qongoroglish;;
d_targil;Targil;Targil;;
d_targil_adj;;Targilan;;
d_olberlig;Olberli;Ölberli;;
d_olberlig_adj;;Ölberlish;;
d_enchogli;Andjogli;Ençogli;;
d_enchogli_adj;;Ençoglian;;
d_yimek;Emiakovie;Yimek;;
d_yimek_adj;;Yimekish;;
d_toqsoba;Toksobichi;Toqsoba;;
d_toqsoba_adj;;Toqsoban;;
d_terteroba;Terteroba;Terteroba;;
d_terteroba_adj;;Terteroban;;
d_dorut;Durut;Dörüt;;
d_dorut_adj;;Dörütish;;
d_ay_opa;Ay-Opa;Ay-opa;;
d_ay_opa_adj;;Ay-opan;;
##########;;;;
#Uzes;;;;
##########;;;;
d_tekule;Döger;Teküle;;
d_tekule_adj;;Tekülish;;
d_salgur;Salur;Salgur;;
d_salgur_adj;;Salgurish;;
