#CODE;ENGLISH;ENGLISH
d_tripolitania;Tripolitania;Tripolitania
d_tripolitania_adj;Tripolitani;Tripolitani
d_kabylia;Kabylia;Kabylia
d_kabylia_adj;Kabyli;Kabyli
d_zab;Zab;Zab
d_zab_adj;Zabi;Zabi
d_alger;Tahart;Tahart
d_alger_adj;Taharti;Taharti
d_tlemcen;Tilimsan;Tilimsan
d_tlemcen_adj;Tilimsani;Tilimsani
d_tangiers;Tanja;Tanja
d_tangiers_adj;Tanji;Tanji
d_fes;Fas;Fas
d_fes_adj;Fasi;Fasi
d_marrakech;Marrakush;Marrakush
d_marrakech_adj;Marrakushi;Marrakushi
d_draa;Draa;Draa
d_draa_adj;Drai;Drai
d_adrar;Adrar;Adrar
d_adrar_adj;Adrari;Adrari
d_taghaza;Taghaza;Taghaza
d_taghaza_adj;Taghazi;Taghazi
d_takrur;Takrur;Takrur
d_takrur_adj;Takrurí;Takrurí
#Egypt;;
k_egypt;Misr;Misr
k_egypt_adj;Misri;Misri
d_alexandria;Iskandariya;Iskandariya
d_alexandria_adj;Iskandariyi;Iskandariyi
d_damietta;Dumiyát;Dumiyát
d_damietta_adj;Dumiyátí;Dumiyátí
d_cairo;Qáhira;Qáhira
d_cairo_adj;Qáhirí;Qáhirí
d_alwahat;;Al Wahát
d_alwahat_adj;;Al Wahátí
d_aswan;Al-Sa'íd;Al-Sa'íd
d_aswan_adj;Al-Sa'ídí;Al-Sa'ídí
d_cyrenaica;Barqa;Barqa
d_cyrenaica_adj;Barqí;Barqí
d_nubia;Nubia;Nubia
d_nubia_adj;Nibian;Nibian
;;
;;
;;
;;
;;
#France;;
d_poitou_adj;Poitou;Poitou
#Pommern;;
d_lubusz;Lebus;Lebus
d_lubusz_adj;Lubuska;Lubuska
#Baltics;;
d_zemigalia;Zemgali;Zemgali
d_zemigalia_adj;Zemgalian;Zemgalian
d_osel_wiek;Ösel–Wiek;Ösel–Wiek
d_osel_wiek_adj;Saare-Läänian;Saare-Läänian
d_dorpat;Ugandi;Ugandi
d_dorpat_adj;Ugandian;Ugandian
#Khazaria;;
d_itil;Atil;Atil
d_itil_adj;Atil;Atil
#;;
e_mali;Mali;Mali
e_mali_adj;Malian;Malian
#;;
k_tuat;Tuat;Tuat
k_tuat_adj;Tuatian;Tuatian
k_hoggar;Hoggar;Hoggar
k_hoggar_adj;Hoggarian;Hoggarian
k_air;Air;Air
k_air-adj;Airian;Airian
k_kawar;Kawar;Kawar
k_kawar-adj;Kawarian;Kawarian
k_mzab;Mzab;Mzab
k_mzab_adj;Mzabian;Mzabian
k_tibesti;Tibesti;Tibesti
k_tibesti_adj;Tibestian;Tibestian
k_fezzan;Fezzan;Fezzan
k_fezzan_adj;Fezzanian;Fezzanian
#;;
e_britannia;Britannia;Britannia
e_britannia_adj;British;British
e_britannia_adj_irish;Cruithnan;Cruithnan
e_britannia_adj_scottish;Cruithnan;Cruithnan
e_britannia_adj_cumbric;Prydeinan;Prydeinan
e_britannia_adj_welsh;Prydeinan;Prydeinan
e_britannia_adj_breton;Brythainan;Brythainan
e_britannia_adj_cornish;Brythainan;Brythainan
e_britannia_adj_saxon;Bryttanisc;Bryttanisc
e_britannia_adj_norse;Bretr;Bretr
e_britannia_adj_swedish;Bretr;Bretr
e_britannia_adj_norwegian;Bretr;Bretr
e_britannia_adj_icelandic;Bretr;Bretr
e_britannia_adj_norsegaelic;Cruithnan;Cruithnan
e_britannia_adj_gothic;Bretr;Bretr
e_britannia_adj_danish;Bretr;Bretr
e_britannia_adj_arpitan;Bretaigne;Bretaigne
e_britannia_adj_frankish;Bretaigne;Bretaigne
e_britannia_adj_norman;Bretaigne;Bretaigne
k_england_adj_norwegian;Ænglandr;Ænglandr
k_england_adj_icelandic;Ænglandr;Ænglandr
k_england_adj_norsegaelic;Ænglandr;Ænglandr
k_england_adj_gothic;Ænglandr;Ænglandr
k_england_adj_danish;Ænglandr;Ænglandr
k_england_adj_irish;Lloegyran;Lloegyran
k_england_adj_scottish;Lloegyran;Lloegyran
k_england_adj_cumbric;Lloegyran;Lloegyran
k_england_adj_welsh;Lloegyran;Lloegyran
k_england_adj_breton;Lloegyran;Lloegyran
k_england_adj_cornish;Lloegyran;Lloegyran
d_hereford;Mercia;Mercia
d_hereford_adj;Mercian;Mercian
d_hereford_adj_english;Herefordish;Herefordish
d_hereford_adj_norse;Miercer;Miercer
d_hereford_adj_swedish;Miercer;Miercer
d_hereford_adj_norwegian;Miercer;Miercer
d_hereford_adj_icelandic;Miercer;Miercer
d_hereford_adj_norsegaelic;Miercer;Miercer
d_hereford_adj_gothic;Miercer;Miercer
d_hereford_adj_danish;Miercer;Miercer
d_hereford_adj_saxon;Miercisc;Miercisc
d_hereford_adj_irish;Dobunnian;Dobunnian
d_hereford_adj_scottish;Dobunnian;Dobunnian
d_hereford_adj_cumbric;Dobunnian;Dobunnian
d_hereford_adj_welsh;Dobunnian;Dobunnian
d_hereford_adj_breton;Dobunnian;Dobunnian
d_hereford_adj_cornish;Dobunnian;Dobunnian
d_channel_islands;Îles d'la Manche;Îles d'la Manche
d_channel_islands_adj;Îles d'la Manche;Îles d'la Manche
d_channel_islands_adj_irish;Oileáin na Bhriotáin;Oileáin na Bhriotáin
d_channel_islands_adj_scottish;Oileáin na Bhriotáin;Oileáin na Bhriotáin
d_channel_islands_adj_breton;Inizi Mor Breizh;Inizi Mor Breizh
d_channel_islands_adj_cornish;Inizi Mor Breizh;Inizi Mor Breizh
d_channel_islands_adj_welsh;Ynysoedd y Sianel;Ynysoedd y Sianel
d_channel_islands_adj_cumbric;Ynysoedd y Sianel;Ynysoedd y Sianel
d_cornwall;Cornwall;Cornwall
d_cornwall_adj;Cornish;Cornish
d_cornwall_adj_norse;Cornwealr;Cornwealr
d_cornwall_adj_norwegian;Cornwealr;Cornwealr
d_cornwall_adj_swedish;Cornwealr;Cornwealr
d_cornwall_adj_icelandic;Cornwealr;Cornwealr
d_cornwall_adj_norsegaelic;Cornwealr;Cornwealr
d_cornwall_adj_gothic;Cornwealr;Cornwealr
d_cornwall_adj_danish;Cornwealr;Cornwealr
d_cornwall_adj_saxon;Cornwealisc;Cornwealisc
d_cornwall_adj_irish;Dumnonii;Dumnonii
d_cornwall_adj_scottish;Dumnonii;Dumnonii
d_cornwall_adj_breton;Dumnonii;Dumnonii
d_cornwall_adj_cornish;Dumnonii;Dumnonii
d_cornwall_adj_cumbric;Dumnonii;Dumnonii
d_cornwall_adj_welsh;Dumnonii;Dumnonii
d_norfolk;East Anglia;East Anglia
d_norfolk_adj;East Anglian;East Anglian
d_norfolk_adj_norse;Austænglr;Austænglr
d_norfolk_adj_norwegian;Austænglr;Austænglr
d_norfolk_adj_swedish;Austænglr;Austænglr
d_norfolk_adj_icelandic;Austænglr;Austænglr
d_norfolk_adj_norsegaelic;Austænglr;Austænglr
d_norfolk_adj_gothic;Austænglr;Austænglr
d_norfolk_adj_danish;Austænglr;Austænglr
d_norfolk_adj_saxon;Éastængleisc;Éastængleisc
d_norfolk_adj_english;Norfolkan;Norfolkan
d_norfolk_adj_cornish;Wentan;Wentan
d_norfolk_adj_breton;Wentan;Wentan
d_norfolk_adj_welsh;Wentan;Wentan
d_norfolk_adj_cumbric;Wentan;Wentan
d_norfolk_adj_irish;Wentan;Wentan
d_norfolk_adj_scottish;Wentan;Wentan
d_essex;Essex;Essex
d_essex_adj;Essexan;Essexan
d_essex_adj_norse;Austseaxr;Austseaxr
d_essex_adj_norwegian;Austseaxr;Austseaxr
d_essex_adj_swedish;Austseaxr;Austseaxr
d_essex_adj_icelandic;Austseaxr;Austseaxr
d_essex_adj_norsegaelic;Austseaxr;Austseaxr
d_essex_adj_gothic;Austseaxr;Austseaxr
d_essex_adj_danish;Austseaxr;Austseaxr
d_essex_adj_saxon;Eastseaxna;Eastseaxna
d_essex_adj_cornish;Colunan;Colunan
d_essex_adj_breton;Colunan;Colunan
d_essex_adj_welsh;Colunan;Colunan
d_essex_adj_cumbric;Colunan;Colunan
d_essex_adj_irish;Colunan;Colunan
d_essex_adj_scottish;Colunan;Colunan
d_fivebouroughs;The Five Boroughs;The Five Boroughs
d_fivebouroughs_adj;Five Boroughish;Five Boroughish
d_fivebouroughs_adj_norse;Fimm Borginnr;Fimm Borginnr
d_fivebouroughs_adj_norwegian;Fimm Borginnr;Fimm Borginnr
d_fivebouroughs_adj_icelandic;Fimm Borginnr;Fimm Borginnr
d_fivebouroughs_adj_swedish;Fimm Borginnr;Fimm Borginnr
d_fivebouroughs_adj_norsegaelic;Fimm Borginnr;Fimm Borginnr
d_fivebouroughs_adj_gothic;Fimm Borginnr;Fimm Borginnr
d_fivebouroughs_adj_danish;Fimm Borginnr;Fimm Borginnr
d_fivebouroughs_adj_saxon;Fíf Byrgisc;Fíf Byrgisc
d_fivebouroughs_adj_irish;Elmetian;Elmetian
d_fivebouroughs_adj_cumbric;Elfedian;Elfedian
d_fivebouroughs_adj_welsh;Elfedian;Elfedian
d_fivebouroughs_adj_breton;Elmetian;Elmetian
d_fivebouroughs_adj_cornish;Elmetian;Elmetian
d_fivebouroughs_adj_scottish;Elmetian;Elmetian
d_canterbury;Kent;Kent
d_canterbury_adj;Kentish;Kentish
d_canterbury_adj_english;Surreyian;Surreyian
d_canterbury_adj_norse;Centr;Centr
d_canterbury_adj_norwegian;Centr;Centr
d_canterbury_adj_swedish;Centr;Centr
d_canterbury_adj_icelandic;Centr;Centr
d_canterbury_adj_norsegaelic;Centr;Centr
d_canterbury_adj_gothic;Centr;Centr
d_canterbury_adj_danish;Centr;Centr
d_canterbury_adj_saxon;Centisc;Centisc
d_canterbury_adj_welsh;Ceintan;Ceintan
d_canterbury_adj_cumbric;Ceintan;Ceintan
d_canterbury_adj_irish;Ceintan;Ceintan
d_canterbury_adj_cornish;Ceintan;Ceintan
d_canterbury_adj_breton;Ceintan;Ceintan
d_canterbury_adj_scottish;Ceintan;Ceintan
d_lancaster;Lancaster;Lancaster
d_lancaster_adj;Lancastern;Lancastern
d_lancaster_adj_norse;Lonceasterir;Lonceasterir
d_lancaster_adj_norwegian;Lonceasterir;Lonceasterir
d_lancaster_adj_swedish;Lonceasterir;Lonceasterir
d_lancaster_adj_icelandic;Lonceasterir;Lonceasterir
d_lancaster_adj_norsegaelic;Lonceasterir;Lonceasterir
d_lancaster_adj_gothic;Lonceasterir;Lonceasterir
d_lancaster_adj_danish;Lonceasterir;Lonceasterir
d_lancaster_adj_saxon;Lonceasterisc;Lonceasterisc
d_lancaster_adj_irish;Rhegedian;Rhegedian
d_lancaster_adj_welsh;Rhegedian;Rhegedian
d_lancaster_adj_cumbric;Rhegedian;Rhegedian
d_lancaster_adj_breton;Rhegedian;Rhegedian
d_lancaster_adj_cornish;Rhegedian;Rhegedian
d_lancaster_adj_scottish;Rhegedian;Rhegedian
d_lancaster_adj_norman;Loncastre;Loncastre
d_bedford;Middle Anglia;Middle Anglia
d_bedford_adj;Middle Anglian;Middle Anglian
d_bedford_adj_english;Bedfordish;Bedfordish
d_bedford_adj_norse;Miðænglr;Miðænglr
d_bedford_adj_swedish;Miðænglr;Miðænglr
d_bedford_adj_norwegian;Miðænglr;Miðænglr
d_bedford_adj_icelandic;Miðænglr;Miðænglr
d_bedford_adj_norsegaelic;Miðænglr;Miðænglr
d_bedford_adj_gothic;Miðænglr;Miðænglr
d_bedford_adj_danish;Miðænglr;Miðænglr
d_bedford_adj_saxon;Middleængleisc;Middleængleisc
d_bedford_adj_irish;Cynwidionian;Cynwidionian
d_bedford_adj_cumbric;Calchwyneddian;Calchwyneddian
d_bedford_adj_welsh;Calchwyneddian;Calchwyneddian
d_bedford_adj_breton;Cynwidionian;Cynwidionian
d_bedford_adj_cornish;Cynwidionian;Cynwidionian
d_bedford_adj_scottish;Cynwidionian;Cynwidionian
d_northumberland;Northumberland;Northumberland
d_northumberland_adj;Northumbrian;Northumbrian
d_northumberland_adj_norse;Norðhymbrir;Norðhymbrir
d_northumberland_adj_norwegian;Norðhymbrir;Norðhymbrir
d_northumberland_adj_icelandic;Norðhymbrir;Norðhymbrir
d_northumberland_adj_norsegaelic;Norðhymbrir;Norðhymbrir
d_northumberland_adj_gothic;Norðhymbrir;Norðhymbrir
d_northumberland_adj_swedish;Norðhymbrir;Norðhymbrir
d_northumberland_adj_danish;Norðhymbrir;Norðhymbrir
d_northumberland_adj_saxon;Norþhymbrisc;Norþhymbrisc
d_northumberland_adj_cumbric;Brynaichan;Brynaichan
d_northumberland_adj_welsh;Brynaichan;Brynaichan
d_northumberland_adj_irish;Brynaichan;Brynaichan
d_northumberland_adj_scottish;Brynaichan;Brynaichan
d_northumberland_adj_cornish;Brynaichan;Brynaichan
d_northumberland_adj_breton;Brynaichan;Brynaichan
d_somerset;Wessex;Wessex
d_somerset_adj;Wessexish;Wessexish
d_somerset_adj_english;Somersetan;Somersetan
d_somerset_adj_norse;Vestseaxr;Vestseaxr
d_somerset_adj_swedish;Vestseaxr;Vestseaxr
d_somerset_adj_norwegian;Vestseaxr;Vestseaxr
d_somerset_adj_icelandic;Vestseaxr;Vestseaxr
d_somerset_adj_norsegaelic;Vestseaxr;Vestseaxr
d_somerset_adj_gothic;Vestseaxr;Vestseaxr
d_somerset_adj_danish;Vestseaxr;Vestseaxr
d_somerset_adj_saxon;Westseaxna;Westseaxna
d_somerset_adj_irish;Gwynntguican;Gwynntguican
d_somerset_adj_scottish;Gwynntguican;Gwynntguican
d_somerset_adj_cumbric;Gwynntguican;Gwynntguican
d_somerset_adj_welsh;Gwynntguican;Gwynntguican
d_somerset_adj_breton;Gwynntguican;Gwynntguican
d_somerset_adj_cornish;Gwynntguican;Gwynntguican
d_york;York;York
d_york_adj;Yorkish;Yorkish
d_york_adj_norse;Jorvíkr;Jorvíkr
d_york_adj_norwegian;Jorvíkr;Jorvíkr
d_york_adj_icelandic;Jorvíkr;Jorvíkr
d_york_adj_norsegaelic;Jorvíkr;Jorvíkr
d_york_adj_swedish;Jorvíkr;Jorvíkr
d_york_adj_gothic;Jorvíkr;Jorvíkr
d_york_adj_danish;Jorvíkr;Jorvíkr
d_york_adj_saxon;Eoforwicna;Eoforwicna
d_york_adj_cumbric;Deifran;Deifran
d_york_adj_welsh;Deifran;Deifran
d_york_adj_irish;Deifran;Deifran
d_york_adj_cornish;Deifran;Deifran
d_york_adj_scottish;Deifran;Deifran
d_york_adj_breton;Deifran;Deifran
#Ireland;;
d_oneill;O'Neill;O'Neill
d_oneill_adj;O'Neill;O'Neill
d_airgialla;Airgíalla;Airgíalla
d_airgialla_adj;Airgíallan;Airgíallan
d_breifne;Breifne;Breifne
d_breifne_adj;Breifnian;Breifnian
d_thomond;Thomond;Thomond
d_thomond_adj;Thomondian;Thomondian
d_ossory;Ossory;Ossory
d_ossory_adj;Ossoryan;Ossoryan
#####;;
d_istria;Istra;Istra
d_istria_adj;Istrian;Istrian
d_istria_adj_german;Istrische;Istrische
#####;;
d_trondelag;Þrœndalóg;Þrœndalóg
d_trondelag_adj;Þróndr;Þróndr
d_vestlandet;Biorgvin;Biorgvin
d_vestlandet_adj;Horðr;Horðr
d_jamtland;Jamtaland;Jamtaland
d_jamtland_adj;Jamtalandr;Jamtalandr
d_opplandene;Upplondum;Upplondum
d_opplandene_adj;Upplondr;Upplondr
d_more;Mœri;Mœri
d_more_adj;Mœrir;Mœrir
d_halogaland;Hálogaland;Hálogaland
d_halogaland_adj;Hálogalandr;Hálogalandr
#;;
d_faereyar;Faereyar;Faereyar
d_faereyar_adj;Faereyar;Faereyar
####;;
d_bornholm;Burghændæholm;Burghændæholm
d_bornholm_adj;Burghændæholmr;Burghændæholmr
d_bornholm_adj_norse;Borgundarhólmir;Borgundarhólmir
d_bornholm_adj_norwegian;Borgundarhólmir;Borgundarhólmir
########################;;
k_denmark_adj_norwegian;Danskr;Danskr
k_denmark_adj_norse;Danskr;Danskr
k_denmark_adj_swedish;Danskr;Danskr
k_denmark_adj_icelandic;Danskr;Danskr
k_denmark_adj_norsegaelic;Danskr;Danskr
k_denmark_adj_gothic;Danskr;Danskr
#;;
##########;;
#Mann;;
k_ellan_vannin;Man;Man
k_ellan_vannin_adj;Mannish;Mannish
k_ellan_vannin_adj_norwegian;Mönr;Mönr
k_ellan_vannin_adj_icelandic;Mönr;Mönr
k_ellan_vannin_adj_norsegaelic;Vannin;Vannin
k_ellan_vannin_adj_swedish;Mönr;Mönr
k_ellan_vannin_adj_gothic;Mönr;Mönr
k_ellan_vannin_adj_norse;Mönr;Mönr
k_ellan_vannin_adj_danish;Mönr;Mönr
k_ellan_vannin_adj_cumbric;Manau;Manau
k_ellan_vannin_adj_welsh;Manau;Manau
k_ellan_vannin_adj_irish;Dál Riataan;Dál Riataan
k_ellan_vannin_adj_cornish;Manav;Manav
k_ellan_vannin_adj_scottish;Vannin;Vannin
k_ellan_vannin_adj_breton;Manav;Manav
#;;
d_ellan_vannin;Man;Man
d_ellan_vannin_adj;Mannish;Mannish
d_ellan_vannin_adj_norwegian;Mönr;Mönr
d_ellan_vannin_adj_icelandic;Mönr;Mönr
d_ellan_vannin_adj_norsegaelic;Vannin;Vannin
d_ellan_vannin_adj_swedish;Mönr;Mönr
d_ellan_vannin_adj_gothic;Mönr;Mönr
d_ellan_vannin_adj_norse;Mönr;Mönr
d_ellan_vannin_adj_danish;Mönr;Mönr
d_ellan_vannin_adj_cumbric;Manau;Manau
d_ellan_vannin_adj_welsh;Manau;Manau
d_ellan_vannin_adj_irish;Mano;Mano
d_ellan_vannin_adj_cornish;Manav;Manav
d_ellan_vannin_adj_scottish;Vannin;Vannin
d_ellan_vannin_adj_breton;Manav;Manav
#;;
d_western_isles;Outer Hebrides;Outer Hebrides
d_western_isles_adj;Outer Hebridan;Outer Hebridan
d_western_isles_adj_norwegian;Suðreyjarir;Suðreyjarir
d_western_isles_adj_icelandic;Suðreyjarir;Suðreyjarir
d_western_isles_adj_norsegaelic;Suðreyjarir;Suðreyjarir
d_western_isles_adj_swedish;Suðreyjarir;Suðreyjarir
d_western_isles_adj_gothic;Suðreyjarir;Suðreyjarir
d_western_isles_adj_norse;Suðreyjarir;Suðreyjarir
d_western_isles_adj_danish;Suðreyjarir;Suðreyjarir
d_western_isles_adj_cumbric;Innse Gallish;Innse Gallish
d_western_isles_adj_welsh;Innse Gallish;Innse Gallish
d_western_isles_adj_irish;Innse Gallish;Innse Gallish
d_western_isles_adj_cornish;Innse Gallish;Innse Gallish
d_western_isles_adj_scottish;Innse Gallish;Innse Gallish
d_western_isles_adj_breton;Innse Gallish;Innse Gallish
#;;
d_hebrides;Inner Hebrides;Inner Hebrides
d_hebrides_adj;Inner Hebridan;Inner Hebridan
d_hebrides_adj_norwegian;Laithlinnr;Laithlinnr
d_hebrides_adj_icelandic;Laithlinnr;Laithlinnr
d_hebrides_adj_norsegaelic;Laithlinnr;Laithlinnr
d_hebrides_adj_swedish;Laithlinnr;Laithlinnr
d_hebrides_adj_gothic;Laithlinnr;Laithlinnr
d_hebrides_adj_norse;Laithlinnr;Laithlinnr
d_hebrides_adj_danish;Laithlinnr;Laithlinnr
d_hebrides_adj_cumbric;Airer Ghaidhealish;Airer Ghaidhealish
d_hebrides_adj_welsh;Airer Ghaidhealish;Airer Ghaidhealish
d_hebrides_adj_irish;Airer Ghaidhealish;Airer Ghaidhealish
d_hebrides_adj_cornish;Airer Ghaidhealish;Airer Ghaidhealish
d_hebrides_adj_scottish;Airer Ghaidhealish;Airer Ghaidhealish
d_hebrides_adj_breton;Airer Ghaidhealish;Airer Ghaidhealish
#;;
d_orkney;Orkney;Orkney
d_orkney_adj;Orkneyan;Orkneyan
d_orkney_adj_norwegian;Norðreyjarir;Norðreyjarir
d_orkney_adj_icelandic;Norðreyjarir;Norðreyjarir
d_orkney_adj_norsegaelic;Norðreyjarir;Norðreyjarir
d_orkney_adj_swedish;Norðreyjarir;Norðreyjarir
d_orkney_adj_gothic;Norðreyjarir;Norðreyjarir
d_orkney_adj_norse;Norðreyjarir;Norðreyjarir
d_orkney_adj_danish;Norðreyjarir;Norðreyjarir
d_orkney_adj_cumbric;Arcaibhish;Arcaibhish
d_orkney_adj_welsh;Arcaibhish;Arcaibhish
d_orkney_adj_irish;Arcaibhish;Arcaibhish
d_orkney_adj_cornish;Arcaibhish;Arcaibhish
d_orkney_adj_scottish;Arcaibhish;Arcaibhish
d_orkney_adj_breton;Arcaibhish;Arcaibhish
######;;
k_scotland;Alba;Alba
k_scotland_adj_norwegian;Skozkr;Skozkr
k_scotland_adj_icelandic;Skozkr;Skozkr
k_scotland_adj_norsegaelic;Skozkr;Skozkr
k_scotland_adj_swedish;Skozkr;Skozkr
k_scotland_adj_gothic;Skozkr;Skozkr
k_scotland_adj_norse;Skozkr;Skozkr
k_scotland_adj_danish;Skozkr;Skozkr
k_scotland_adj_english;Scotish;Scotish
k_scotland_adj_saxon;Scotisc;Scotisc
#;;
d_galloway;Galloway;Galloway
d_galloway_adj;Gallowayan;Gallowayan
d_galloway_adj_cumbric;Gall Ghaidhealan;Gall Ghaidhealan
d_galloway_adj_welsh;Gall Ghaidhealan;Gall Ghaidhealan
d_galloway_adj_irish;Gall Ghaidhealan;Gall Ghaidhealan
d_galloway_adj_cornish;Gall Ghaidhealan;Gall Ghaidhealan
d_galloway_adj_scottish;Gall Ghaidhealan;Gall Ghaidhealan
d_galloway_adj_breton;Gall Ghaidhealan;Gall Ghaidhealan
d_galloway_adj_norsegaelic;Gall Ghaidhealan;Gall Ghaidhealan
#;;
d_lothian;Lothian;Lothian
d_lothian_adj;Lothian;Lothian
d_lothian_adj_cumbric;Lleuddiniawn;Lleuddiniawn
d_lothian_adj_welsh;Lleuddiniawn;Lleuddiniawn
d_lothian_adj_irish;Lodainn;Lodainn
d_lothian_adj_cornish;Lleuddiniawn;Lleuddiniawn
d_lothian_adj_scottish;Lodainn;Lodainn
d_lothian_adj_breton;Lleuddiniawn;Lleuddiniawn
#;;
d_albany;Albany;Albany
d_albany_adj;Alban;Alban
d_albany_adj_cumbric;An Mhaorine;An Mhaorine
d_albany_adj_welsh;An Mhaorine;An Mhaorine
d_albany_adj_irish;An Mhaorine;An Mhaorine
d_albany_adj_cornish;An Mhaorine;An Mhaorine
d_albany_adj_scottish;An Mhaorine;An Mhaorine
d_albany_adj_breton;An Mhaorine;An Mhaorine
#;;
d_moray;Moray;Moray
d_moray_adj;Morayan;Morayan
d_moray_adj_cumbric;Moireabhan;Moireabhan
d_moray_adj_welsh;Moireabhan;Moireabhan
d_moray_adj_irish;Moireabhan;Moireabhan
d_moray_adj_cornish;Moireabhan;Moireabhan
d_moray_adj_scottish;Moireabhan;Moireabhan
d_moray_adj_breton;Moireabhan;Moireabhan
#;;
d_aberdeen;Aberdeen;Aberdeen
d_aberdeen_adj;Aberdeenan;Aberdeenan
d_aberdeen_adj_cumbric;Obar Dheathain;Obar Dheathain
d_aberdeen_adj_welsh;Obar Dheathain;Obar Dheathain
d_aberdeen_adj_irish;Obar Dheathain;Obar Dheathain
d_aberdeen_adj_cornish;Obar Dheathain;Obar Dheathain
d_aberdeen_adj_scottish;Obar Dheathain;Obar Dheathain
d_aberdeen_adj_breton;Obar Dheathain;Obar Dheathain
#;;
d_highlands;Highlands;Highlands
d_highlands_adj;Higlander;Higlander
d_highlands_adj_cumbric;Ghaidhealtachdan;Ghaidhealtachdan
d_highlands_adj_welsh;Ghaidhealtachdan;Ghaidhealtachdan
d_highlands_adj_irish;Ghaidhealtachdan;Ghaidhealtachdan
d_highlands_adj_cornish;Ghaidhealtachdan;Ghaidhealtachdan
d_highlands_adj_scottish;Ghaidhealtachdan;Ghaidhealtachdan
d_highlands_adj_breton;Ghaidhealtachdan;Ghaidhealtachdan
#;;
d_strathclyde;Strathclyde;Strathclyde
d_strathclyde_adj;Strathclydeish;Strathclydeish
d_strathclyde_adj_cumbric;Ystrad Clutan;Ystrad Clutan
d_strathclyde_adj_welsh;Ystrad Clutan;Ystrad Clutan
d_strathclyde_adj_irish;Alt Chluaidhan;Alt Chluaidhan
d_strathclyde_adj_cornish;Ystrad Clutan;Ystrad Clutan
d_strathclyde_adj_breton;Ystrad Clutan;Ystrad Clutan
#########;;
#Wales;;
k_wales;Wales;Wales
k_wales_adj;Welsh;Welsh
k_wales_adj_norwegian;Bretr;Bretr
k_wales_adj_icelandic;Bretr;Bretr
k_wales_adj_norsegaelic;Bretr;Bretr
k_wales_adj_swedish;Bretr;Bretr
k_wales_adj_gothic;Bretr;Bretr
k_wales_adj_norse;Bretr;Bretr
k_wales_adj_danish;Bretr;Bretr
k_wales_adj_saxon;Wealasisc;Wealasisc
k_wales_adj_cumbric;Cymry;Cymry
k_wales_adj_welsh;Cymry;Cymry
k_wales_adj_irish;Cymry;Cymry
k_wales_adj_cornish;Cymry;Cymry
k_wales_adj_scottish;Cymry;Cymry
k_wales_adj_breton;Cymry;Cymry
d_deheubarth;Deheubarth;Deheubarth
d_deheubarth_adj;Deheubarthish;Deheubarthish
d_gwynedd;Gwynedd;Gwynedd
d_gwynedd_adj;Gwyneddish;Gwyneddish
d_morgannwg;Glamorgan;Glamorgan
d_morgannwg_adj;Glamorganish;Glamorganish
d_powys;Powis;Powis
d_powys_adj;Powish;Powish
#########;;
#Canaries;;
d_canarias;Canarias;Canarias
d_canarias_adj;Canaria;Canaria
########;;
#Saxony;;
d_altmark;Altmark;Altmark
d_altmark_adj;Altmärkische;Altmärkische
d_lausitz;Lausitz;Lausitz
d_lausitz_adj;Lausitzsche;Lausitzsche
########;;
d_silla;Silla;Silla
d_silla_adj;Sillan;Sillan
k_takrur;Takrur;Takrur
k_takrur_adj;Takrurí;Takrurí
k_sennar;Sennar;Sennar
k_sennar_adj;Sennarí;Sennarí
k_maikelebahr;Maikele Bahr;Maikele Bahr
k_maikelebahr_adj;Maikele Bahrí;Maikele Bahrí
d_aydhab;Aydhab;Aydhab
d_aydhab_adj;Aydhabí;Aydhabí
d_alodia;Alodia;Alodia
d_alodia_adj;Alodian;Alodian
d_nobatia;Nobatia;Nobatia
d_nobatia_adj;Nobatian;Nobatian
k_kanem;Kanem;Kanem
k_kanem_adj;Kanemí;Kanemí
k_bornu;Bornu;Bornu
k_bornu_adj;Bornu;Bornu
d_bornu;Bornu;Bornu
d_bornu_adj;Bornu;Bornu
d_kanem;Kanem;Kanem
d_kanem_adj;Kanemí;Kanemí
d_wadai;Wadai;Wadai
d_wadai_adj;Wadaí;Wadaí
k_hausaland;Hausaland;Hausaland
k_hausaland_adj;of Hausaland;of Hausaland
d_kano;Kano;Kano
d_kano_adj;Kano;Kano
d_kebbi;Kebbi;Kebbi
d_kebbi_adj;Kebbi;Kebbi
d_gobir;Gobir;Gobir
d_gobir_adj;Gobirí;Gobirí
d_kassala;Kassala;Kassala
d_kassala_adj;Kassalí;Kassalí
d_darfur;Darfur;Darfur
d_darfur_adj;Darfurí;Darfurí
d_elatrun;El Atrún;El Atrún
d_elatrun_adj;Atrúní;Atrúní
k_darfur;Darfur;Darfur
k_darfur_adj;Darfurí;Darfurí
#;;
d_sieradzko-leczyckie;Sieradz-Leczyca;Sieradz-Leczyca
d_sieradzko-leczyckie_adj;Sieradzko;Sieradzko
d_azben;Azben;Azben
d_azben_adj;Azben;Azben
d_takarkart;Takarkart;Takarkart
d_takarkart_adj;Takarkartí;Takarkartí
########;;
d_amhara;Amhara;Amhara
d_amhara_adj;Amharan;Amharan
d_damot;Da'mot;Da'mot
d_damot_adj;Da'mot;Da'mot
d_badi;Badi;Badi
d_badi_adj;Badian;Badian
d_afar;Afar;Afar
d_afar_adj;Afari;Afari
d_ifat;Ifat;Ifat
d_ifat_adj;Ifati;Ifati
d_berbera;Berbera;Berbera
d_berbera_adj;Berberi;Berberi
d_tedjoura;Tadjoura;Tadjoura
